dataset_name,best_algorithm,best_algorithm_base_display,best_algorithm_superfamily,best_algorithm_category,best_algorithm_display,best_algorithm_variant,best_window_size,best_window_stride,best_threshold_method,best_threshold_value,best_evaluation_mode,best_evaluation_f1
176_UCR_Anomaly_insectEPG4_1300_6508_6558,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Context x4,Context x4,26,1,sigma,3.0,range,0.23776223776223776
177_UCR_Anomaly_insectEPG5_3200_8500_8501,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Warmup 0.20,Warmup 0.20,26,1,sigma,3.0,range,0.05194805194805195
178_UCR_Anomaly_ltstdbs30791AI_17555_52600_52800,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Context x2,Context x2,233,1,sigma,3.0,range,0.13786008230452673
179_UCR_Anomaly_ltstdbs30791AS_23000_52600_52800,local_outlier_factor,Local Outlier Factor,Distance-based,Proximity,Local Outlier Factor | Global L1,Global L1,233,1,sigma,3.0,range,0.17453387420052846
180_UCR_Anomaly_ltstdbs30791ES_20000_52600_52800,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Context x4,Context x4,233,1,sigma,3.0,range,0.1979515317786923
182_UCR_Anomaly_qtdbSel1005V_4000_12400_12800,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Context x2,Context x2,188,1,sigma,3.0,range,0.23898788389083556
183_UCR_Anomaly_qtdbSel100MLII_4000_13400_13800,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Context x2,Context x2,189,1,sigma,3.0,range,0.31919222347358056
192_UCR_Anomaly_s20101mML2_12000_35774_35874,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Context x2,Context x2,108,1,sigma,3.0,range,0.07648617947747065
193_UCR_Anomaly_s20101m_10000_35774_35874,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Context x2,Context x2,108,1,sigma,3.0,range,0.0667547918043622
201_UCR_Anomaly_CHARISfive_10000_17001_17016,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Context x1,Context x1,33,1,sigma,3.0,range,0.06584362139917695
202_UCR_Anomaly_CHARISfive_10411_10998_11028,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Context x2,Context x2,33,1,sigma,3.0,range,0.08895265423242468
203_UCR_Anomaly_CHARISfive_10500_10995_11028,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Context x4,Context x4,33,1,sigma,3.0,range,0.04244694132334582
212_UCR_Anomaly_Italianpowerdemand_8913_29480_29504,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Baseline,Baseline,168,1,sigma,3.0,range,0.0
248_UCR_Anomaly_weallwalk_2000_4702_4707,local_outlier_factor,Local Outlier Factor,Distance-based,Proximity,Local Outlier Factor | Local k10,Local k10,24,1,sigma,3.0,range,0.020618556701030924
249_UCR_Anomaly_weallwalk_2753_8285_8315,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Context x2,Context x2,24,1,sigma,3.0,range,0.3053030351427494
250_UCR_Anomaly_weallwalk_2951_7290_7296,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Context x4,Context x4,24,1,sigma,3.0,range,0.20320855614973263
