regime_dimension,regime_value,algorithm_display,dataset_count,mean_roc_auc,mean_f1,mean_evaluation_f1,mean_range_f1,mean_runtime_seconds
anomaly_ratio_bucket,moderate,SAND | Init 3000,21,0.8918147985688194,0.5032224672300557,0.5229343571847219,0.5229343571847219,12.642060242853837
length_bucket,medium,Isolation Forest | Baseline,50,0.7368966495222196,0.2010582603243586,0.16745021150260628,0.16745021150260628,0.5725397039984819
length_bucket,medium,Isolation Forest | Max samples auto,50,0.7368966495222196,0.2010582603243586,0.16745021150260628,0.16745021150260628,0.53697607799666
length_bucket,medium,Local Outlier Factor | Metric manhattan,50,0.8217941036495625,0.2140324116978278,0.15421384318474407,0.15421384318474407,1.5393259999947622
length_bucket,medium,Local Outlier Factor | p = 1,50,0.8217941036495625,0.2140324116978278,0.15421384318474407,0.15421384318474407,1.544192382005276
length_bucket,medium,Local Outlier Factor | Neighbors 10,50,0.7385795028770462,0.1739529365945019,0.11852870105325884,0.11852870105325884,0.17135015400126577
length_bucket,medium,HBOS | Bins 20,50,0.658831091846331,0.09870718786092146,0.11828992566598179,0.11828992566598179,0.35528365000383927
length_bucket,medium,HBOS | Baseline,50,0.654033828248087,0.0957340372313773,0.11675280698559222,0.11675280698559222,0.35609350600047035
length_bucket,medium,HBOS | Tol 0.2,50,0.654033828248087,0.0957340372313773,0.11675280698559222,0.11675280698559222,0.3502791079971939
length_bucket,medium,HBOS | Alpha 0.05,50,0.6496277973523737,0.09315701364125653,0.11246043434729767,0.11246043434729767,0.35459048800519666
length_bucket,medium,PCA | Weighted off,50,0.5659162300269389,0.07785066875809998,0.09461700538172227,0.09461700538172227,0.14208132799947634
length_bucket,medium,PCA | Components 0.95,50,0.5588108127060342,0.07635395728458519,0.09341803955257878,0.09341803955257878,0.10451336800237186
length_bucket,medium,PCA | Score comps 2,50,0.5668502651186196,0.0775169704018644,0.09168375722772672,0.09168375722772672,0.06056048999656923
length_bucket,medium,PCA | Baseline,50,0.5668347356236694,0.0775169704018644,0.09168375722772672,0.09168375722772672,0.12348775599850342
length_bucket,medium,PCA | Whiten on,50,0.5668347356236694,0.0775169704018644,0.09168375722772672,0.09168375722772672,0.1395639560057316
length_bucket,medium,PCA | Standardize off,50,0.5651828307127884,0.07742286127146897,0.09161446085246018,0.09161446085246018,0.14253704800386913
length_bucket,medium,OCSVM | Kernel linear,50,0.3632059810646588,0.024009672480282115,0.05919027546437809,0.05919027546437809,0.023420736000407488
variant,distorted,SAND | Subseq x2,21,0.916520940436054,0.34869940862944143,0.33926733578401197,0.33926733578401197,1.974015657149721
variant,distorted,SAND | Init 3000,21,0.9210928048111726,0.31587813121811614,0.33497751142776083,0.33497751142776083,8.040659128560772
variant,distorted,SAND | Overlap 64,21,0.9211805635204797,0.32306254717525684,0.3191990487417884,0.3191990487417884,15.515616599988702
variant,distorted,SAND | Baseline,21,0.9232167518506806,0.3074986369152346,0.29693461269466126,0.29693461269466126,9.864526814284979
variant,distorted,SAND | k = 3,21,0.9129790773634053,0.30683807326412055,0.292540254330282,0.292540254330282,3.351699014280235
variant,distorted,SAND | Alpha 0.7,21,0.9242741441511229,0.3014243842482137,0.29157105764193725,0.29157105764193725,6.609349542857325
variant,distorted,Matrix Profile | Subseq x1,21,0.933605979171521,0.3233499304394615,0.2503271099362345,0.2503271099362345,0.09703653809681002
variant,distorted,SAND | Batch 1000,21,0.9102857922211077,0.24303530042522414,0.2416660948645368,0.2416660948645368,6.589816533336749
variant,distorted,Matrix Profile | Baseline,21,0.9017384778122746,0.27069974726336754,0.23443321356103847,0.23443321356103847,0.09688415237525035
variant,distorted,Matrix Profile | Subseq x4,21,0.8671987455258794,0.2655674782279941,0.2012134517812752,0.2012134517812752,0.10566167142574809
variant,distorted,OCSVM | Gamma 0.1,21,0.6727574578714225,0.22062803695634295,0.19291218831810295,0.19291218831810295,0.12217234285448544
variant,distorted,OCSVM | Train frac 0.20,21,0.7013314486920975,0.222012631813625,0.1894902278968068,0.1894902278968068,0.1381886619048947
variant,distorted,Isolation Forest | Seed 7,21,0.690428657519041,0.16585860067813116,0.17705550129830785,0.17705550129830785,0.5278092095312397
variant,distorted,DAMP | Baseline,21,0.8606017820936213,0.20769092315193377,0.1764168431661982,0.1764168431661982,8.783426019047122
variant,distorted,Isolation Forest | Max feat 0.6,21,0.6761486602792098,0.18826574980817448,0.17361517165000073,0.17361517165000073,1.3569039761953587
variant,distorted,DAMP | Start x2,21,0.8963411901655954,0.2015034060285481,0.17351878171723964,0.17351878171723964,11.423990142864309
variant,distorted,DAMP | x_lag x8,21,0.854695963435431,0.21491823155936013,0.17081566959373498,0.17081566959373498,12.926430661910368
variant,distorted,OCSVM | Baseline,21,0.7052576727631292,0.1988632577777811,0.1655464591373565,0.1655464591373565,0.09159969523759737
variant,distorted,Isolation Forest | Bootstrap on,21,0.6801127267910028,0.18081765780262954,0.16372141198152465,0.16372141198152465,0.49245163809973747
variant,distorted,OCSVM | Nu 0.10,21,0.702343669605628,0.19595176468176434,0.16309483474943193,0.16309483474943193,0.12146418095411111
variant,distorted,Isolation Forest | Trees 400,21,0.6756677331332354,0.17122033980649407,0.15453694409455793,0.15453694409455793,0.9951590809671741
variant,distorted,Local Outlier Factor | Baseline,21,0.782136112105416,0.17072013600353153,0.1482275087953467,0.1482275087953467,0.25919714285659473
variant,distorted,Local Outlier Factor | Leaf size 60,21,0.782136112105416,0.17072013600353153,0.1482275087953467,0.1482275087953467,0.16952050476157593
variant,distorted,Local Outlier Factor | Search brute,21,0.782136112105416,0.17072013600353153,0.1482275087953467,0.1482275087953467,0.1606693904724948
variant,distorted,Isolation Forest | Baseline,21,0.6738105447664612,0.17093700024858188,0.14319405935017013,0.14319405935017013,0.594684290480689
variant,distorted,Isolation Forest | Max samples auto,21,0.6738105447664612,0.17093700024858188,0.14319405935017013,0.14319405935017013,0.5026283333288684
variant,distorted,Local Outlier Factor | Metric manhattan,21,0.7722113473525748,0.15819725562382417,0.14100576745018162,0.14100576745018162,1.5278992761824546
variant,distorted,Local Outlier Factor | p = 1,21,0.7722113473525748,0.15819725562382417,0.14100576745018162,0.14100576745018162,1.4927365666732104
variant,distorted,Local Outlier Factor | Neighbors 10,21,0.676152689198706,0.11938530448882165,0.08819942826735865,0.08819942826735865,0.16556684286998852
variant,distorted,HBOS | Baseline,21,0.600571429797413,0.07172380177343904,0.08803192854675745,0.08803192854675745,0.3729080904768558
variant,distorted,HBOS | Tol 0.2,21,0.600571429797413,0.07172380177343904,0.08803192854675745,0.08803192854675745,0.3713277714254911
variant,distorted,HBOS | Bins 20,21,0.614396033194846,0.07186353065262888,0.08587515875111598,0.08587515875111598,0.3757844476217759
variant,distorted,PCA | Score comps 2,21,0.5424094707837901,0.06778574397162879,0.08536454059947202,0.08536454059947202,0.049706580951654665
variant,distorted,PCA | Baseline,21,0.5423219957049922,0.06778574397162879,0.08536454059947202,0.08536454059947202,0.14247471904881032
