dataset_name,dataset_sequence,family,variant,algorithm,algorithm_base_display,algorithm_superfamily,algorithm_category,algorithm_display,algorithm_variant,algorithm_run_id,variant_index,variant_origin,variant_source,variant_focus,variant_family,ablation_parameter,ablation_label,ablation_role,window_size,window_stride,series_length,anomaly_count,train_end,anomaly_start,anomaly_end,normalization_method,threshold_method,threshold_value,evaluation_mode,prepared_dataset_dir,runtime_seconds,score_mean,score_std,params_json,error,param__n_estimators,param__max_samples,param__max_features,param__bootstrap,param__random_state,roc_auc,average_precision,precision,recall,f1,precision_at_k,score_threshold,tp,tn,fp,fn,range_precision,range_recall,range_f1,existence_reward,overlap_reward,affiliation_precision,affiliation_recall,tsb_uad_window,evaluation_precision,evaluation_recall,evaluation_f1,param__n_neighbors,param__algorithm,param__leaf_size,param__metric,param__p,param__alpha,param__init_length,param__batch_size,param__k,param__subsequence_multiplier,param__overlap,param__start_index_multiplier,param__x_lag_multiplier,param__n_bins,param__tol,param__kernel,param__nu,param__gamma,param__train_fraction,param__n_components,param__n_selected_components,param__whiten,param__weighted,param__standardization
033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370,33,InternalBleeding,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Baseline,Baseline,matrix_profile__tab_01,1,auto,auto_ablation,Balanced discord context for one-factor ablation.,baseline,baseline,Baseline,baseline,173,1,7415,171,4000,6200,6370,zscore,sigma,3.0,range,datasets\normalized\zscore,0.2022725999704562,0.07165705980089154,0.1243512669179845,"{""subsequence_multiplier"": 2}",,,,,,,0.9977371876221015,0.9171204653466956,0.7476190476190476,0.9181286549707602,0.8241469816272966,0.7660818713450293,0.44471086055484504,157,7191,53,14,0.7476190476190476,0.9345029239766083,0.8306795795050079,1.0,0.9181286549707602,0.9923758147898405,0.9998454216007538,173,0.7476190476190476,0.9345029239766083,0.8306795795050079,,,,,,,,,,2.0,,,,,,,,,,,,,,
033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370,33,InternalBleeding,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x1,Subseq x1,matrix_profile__tab_02,2,auto,auto_ablation,Measures a shorter discord context focused on local deviations.,ablation,subsequence_multiplier,Subseq x1,score_driver,173,1,7415,171,4000,6200,6370,zscore,sigma,3.0,range,datasets\normalized\zscore,0.1433359000366181,0.05612882371848645,0.08978468279973094,"{""subsequence_multiplier"": 1}",,,,,,,0.9726173869239637,0.728551673764598,0.7018633540372671,0.6608187134502924,0.6807228915662651,0.695906432748538,0.32548287211767923,113,7196,48,58,0.7018633540372671,0.7286549707602339,0.7150082775571557,1.0,0.6608187134502924,0.9911946155811411,0.9973469299231447,173,0.7018633540372671,0.7286549707602339,0.7150082775571557,,,,,,,,,,1.0,,,,,,,,,,,,,,
033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370,33,InternalBleeding,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x4,Subseq x4,matrix_profile__tab_03,3,auto,auto_ablation,Measures a broader discord context for long anomalous structure.,ablation,subsequence_multiplier,Subseq x4,score_driver,173,1,7415,171,4000,6200,6370,zscore,sigma,3.0,range,datasets\normalized\zscore,0.1622007000260055,0.11338754468716303,0.2157859691708778,"{""subsequence_multiplier"": 4}",,,,,,,0.9938081445099958,0.7863898134793731,0.4362244897959184,1.0,0.6074600355239786,0.631578947368421,0.7607454521997965,171,7023,221,0,0.4362244897959184,1.0,0.6074600355239786,1.0,1.0,0.9779569818487072,1.0,173,0.4362244897959184,1.0,0.6074600355239786,,,,,,,,,,4.0,,,,,,,,,,,,,,
143_UCR_Anomaly_InternalBleeding8_2500_5865_5974,143,InternalBleeding,raw,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Baseline,Baseline,matrix_profile__tab_01,1,auto,auto_ablation,Balanced discord context for one-factor ablation.,baseline,baseline,Baseline,baseline,165,1,7501,110,2500,5865,5974,zscore,sigma,3.0,range,datasets\normalized\zscore,0.11864389997208491,0.363905364377746,0.20017957819682616,"{""subsequence_multiplier"": 2}",,,,,,,0.9971033566622797,0.6849220696219247,0.631578947368421,0.10909090909090909,0.18604651162790697,0.7818181818181819,0.9644440989682245,12,7384,7,98,0.5,0.2872727272727273,0.36489607390300227,1.0,0.10909090909090909,0.6903956665427066,0.9906800305413823,165,0.5,0.2872727272727273,0.36489607390300227,,,,,,,,,,2.0,,,,,,,,,,,,,,
143_UCR_Anomaly_InternalBleeding8_2500_5865_5974,143,InternalBleeding,raw,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x1,Subseq x1,matrix_profile__tab_02,2,auto,auto_ablation,Measures a shorter discord context focused on local deviations.,ablation,subsequence_multiplier,Subseq x1,score_driver,165,1,7501,110,2500,5865,5974,zscore,sigma,3.0,range,datasets\normalized\zscore,0.11277890001656488,0.16300775294870948,0.13502767152507453,"{""subsequence_multiplier"": 1}",,,,,,,0.9936679745636585,0.4867705964336287,0.6190476190476191,0.9454545454545454,0.7482014388489209,0.5545454545454546,0.5680907675239331,104,7327,64,6,0.6190476190476191,0.9563636363636363,0.7515937568696417,1.0,0.9454545454545454,0.9911630830175026,0.9999563694537699,165,0.6190476190476191,0.9563636363636363,0.7515937568696417,,,,,,,,,,1.0,,,,,,,,,,,,,,
143_UCR_Anomaly_InternalBleeding8_2500_5865_5974,143,InternalBleeding,raw,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x4,Subseq x4,matrix_profile__tab_03,3,auto,auto_ablation,Measures a broader discord context for long anomalous structure.,ablation,subsequence_multiplier,Subseq x4,score_driver,165,1,7501,110,2500,5865,5974,zscore,sigma,3.0,range,datasets\normalized\zscore,0.20226339995861053,0.2703439814010077,0.208722181320174,"{""subsequence_multiplier"": 4}",,,,,,,0.771462835635478,0.031017243925841195,0.0,0.0,0.0,0.0,0.8965105253615296,0,7149,242,110,0.0,0.0,0.0,0.0,0.0,0.1806624130556698,0.19944007465671246,165,0.0,0.0,0.0,,,,,,,,,,4.0,,,,,,,,,,,,,,
035_UCR_Anomaly_DISTORTEDInternalBleeding8_2500_5865_5974,35,InternalBleeding,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Baseline,Baseline,matrix_profile__tab_01,1,auto,auto_ablation,Balanced discord context for one-factor ablation.,baseline,baseline,Baseline,baseline,165,1,7501,110,2500,5865,5974,zscore,sigma,3.0,range,datasets\normalized\zscore,0.13863589998800308,0.3383988734298264,0.19663049271194943,"{""subsequence_multiplier"": 2}",,,,,,,0.9344694407202864,0.49839757264383727,0.6190476190476191,0.35454545454545455,0.4508670520231214,0.5272727272727272,0.9282903515656746,39,7367,24,71,0.5,0.48363636363636364,0.49168207024029575,1.0,0.35454545454545455,0.7930942540994533,0.9952430585012908,165,0.5,0.48363636363636364,0.49168207024029575,,,,,,,,,,2.0,,,,,,,,,,,,,,
035_UCR_Anomaly_DISTORTEDInternalBleeding8_2500_5865_5974,35,InternalBleeding,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x1,Subseq x1,matrix_profile__tab_02,2,auto,auto_ablation,Measures a shorter discord context focused on local deviations.,ablation,subsequence_multiplier,Subseq x1,score_driver,165,1,7501,110,2500,5865,5974,zscore,sigma,3.0,range,datasets\normalized\zscore,0.13993269996717572,0.30728880172246936,0.1636575091914058,"{""subsequence_multiplier"": 1}",,,,,,,0.8959723742635393,0.08881374529943518,0.0,0.0,0.0,0.0,0.7982613292966867,0,7289,102,110,0.0,0.0,0.0,0.0,0.0,0.6264295479556975,0.9834688708172243,165,0.0,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
035_UCR_Anomaly_DISTORTEDInternalBleeding8_2500_5865_5974,35,InternalBleeding,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x4,Subseq x4,matrix_profile__tab_03,3,auto,auto_ablation,Measures a broader discord context for long anomalous structure.,ablation,subsequence_multiplier,Subseq x4,score_driver,165,1,7501,110,2500,5865,5974,zscore,sigma,3.0,range,datasets\normalized\zscore,0.15195420000236481,0.3931654357105052,0.18320726581601038,"{""subsequence_multiplier"": 4}",,,,,,,0.8741257795107071,0.053350986624869534,0.0,0.0,0.0,0.0,0.9427872331585363,0,7312,79,110,0.0,0.0,0.0,0.0,0.0,0.18931399863984388,0.19944007465671246,165,0.0,0.0,0.0,,,,,,,,,,4.0,,,,,,,,,,,,,,
144_UCR_Anomaly_InternalBleeding9_4200_6599_6681,144,InternalBleeding,raw,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Baseline,Baseline,matrix_profile__tab_01,1,auto,auto_ablation,Balanced discord context for one-factor ablation.,baseline,baseline,Baseline,baseline,175,1,7501,83,4200,6599,6681,zscore,sigma,3.0,range,datasets\normalized\zscore,0.13733430003048852,0.37544553807628744,0.23488275946647277,"{""subsequence_multiplier"": 2}",,,,,,,0.48376791068290415,0.01063512038576485,0.0,0.0,0.0,0.0,1.080093816475706,0,7418,0,83,0.0,0.0,0.0,0.0,0.0,,0.0,175,0.0,0.0,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,
144_UCR_Anomaly_InternalBleeding9_4200_6599_6681,144,InternalBleeding,raw,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x1,Subseq x1,matrix_profile__tab_02,2,auto,auto_ablation,Measures a shorter discord context focused on local deviations.,ablation,subsequence_multiplier,Subseq x1,score_driver,175,1,7501,83,4200,6599,6681,zscore,sigma,3.0,range,datasets\normalized\zscore,0.11110889998963103,0.22834313780564275,0.18089853835126374,"{""subsequence_multiplier"": 1}",,,,,,,0.9696245212719304,0.14436911028074403,0.0,0.0,0.0,0.0,0.7710387528594339,0,7333,85,83,0.0,0.0,0.0,0.0,0.0,0.23779809750856754,0.8652179709372083,175,0.0,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
144_UCR_Anomaly_InternalBleeding9_4200_6599_6681,144,InternalBleeding,raw,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x4,Subseq x4,matrix_profile__tab_03,3,auto,auto_ablation,Measures a broader discord context for long anomalous structure.,ablation,subsequence_multiplier,Subseq x4,score_driver,175,1,7501,83,4200,6599,6681,zscore,sigma,3.0,range,datasets\normalized\zscore,0.1123294000281021,0.49542919286463133,0.23149098367209908,"{""subsequence_multiplier"": 4}",,,,,,,0.1764082482531907,0.006673324294211967,0.0,0.0,0.0,0.0,1.1899021438809285,0,7418,0,83,0.0,0.0,0.0,0.0,0.0,,0.0,175,0.0,0.0,0.0,,,,,,,,,,4.0,,,,,,,,,,,,,,
133_UCR_Anomaly_InternalBleeding14_2800_5607_5634,133,InternalBleeding,raw,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Baseline,Baseline,matrix_profile__tab_01,1,auto,auto_ablation,Balanced discord context for one-factor ablation.,baseline,baseline,Baseline,baseline,154,1,7501,28,2800,5607,5634,zscore,sigma,3.0,range,datasets\normalized\zscore,0.22360460000345483,0.07243141722340037,0.18191720811114231,"{""subsequence_multiplier"": 2}",,,,,,,0.9994073904150179,0.8323197119174334,0.09061488673139159,1.0,0.1661721068249258,0.75,0.6181830415568274,28,7192,281,0,0.09061488673139159,1.0,0.1661721068249258,1.0,1.0,0.9795457693019572,1.0,154,0.09061488673139159,1.0,0.1661721068249258,,,,,,,,,,2.0,,,,,,,,,,,,,,
133_UCR_Anomaly_InternalBleeding14_2800_5607_5634,133,InternalBleeding,raw,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x1,Subseq x1,matrix_profile__tab_02,2,auto,auto_ablation,Measures a shorter discord context focused on local deviations.,ablation,subsequence_multiplier,Subseq x1,score_driver,154,1,7501,28,2800,5607,5634,zscore,sigma,3.0,range,datasets\normalized\zscore,0.3659324999898672,0.039063591658282895,0.1312824027560254,"{""subsequence_multiplier"": 1}",,,,,,,0.9928122192273136,0.19808565294058983,0.16470588235294117,1.0,0.2828282828282828,0.0,0.43291079992635906,28,7331,142,0,0.16470588235294117,1.0,0.2828282828282828,1.0,1.0,0.9889693138954021,1.0,154,0.16470588235294117,1.0,0.2828282828282828,,,,,,,,,,1.0,,,,,,,,,,,,,,
133_UCR_Anomaly_InternalBleeding14_2800_5607_5634,133,InternalBleeding,raw,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x4,Subseq x4,matrix_profile__tab_03,3,auto,auto_ablation,Measures a broader discord context for long anomalous structure.,ablation,subsequence_multiplier,Subseq x4,score_driver,154,1,7501,28,2800,5607,5634,zscore,sigma,3.0,range,datasets\normalized\zscore,0.5655800999957137,0.13446238674527505,0.2513851800296628,"{""subsequence_multiplier"": 4}",,,,,,,0.9970273938559768,0.4961326081702052,0.04869565217391304,1.0,0.09286898839137644,0.35714285714285715,0.8886179268342635,28,6926,547,0,0.04869565217391304,1.0,0.09286898839137644,1.0,1.0,0.961701338372275,1.0,154,0.04869565217391304,1.0,0.09286898839137644,,,,,,,,,,4.0,,,,,,,,,,,,,,
132_UCR_Anomaly_InternalBleeding10_3200_4526_4556,132,InternalBleeding,raw,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Baseline,Baseline,matrix_profile__tab_01,1,auto,auto_ablation,Balanced discord context for one-factor ablation.,baseline,baseline,Baseline,baseline,154,1,7501,31,3200,4526,4556,zscore,sigma,3.0,range,datasets\normalized\zscore,0.36392669996712357,0.11443182243302821,0.1774622779622689,"{""subsequence_multiplier"": 2}",,,,,,,0.9983978926458522,0.695432335163157,0.10130718954248366,1.0,0.18397626112759644,0.5161290322580645,0.6468186563198349,31,7195,275,0,0.10130718954248366,1.0,0.18397626112759644,1.0,1.0,0.979785701775711,1.0,154,0.10130718954248366,1.0,0.18397626112759644,,,,,,,,,,2.0,,,,,,,,,,,,,,
132_UCR_Anomaly_InternalBleeding10_3200_4526_4556,132,InternalBleeding,raw,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x1,Subseq x1,matrix_profile__tab_02,2,auto,auto_ablation,Measures a shorter discord context focused on local deviations.,ablation,subsequence_multiplier,Subseq x1,score_driver,154,1,7501,31,3200,4526,4556,zscore,sigma,3.0,range,datasets\normalized\zscore,0.39925190003123134,0.05898790124750329,0.1244710539043328,"{""subsequence_multiplier"": 1}",,,,,,,0.9938290797598998,0.23637602569569294,0.19135802469135801,1.0,0.32124352331606215,0.0,0.43240106296050174,31,7339,131,0,0.19135802469135801,1.0,0.32124352331606215,1.0,1.0,0.9895273222829548,1.0,154,0.19135802469135801,1.0,0.32124352331606215,,,,,,,,,,1.0,,,,,,,,,,,,,,
132_UCR_Anomaly_InternalBleeding10_3200_4526_4556,132,InternalBleeding,raw,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x4,Subseq x4,matrix_profile__tab_03,3,auto,auto_ablation,Measures a broader discord context for long anomalous structure.,ablation,subsequence_multiplier,Subseq x4,score_driver,154,1,7501,31,3200,4526,4556,zscore,sigma,3.0,range,datasets\normalized\zscore,0.34992930002044886,0.22035374062029928,0.2410031803098876,"{""subsequence_multiplier"": 4}",,,,,,,0.9980308330094573,0.4935074616580768,0.08157894736842106,1.0,0.15085158150851583,0.5483870967741935,0.9433632815499622,31,7121,349,0,0.06753812636165578,1.0,0.12653061224489798,1.0,1.0,0.9698910320729166,1.0,154,0.06753812636165578,1.0,0.12653061224489798,,,,,,,,,,4.0,,,,,,,,,,,,,,
024_UCR_Anomaly_DISTORTEDInternalBleeding10_3200_4526_4556,24,InternalBleeding,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Baseline,Baseline,matrix_profile__tab_01,1,auto,auto_ablation,Balanced discord context for one-factor ablation.,baseline,baseline,Baseline,baseline,154,1,7501,31,3200,4526,4556,zscore,sigma,3.0,range,datasets\normalized\zscore,0.07596819999162108,0.3281772565308707,0.21406854690286525,"{""subsequence_multiplier"": 2}",,,,,,,0.9674957896100531,0.05707241998681741,0.0,0.0,0.0,0.0,0.9703828972394665,0,7451,19,31,0.0,0.0,0.0,0.0,0.0,0.6771097187041729,0.6796427143047593,154,0.0,0.0,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,
024_UCR_Anomaly_DISTORTEDInternalBleeding10_3200_4526_4556,24,InternalBleeding,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x1,Subseq x1,matrix_profile__tab_02,2,auto,auto_ablation,Measures a shorter discord context focused on local deviations.,ablation,subsequence_multiplier,Subseq x1,score_driver,154,1,7501,31,3200,4526,4556,zscore,sigma,3.0,range,datasets\normalized\zscore,0.06697590003022924,0.253005277748715,0.146291894204566,"{""subsequence_multiplier"": 1}",,,,,,,0.9888154769616099,0.14956632474277856,0.20261437908496732,1.0,0.33695652173913043,0.0,0.691880960362413,31,7348,122,0,0.10689655172413794,1.0,0.19314641744548286,1.0,1.0,0.9746195060702146,1.0,154,0.10689655172413794,1.0,0.19314641744548286,,,,,,,,,,1.0,,,,,,,,,,,,,,
024_UCR_Anomaly_DISTORTEDInternalBleeding10_3200_4526_4556,24,InternalBleeding,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x4,Subseq x4,matrix_profile__tab_03,3,auto,auto_ablation,Measures a broader discord context for long anomalous structure.,ablation,subsequence_multiplier,Subseq x4,score_driver,154,1,7501,31,3200,4526,4556,zscore,sigma,3.0,range,datasets\normalized\zscore,0.08095749997301027,0.5515528679697559,0.23460113659940457,"{""subsequence_multiplier"": 4}",,,,,,,0.9413525068013991,0.03937510558373489,0.0,0.0,0.0,0.06451612903225806,1.2553562777679697,0,7470,0,31,0.0,0.0,0.0,0.0,0.0,,0.0,154,0.0,0.0,0.0,,,,,,,,,,4.0,,,,,,,,,,,,,,
036_UCR_Anomaly_DISTORTEDInternalBleeding9_4200_6599_6681,36,InternalBleeding,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Baseline,Baseline,matrix_profile__tab_01,1,auto,auto_ablation,Balanced discord context for one-factor ablation.,baseline,baseline,Baseline,baseline,175,1,7501,83,4200,6599,6681,zscore,sigma,3.0,range,datasets\normalized\zscore,0.09105769998859614,0.4258562738150007,0.19236781546233914,"{""subsequence_multiplier"": 2}",,,,,,,0.23405214278521475,0.00677729172068183,0.0,0.0,0.0,0.0,1.0029597202020182,0,7418,0,83,0.0,0.0,0.0,0.0,0.0,,0.0,175,0.0,0.0,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,
036_UCR_Anomaly_DISTORTEDInternalBleeding9_4200_6599_6681,36,InternalBleeding,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x1,Subseq x1,matrix_profile__tab_02,2,auto,auto_ablation,Measures a shorter discord context focused on local deviations.,ablation,subsequence_multiplier,Subseq x1,score_driver,175,1,7501,83,4200,6599,6681,zscore,sigma,3.0,range,datasets\normalized\zscore,0.07186189998174086,0.26918566409201294,0.15552235242872822,"{""subsequence_multiplier"": 1}",,,,,,,0.3841867875925379,0.008552441367422996,0.0,0.0,0.0,0.0,0.7357527213781976,0,7297,121,83,0.0,0.0,0.0,0.0,0.0,0.41206571906115,0.7169710705239302,175,0.0,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
036_UCR_Anomaly_DISTORTEDInternalBleeding9_4200_6599_6681,36,InternalBleeding,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x4,Subseq x4,matrix_profile__tab_03,3,auto,auto_ablation,Measures a broader discord context for long anomalous structure.,ablation,subsequence_multiplier,Subseq x4,score_driver,175,1,7501,83,4200,6599,6681,zscore,sigma,3.0,range,datasets\normalized\zscore,0.08954559999983758,0.42378516477608097,0.19207773634682745,"{""subsequence_multiplier"": 4}",,,,,,,0.4698908873563816,0.010251424965876993,0.0,0.0,0.0,0.0,1.0000183738165633,0,7418,0,83,0.0,0.0,0.0,0.0,0.0,,0.0,175,0.0,0.0,0.0,,,,,,,,,,4.0,,,,,,,,,,,,,,
025_UCR_Anomaly_DISTORTEDInternalBleeding14_2800_5607_5634,25,InternalBleeding,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Baseline,Baseline,matrix_profile__tab_01,1,auto,auto_ablation,Balanced discord context for one-factor ablation.,baseline,baseline,Baseline,baseline,154,1,7501,28,2800,5607,5634,zscore,sigma,3.0,range,datasets\normalized\zscore,0.07385420001810417,0.14261192702560946,0.16743948348496512,"{""subsequence_multiplier"": 2}",,,,,,,0.9910821815679303,0.1665119219263545,0.0924092409240924,1.0,0.1691842900302115,0.0,0.6449303774805049,28,7198,275,0,0.0924092409240924,1.0,0.16918429003021146,1.0,1.0,0.979911589345843,1.0,154,0.0924092409240924,1.0,0.16918429003021146,,,,,,,,,,2.0,,,,,,,,,,,,,,
025_UCR_Anomaly_DISTORTEDInternalBleeding14_2800_5607_5634,25,InternalBleeding,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x1,Subseq x1,matrix_profile__tab_02,2,auto,auto_ablation,Measures a shorter discord context focused on local deviations.,ablation,subsequence_multiplier,Subseq x1,score_driver,154,1,7501,28,2800,5607,5634,zscore,sigma,3.0,range,datasets\normalized\zscore,0.07040389999747276,0.08825714141401929,0.12285935200633297,"{""subsequence_multiplier"": 1}",,,,,,,0.994202940108199,0.22848228813131102,0.17177914110429449,1.0,0.2931937172774869,0.03571428571428571,0.4568351974330182,28,7338,135,0,0.17177914110429449,1.0,0.29319371727748694,1.0,1.0,0.9894059115226355,1.0,154,0.17177914110429449,1.0,0.29319371727748694,,,,,,,,,,1.0,,,,,,,,,,,,,,
025_UCR_Anomaly_DISTORTEDInternalBleeding14_2800_5607_5634,25,InternalBleeding,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x4,Subseq x4,matrix_profile__tab_03,3,auto,auto_ablation,Measures a broader discord context for long anomalous structure.,ablation,subsequence_multiplier,Subseq x4,score_driver,154,1,7501,28,2800,5607,5634,zscore,sigma,3.0,range,datasets\normalized\zscore,0.07342959998641163,0.22311438097683056,0.20800330783428275,"{""subsequence_multiplier"": 4}",,,,,,,0.9962053870122919,0.30617624411362665,0.06796116504854369,1.0,0.12727272727272726,0.21428571428571427,0.8471243044796788,28,7089,384,0,0.03783783783783784,1.0,0.07291666666666667,1.0,1.0,0.9704887244807487,1.0,154,0.03783783783783784,1.0,0.07291666666666667,,,,,,,,,,4.0,,,,,,,,,,,,,,
027_UCR_Anomaly_DISTORTEDInternalBleeding16_1200_4187_4199,27,InternalBleeding,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Baseline,Baseline,matrix_profile__tab_01,1,auto,auto_ablation,Balanced discord context for one-factor ablation.,baseline,baseline,Baseline,baseline,183,1,7501,13,1200,4187,4199,zscore,sigma,3.0,range,datasets\normalized\zscore,0.07420690002618358,0.394000217113629,0.16712883003110082,"{""subsequence_multiplier"": 2}",,,,,,,0.8562109631821171,0.006264967730290643,0.0,0.0,0.0,0.0,0.8953867072069315,0,7335,153,13,0.0,0.0,0.0,0.0,0.0,0.3296092111465749,0.3676843087588323,183,0.0,0.0,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,
027_UCR_Anomaly_DISTORTEDInternalBleeding16_1200_4187_4199,27,InternalBleeding,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x1,Subseq x1,matrix_profile__tab_02,2,auto,auto_ablation,Measures a shorter discord context focused on local deviations.,ablation,subsequence_multiplier,Subseq x1,score_driver,183,1,7501,13,1200,4187,4199,zscore,sigma,3.0,range,datasets\normalized\zscore,0.07307749998290092,0.22722111709752515,0.12789237952935176,"{""subsequence_multiplier"": 1}",,,,,,,0.9673426199868508,0.027292660006656543,0.0,0.0,0.0,0.0,0.6108982556855804,0,7364,124,13,0.0,0.0,0.0,0.0,0.0,0.5929854514021787,0.9868017597653646,183,0.0,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
027_UCR_Anomaly_DISTORTEDInternalBleeding16_1200_4187_4199,27,InternalBleeding,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x4,Subseq x4,matrix_profile__tab_03,3,auto,auto_ablation,Measures a broader discord context for long anomalous structure.,ablation,subsequence_multiplier,Subseq x4,score_driver,183,1,7501,13,1200,4187,4199,zscore,sigma,3.0,range,datasets\normalized\zscore,0.10091459995601326,0.47749651578558366,0.1749278786133831,"{""subsequence_multiplier"": 4}",,,,,,,0.5648781640368179,0.002130210016549021,0.0,0.0,0.0,0.0,1.002280151625733,0,7488,0,13,0.0,0.0,0.0,0.0,0.0,,0.0,183,0.0,0.0,0.0,,,,,,,,,,4.0,,,,,,,,,,,,,,
028_UCR_Anomaly_DISTORTEDInternalBleeding17_1600_3198_3309,28,InternalBleeding,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Baseline,Baseline,matrix_profile__tab_01,1,auto,auto_ablation,Balanced discord context for one-factor ablation.,baseline,baseline,Baseline,baseline,183,1,7500,112,1600,3198,3309,zscore,sigma,3.0,range,datasets\normalized\zscore,0.07572750002145767,0.22893603587368988,0.20046235055835382,"{""subsequence_multiplier"": 2}",,,,,,,0.9568291244489133,0.13543677484922303,0.0,0.0,0.0,0.0,0.8303230875487513,0,7294,94,112,0.0,0.0,0.0,0.0,0.0,0.4162666666666667,0.42879999999999996,183,0.0,0.0,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,
028_UCR_Anomaly_DISTORTEDInternalBleeding17_1600_3198_3309,28,InternalBleeding,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x1,Subseq x1,matrix_profile__tab_02,2,auto,auto_ablation,Measures a shorter discord context focused on local deviations.,ablation,subsequence_multiplier,Subseq x1,score_driver,183,1,7500,112,1600,3198,3309,zscore,sigma,3.0,range,datasets\normalized\zscore,0.07601240003714338,0.1446645042030942,0.15927905928458008,"{""subsequence_multiplier"": 1}",,,,,,,0.9969931935957924,0.6815471901483426,0.3902439024390244,1.0,0.5614035087719298,0.7678571428571429,0.6225016820568344,112,7213,175,0,0.16,1.0,0.2758620689655173,1.0,1.0,0.7312053426248548,1.0,183,0.16,1.0,0.2758620689655173,,,,,,,,,,1.0,,,,,,,,,,,,,,
028_UCR_Anomaly_DISTORTEDInternalBleeding17_1600_3198_3309,28,InternalBleeding,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x4,Subseq x4,matrix_profile__tab_03,3,auto,auto_ablation,Measures a broader discord context for long anomalous structure.,ablation,subsequence_multiplier,Subseq x4,score_driver,183,1,7500,112,1600,3198,3309,zscore,sigma,3.0,range,datasets\normalized\zscore,0.08273530000587925,0.33523957942521415,0.2219384948517178,"{""subsequence_multiplier"": 4}",,,,,,,0.9067080303967824,0.06868031663984717,0.0,0.0,0.0,0.0,1.0010550639803675,0,7388,0,112,0.0,0.0,0.0,0.0,0.0,,0.0,183,0.0,0.0,0.0,,,,,,,,,,4.0,,,,,,,,,,,,,,
