dataset_name,dataset_sequence,family,variant,algorithm,algorithm_base_display,algorithm_superfamily,algorithm_category,algorithm_display,algorithm_variant,algorithm_run_id,variant_index,variant_origin,variant_source,variant_focus,variant_family,ablation_parameter,ablation_label,ablation_role,window_size,window_stride,series_length,anomaly_count,train_end,anomaly_start,anomaly_end,normalization_method,threshold_method,threshold_value,evaluation_mode,prepared_dataset_dir,runtime_seconds,score_mean,score_std,params_json,error,param__n_estimators,param__max_samples,param__max_features,param__bootstrap,param__random_state,roc_auc,average_precision,precision,recall,f1,precision_at_k,score_threshold,tp,tn,fp,fn,range_precision,range_recall,range_f1,existence_reward,overlap_reward,affiliation_precision,affiliation_recall,tsb_uad_window,evaluation_precision,evaluation_recall,evaluation_f1,param__n_neighbors,param__algorithm,param__leaf_size,param__metric,param__p,param__alpha,param__init_length,param__batch_size,param__k,param__subsequence_multiplier,param__overlap,param__start_index_multiplier,param__x_lag_multiplier,param__n_bins,param__tol,param__kernel,param__nu,param__gamma,param__train_fraction,param__n_components,param__n_selected_components,param__whiten,param__weighted,param__standardization
031_UCR_Anomaly_DISTORTEDInternalBleeding20_2700_5759_5919,31,InternalBleeding,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Baseline,Baseline,matrix_profile__tab_01,1,auto,auto_ablation,Balanced discord context for one-factor ablation.,baseline,baseline,Baseline,baseline,183,1,7500,161,2700,5759,5919,zscore,sigma,3.0,range,datasets\normalized\zscore,0.06817480002064258,0.12154704942745502,0.18147759448417106,"{""subsequence_multiplier"": 2}",,,,,,,0.9942534523717839,0.6737390290088858,0.48936170212765956,1.0,0.6571428571428571,0.6459627329192547,0.6659798328799681,161,7171,168,0,0.48936170212765956,1.0,0.6571428571428571,1.0,1.0,0.9832988855116515,1.0,183,0.48936170212765956,1.0,0.6571428571428571,,,,,,,,,,2.0,,,,,,,,,,,,,,
031_UCR_Anomaly_DISTORTEDInternalBleeding20_2700_5759_5919,31,InternalBleeding,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x1,Subseq x1,matrix_profile__tab_02,2,auto,auto_ablation,Measures a shorter discord context focused on local deviations.,ablation,subsequence_multiplier,Subseq x1,score_driver,183,1,7500,161,2700,5759,5919,zscore,sigma,3.0,range,datasets\normalized\zscore,0.06721909996122122,0.05696114285036313,0.0983636262846583,"{""subsequence_multiplier"": 1}",,,,,,,0.9971377284125733,0.8221054778749578,0.7970297029702971,1.0,0.8870523415977961,0.8198757763975155,0.352052021704338,161,7298,41,0,0.7970297029702971,1.0,0.8870523415977962,1.0,1.0,0.9948818481848185,1.0,183,0.7970297029702971,1.0,0.8870523415977962,,,,,,,,,,1.0,,,,,,,,,,,,,,
031_UCR_Anomaly_DISTORTEDInternalBleeding20_2700_5759_5919,31,InternalBleeding,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x4,Subseq x4,matrix_profile__tab_03,3,auto,auto_ablation,Measures a broader discord context for long anomalous structure.,ablation,subsequence_multiplier,Subseq x4,score_driver,183,1,7500,161,2700,5759,5919,zscore,sigma,3.0,range,datasets\normalized\zscore,0.07965100003639236,0.16784665458014103,0.24395098866394324,"{""subsequence_multiplier"": 4}",,,,,,,0.9897924726150347,0.6500195313481603,0.4423076923076923,1.0,0.6133333333333333,0.577639751552795,0.8996996205719707,161,7136,203,0,0.4423076923076923,1.0,0.6133333333333333,1.0,1.0,0.9793377289377291,1.0,183,0.4423076923076923,1.0,0.6133333333333333,,,,,,,,,,4.0,,,,,,,,,,,,,,
030_UCR_Anomaly_DISTORTEDInternalBleeding19_3000_4187_4197,30,InternalBleeding,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Baseline,Baseline,matrix_profile__tab_01,1,auto,auto_ablation,Balanced discord context for one-factor ablation.,baseline,baseline,Baseline,baseline,183,1,7500,11,3000,4187,4197,zscore,sigma,3.0,range,datasets\normalized\zscore,0.07849369995528832,0.25037561055642293,0.171755709038014,"{""subsequence_multiplier"": 2}",,,,,,,0.9825319559596498,0.04278115317816728,0.0514018691588785,1.0,0.09777777777777778,0.0,0.7656427376704649,11,7286,203,0,0.0514018691588785,1.0,0.09777777777777778,1.0,1.0,0.9784785046728971,1.0,183,0.0514018691588785,1.0,0.09777777777777778,,,,,,,,,,2.0,,,,,,,,,,,,,,
030_UCR_Anomaly_DISTORTEDInternalBleeding19_3000_4187_4197,30,InternalBleeding,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x1,Subseq x1,matrix_profile__tab_02,2,auto,auto_ablation,Measures a shorter discord context focused on local deviations.,ablation,subsequence_multiplier,Subseq x1,score_driver,183,1,7500,11,3000,4187,4197,zscore,sigma,3.0,range,datasets\normalized\zscore,0.08488440001383424,0.1821102525450972,0.13326429834353032,"{""subsequence_multiplier"": 1}",,,,,,,0.9851054273540586,0.04929141190512972,0.060109289617486336,1.0,0.1134020618556701,0.0,0.5819031475756882,11,7317,172,0,0.060109289617486336,1.0,0.11340206185567009,1.0,1.0,0.9878440801457194,1.0,183,0.060109289617486336,1.0,0.11340206185567009,,,,,,,,,,1.0,,,,,,,,,,,,,,
030_UCR_Anomaly_DISTORTEDInternalBleeding19_3000_4187_4197,30,InternalBleeding,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x4,Subseq x4,matrix_profile__tab_03,3,auto,auto_ablation,Measures a broader discord context for long anomalous structure.,ablation,subsequence_multiplier,Subseq x4,score_driver,183,1,7500,11,3000,4187,4197,zscore,sigma,3.0,range,datasets\normalized\zscore,0.0923410999821499,0.437243752376353,0.21798737309641159,"{""subsequence_multiplier"": 4}",,,,,,,0.9274936573641341,0.010798613444365704,0.0,0.0,0.0,0.0,1.0912058716655877,0,7489,0,11,0.0,0.0,0.0,0.0,0.0,,0.0,183,0.0,0.0,0.0,,,,,,,,,,4.0,,,,,,,,,,,,,,
139_UCR_Anomaly_InternalBleeding20_2700_5759_5919,139,InternalBleeding,raw,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Baseline,Baseline,matrix_profile__tab_01,1,auto,auto_ablation,Balanced discord context for one-factor ablation.,baseline,baseline,Baseline,baseline,183,1,7500,161,2700,5759,5919,zscore,sigma,3.0,range,datasets\normalized\zscore,0.07719730003736913,0.06263842613660135,0.19617799884507087,"{""subsequence_multiplier"": 2}",,,,,,,0.9924693989991359,0.5931594898883346,0.47774480712166173,1.0,0.6465863453815262,0.639751552795031,0.6511724226718139,161,7163,176,0,0.47774480712166173,1.0,0.6465863453815262,1.0,1.0,0.9826540059347181,1.0,183,0.47774480712166173,1.0,0.6465863453815262,,,,,,,,,,2.0,,,,,,,,,,,,,,
139_UCR_Anomaly_InternalBleeding20_2700_5759_5919,139,InternalBleeding,raw,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x1,Subseq x1,matrix_profile__tab_02,2,auto,auto_ablation,Measures a shorter discord context focused on local deviations.,ablation,subsequence_multiplier,Subseq x1,score_driver,183,1,7500,161,2700,5759,5919,zscore,sigma,3.0,range,datasets\normalized\zscore,0.06380610004998744,0.02889955246330658,0.1123780170476662,"{""subsequence_multiplier"": 1}",,,,,,,0.9972866816353371,0.8322538872366816,0.7931034482758621,1.0,0.8846153846153846,0.8260869565217391,0.36603360360630516,161,7297,42,0,0.7931034482758621,1.0,0.8846153846153846,1.0,1.0,0.9947573070607555,1.0,183,0.7931034482758621,1.0,0.8846153846153846,,,,,,,,,,1.0,,,,,,,,,,,,,,
139_UCR_Anomaly_InternalBleeding20_2700_5759_5919,139,InternalBleeding,raw,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x4,Subseq x4,matrix_profile__tab_03,3,auto,auto_ablation,Measures a broader discord context for long anomalous structure.,ablation,subsequence_multiplier,Subseq x4,score_driver,183,1,7500,161,2700,5759,5919,zscore,sigma,3.0,range,datasets\normalized\zscore,0.0700255999690853,0.1162614269298828,0.2728487265329253,"{""subsequence_multiplier"": 4}",,,,,,,0.9727288653572889,0.33964300116136303,0.33264462809917356,1.0,0.4992248062015504,0.2422360248447205,0.9348076065286587,161,7016,323,0,0.33264462809917356,1.0,0.4992248062015504,1.0,1.0,0.966278787878788,1.0,183,0.33264462809917356,1.0,0.4992248062015504,,,,,,,,,,4.0,,,,,,,,,,,,,,
029_UCR_Anomaly_DISTORTEDInternalBleeding18_2300_4485_4587,29,InternalBleeding,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Baseline,Baseline,matrix_profile__tab_01,1,auto,auto_ablation,Balanced discord context for one-factor ablation.,baseline,baseline,Baseline,baseline,183,1,7500,103,2300,4485,4587,zscore,sigma,3.0,range,datasets\normalized\zscore,0.09630289999768138,0.37660645514001984,0.18033654009131397,"{""subsequence_multiplier"": 2}",,,,,,,0.528761988263413,0.01366144739390603,0.0,0.0,0.0,0.0,0.9176160754139617,0,7322,75,103,0.0,0.0,0.0,0.0,0.0,0.6686693333333333,0.7497333333333334,183,0.0,0.0,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,
029_UCR_Anomaly_DISTORTEDInternalBleeding18_2300_4485_4587,29,InternalBleeding,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x1,Subseq x1,matrix_profile__tab_02,2,auto,auto_ablation,Measures a shorter discord context focused on local deviations.,ablation,subsequence_multiplier,Subseq x1,score_driver,183,1,7500,103,2300,4485,4587,zscore,sigma,3.0,range,datasets\normalized\zscore,0.07990979996975511,0.2952117849772654,0.16200258608317616,"{""subsequence_multiplier"": 1}",,,,,,,0.9860491855134134,0.3063382533816916,0.33974358974358976,0.5145631067961165,0.4092664092664093,0.07766990291262135,0.7812195432267939,53,7294,103,50,0.5,0.3372168284789644,0.40278314650173946,1.0,0.1715210355987055,0.6306923076923078,0.9991436893203883,183,0.5,0.3372168284789644,0.40278314650173946,,,,,,,,,,1.0,,,,,,,,,,,,,,
029_UCR_Anomaly_DISTORTEDInternalBleeding18_2300_4485_4587,29,InternalBleeding,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x4,Subseq x4,matrix_profile__tab_03,3,auto,auto_ablation,Measures a broader discord context for long anomalous structure.,ablation,subsequence_multiplier,Subseq x4,score_driver,183,1,7500,103,2300,4485,4587,zscore,sigma,3.0,range,datasets\normalized\zscore,0.08029549999628216,0.44952897117352064,0.1607087708088916,"{""subsequence_multiplier"": 4}",,,,,,,0.5173456570559306,0.01296265965095278,0.0,0.0,0.0,0.0,0.9316552836001954,0,7229,168,103,0.0,0.0,0.0,0.0,0.0,0.15214047619047613,0.16359999999999994,183,0.0,0.0,0.0,,,,,,,,,,4.0,,,,,,,,,,,,,,
138_UCR_Anomaly_InternalBleeding19_3000_4187_4197,138,InternalBleeding,raw,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Baseline,Baseline,matrix_profile__tab_01,1,auto,auto_ablation,Balanced discord context for one-factor ablation.,baseline,baseline,Baseline,baseline,183,1,7500,11,3000,4187,4197,zscore,sigma,3.0,range,datasets\normalized\zscore,0.08070829999633133,0.11101935447002823,0.17944901800345675,"{""subsequence_multiplier"": 2}",,,,,,,0.9932628461136941,0.10286227902173897,0.030054644808743168,1.0,0.058355437665782495,0.0,0.6493664084803985,11,7134,355,0,0.030054644808743168,1.0,0.058355437665782495,1.0,1.0,0.9756218579234972,1.0,183,0.030054644808743168,1.0,0.058355437665782495,,,,,,,,,,2.0,,,,,,,,,,,,,,
138_UCR_Anomaly_InternalBleeding19_3000_4187_4197,138,InternalBleeding,raw,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x1,Subseq x1,matrix_profile__tab_02,2,auto,auto_ablation,Measures a shorter discord context focused on local deviations.,ablation,subsequence_multiplier,Subseq x1,score_driver,183,1,7500,11,3000,4187,4197,zscore,sigma,3.0,range,datasets\normalized\zscore,0.07663859997410327,0.05138844692353297,0.12444709092684232,"{""subsequence_multiplier"": 1}",,,,,,,0.9822770366234114,0.040681650838125055,0.058823529411764705,1.0,0.1111111111111111,0.0,0.4247297197040599,11,7313,176,0,0.058823529411764705,1.0,0.1111111111111111,1.0,1.0,0.9875764705882354,1.0,183,0.058823529411764705,1.0,0.1111111111111111,,,,,,,,,,1.0,,,,,,,,,,,,,,
138_UCR_Anomaly_InternalBleeding19_3000_4187_4197,138,InternalBleeding,raw,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x4,Subseq x4,matrix_profile__tab_03,3,auto,auto_ablation,Measures a broader discord context for long anomalous structure.,ablation,subsequence_multiplier,Subseq x4,score_driver,183,1,7500,11,3000,4187,4197,zscore,sigma,3.0,range,datasets\normalized\zscore,0.07422309997491539,0.21059752697270687,0.24544787203331453,"{""subsequence_multiplier"": 4}",,,,,,,0.9699195183238447,0.025674317768303017,0.03985507246376811,1.0,0.07665505226480836,0.0,0.9469411430726504,11,7224,265,0,0.10377358490566038,1.0,0.18803418803418803,1.0,1.0,0.9450396135265701,1.0,183,0.10377358490566038,1.0,0.18803418803418803,,,,,,,,,,4.0,,,,,,,,,,,,,,
137_UCR_Anomaly_InternalBleeding18_2300_4485_4587,137,InternalBleeding,raw,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Baseline,Baseline,matrix_profile__tab_01,1,auto,auto_ablation,Balanced discord context for one-factor ablation.,baseline,baseline,Baseline,baseline,183,1,7500,103,2300,4485,4587,zscore,sigma,3.0,range,datasets\normalized\zscore,0.0995635999715887,0.1937445638782167,0.18702393351107555,"{""subsequence_multiplier"": 2}",,,,,,,0.9872868953695476,0.32081626070925673,0.30654761904761907,1.0,0.46924829157175396,0.21359223300970873,0.7548163644114434,103,7164,233,0,0.30654761904761907,1.0,0.469248291571754,1.0,1.0,0.9796476190476191,1.0,183,0.30654761904761907,1.0,0.469248291571754,,,,,,,,,,2.0,,,,,,,,,,,,,,
137_UCR_Anomaly_InternalBleeding18_2300_4485_4587,137,InternalBleeding,raw,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x1,Subseq x1,matrix_profile__tab_02,2,auto,auto_ablation,Measures a shorter discord context focused on local deviations.,ablation,subsequence_multiplier,Subseq x1,score_driver,183,1,7500,103,2300,4485,4587,zscore,sigma,3.0,range,datasets\normalized\zscore,0.09319409995805472,0.08574235499612821,0.143154646598457,"{""subsequence_multiplier"": 1}",,,,,,,0.9999934373814627,0.9995427969375323,0.4724770642201835,1.0,0.6417445482866043,0.9902912621359223,0.5152062947914993,103,7282,115,0,0.4724770642201835,1.0,0.6417445482866044,1.0,1.0,0.98868623853211,1.0,183,0.4724770642201835,1.0,0.6417445482866044,,,,,,,,,,1.0,,,,,,,,,,,,,,
137_UCR_Anomaly_InternalBleeding18_2300_4485_4587,137,InternalBleeding,raw,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x4,Subseq x4,matrix_profile__tab_03,3,auto,auto_ablation,Measures a broader discord context for long anomalous structure.,ablation,subsequence_multiplier,Subseq x4,score_driver,183,1,7500,103,2300,4485,4587,zscore,sigma,3.0,range,datasets\normalized\zscore,0.10182069998700172,0.34186283181950056,0.21653837224092226,"{""subsequence_multiplier"": 4}",,,,,,,0.9736340237645542,0.19301758820850576,0.0,0.0,0.0,0.0,0.9914779485422673,0,7332,65,103,0.0,0.0,0.0,0.0,0.0,0.9578666666666666,0.9665333333333332,183,0.0,0.0,0.0,,,,,,,,,,4.0,,,,,,,,,,,,,,
098_UCR_Anomaly_NOISEInternalBleeding16_1200_4187_4199,98,InternalBleeding,noise,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Baseline,Baseline,matrix_profile__tab_01,1,auto,auto_ablation,Balanced discord context for one-factor ablation.,baseline,baseline,Baseline,baseline,183,1,7501,13,1200,4187,4199,zscore,sigma,3.0,range,datasets\normalized\zscore,0.07137950003379956,0.3397069511808258,0.20021668998537503,"{""subsequence_multiplier"": 2}",,,,,,,0.923005013149244,0.01180468568972053,0.0,0.0,0.0,0.0,0.940357021136951,0,7469,19,13,0.0,0.0,0.0,0.0,0.0,0.9542657470232039,0.956939074790028,183,0.0,0.0,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,
098_UCR_Anomaly_NOISEInternalBleeding16_1200_4187_4199,98,InternalBleeding,noise,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x1,Subseq x1,matrix_profile__tab_02,2,auto,auto_ablation,Measures a shorter discord context focused on local deviations.,ablation,subsequence_multiplier,Subseq x1,score_driver,183,1,7501,13,1200,4187,4199,zscore,sigma,3.0,range,datasets\normalized\zscore,0.07317689998308197,0.2596304953896337,0.15729747150306148,"{""subsequence_multiplier"": 1}",,,,,,,0.7889032708744247,0.0042930407539134505,0.0,0.0,0.0,0.0,0.7315229098988181,0,7425,63,13,0.0,0.0,0.0,0.0,0.0,0.7253191637940338,0.9841354486068524,183,0.0,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
098_UCR_Anomaly_NOISEInternalBleeding16_1200_4187_4199,98,InternalBleeding,noise,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x4,Subseq x4,matrix_profile__tab_03,3,auto,auto_ablation,Measures a broader discord context for long anomalous structure.,ablation,subsequence_multiplier,Subseq x4,score_driver,183,1,7501,13,1200,4187,4199,zscore,sigma,3.0,range,datasets\normalized\zscore,0.09291770000709221,0.4035864673544426,0.20546043178367188,"{""subsequence_multiplier"": 4}",,,,,,,0.7542324128862591,0.0037051913777589995,0.0,0.0,0.0,0.0,1.0199677627054582,0,7488,0,13,0.0,0.0,0.0,0.0,0.0,,0.0,183,0.0,0.0,0.0,,,,,,,,,,4.0,,,,,,,,,,,,,,
136_UCR_Anomaly_InternalBleeding17_1600_3198_3309,136,InternalBleeding,raw,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Baseline,Baseline,matrix_profile__tab_01,1,auto,auto_ablation,Balanced discord context for one-factor ablation.,baseline,baseline,Baseline,baseline,183,1,7500,112,1600,3198,3309,zscore,sigma,3.0,range,datasets\normalized\zscore,0.14736579998861998,0.10056442850128243,0.1880256305286461,"{""subsequence_multiplier"": 2}",,,,,,,0.9897227163740429,0.6464090950445973,0.3128491620111732,1.0,0.4765957446808511,0.4732142857142857,0.6646413200872208,112,7142,246,0,0.3128491620111732,1.0,0.47659574468085103,1.0,1.0,0.9784662942271881,1.0,183,0.3128491620111732,1.0,0.47659574468085103,,,,,,,,,,2.0,,,,,,,,,,,,,,
136_UCR_Anomaly_InternalBleeding17_1600_3198_3309,136,InternalBleeding,raw,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x1,Subseq x1,matrix_profile__tab_02,2,auto,auto_ablation,Measures a shorter discord context focused on local deviations.,ablation,subsequence_multiplier,Subseq x1,score_driver,183,1,7500,112,1600,3198,3309,zscore,sigma,3.0,range,datasets\normalized\zscore,0.22062360000563785,0.04878625096209893,0.14339948617893136,"{""subsequence_multiplier"": 1}",,,,,,,0.9998295981901153,0.9890843779872821,0.49122807017543857,1.0,0.6588235294117647,0.9285714285714286,0.478984709498893,112,7272,116,0,0.49122807017543857,1.0,0.6588235294117647,1.0,1.0,0.9884491228070176,1.0,183,0.49122807017543857,1.0,0.6588235294117647,,,,,,,,,,1.0,,,,,,,,,,,,,,
136_UCR_Anomaly_InternalBleeding17_1600_3198_3309,136,InternalBleeding,raw,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x4,Subseq x4,matrix_profile__tab_03,3,auto,auto_ablation,Measures a broader discord context for long anomalous structure.,ablation,subsequence_multiplier,Subseq x4,score_driver,183,1,7500,112,1600,3198,3309,zscore,sigma,3.0,range,datasets\normalized\zscore,0.23236710001947358,0.19217852172783115,0.25320337789367653,"{""subsequence_multiplier"": 4}",,,,,,,0.9668199880114471,0.178608772470788,0.185378590078329,0.6339285714285714,0.2868686868686869,0.0,0.9517886554088607,71,7076,312,41,0.1056547619047619,0.7071428571428571,0.18384160694669666,1.0,0.6339285714285714,0.9600988685813749,0.9979988095238096,183,0.1056547619047619,0.7071428571428571,0.18384160694669666,,,,,,,,,,4.0,,,,,,,,,,,,,,
135_UCR_Anomaly_InternalBleeding16_1200_4187_4199,135,InternalBleeding,raw,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Baseline,Baseline,matrix_profile__tab_01,1,auto,auto_ablation,Balanced discord context for one-factor ablation.,baseline,baseline,Baseline,baseline,183,1,7501,13,1200,4187,4199,zscore,sigma,3.0,range,datasets\normalized\zscore,0.08202349999919534,0.19407381364775392,0.17802161622504187,"{""subsequence_multiplier"": 2}",,,,,,,0.9945451183431953,0.13713732063770193,0.03581267217630854,1.0,0.06914893617021277,0.0,0.7281386623228795,13,7138,350,0,0.03581267217630854,1.0,0.06914893617021277,1.0,1.0,0.9758078169926286,1.0,183,0.03581267217630854,1.0,0.06914893617021277,,,,,,,,,,2.0,,,,,,,,,,,,,,
135_UCR_Anomaly_InternalBleeding16_1200_4187_4199,135,InternalBleeding,raw,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x1,Subseq x1,matrix_profile__tab_02,2,auto,auto_ablation,Measures a shorter discord context focused on local deviations.,ablation,subsequence_multiplier,Subseq x1,score_driver,183,1,7501,13,1200,4187,4199,zscore,sigma,3.0,range,datasets\normalized\zscore,0.08142210001824424,0.0856108953257702,0.1251174850605546,"{""subsequence_multiplier"": 1}",,,,,,,0.9825567061143984,0.049427599676573404,0.07027027027027027,1.0,0.13131313131313133,0.0,0.460963350507434,13,7316,172,0,0.07027027027027027,1.0,0.13131313131313133,1.0,1.0,0.9876931724418727,1.0,183,0.07027027027027027,1.0,0.13131313131313133,,,,,,,,,,1.0,,,,,,,,,,,,,,
135_UCR_Anomaly_InternalBleeding16_1200_4187_4199,135,InternalBleeding,raw,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x4,Subseq x4,matrix_profile__tab_03,3,auto,auto_ablation,Measures a broader discord context for long anomalous structure.,ablation,subsequence_multiplier,Subseq x4,score_driver,183,1,7501,13,1200,4187,4199,zscore,sigma,3.0,range,datasets\normalized\zscore,0.09286139998584986,0.35615651286069266,0.22017946459885215,"{""subsequence_multiplier"": 4}",,,,,,,0.9771942800788954,0.03879668636711889,0.0,0.0,0.0,0.0,1.016694906657249,0,7488,0,13,0.0,0.0,0.0,0.0,0.0,,0.0,183,0.0,0.0,0.0,,,,,,,,,,4.0,,,,,,,,,,,,,,
134_UCR_Anomaly_InternalBleeding15_1700_5684_5854,134,InternalBleeding,raw,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Baseline,Baseline,matrix_profile__tab_01,1,auto,auto_ablation,Balanced discord context for one-factor ablation.,baseline,baseline,Baseline,baseline,173,1,7601,171,1700,5684,5854,zscore,sigma,3.0,range,datasets\normalized\zscore,0.08401940000476316,0.05008300601583322,0.15392020485787247,"{""subsequence_multiplier"": 2}",,,,,,,0.9901545024517326,0.5436067850558766,0.581081081081081,0.7543859649122807,0.6564885496183206,0.6023391812865497,0.5118436205894507,129,7337,93,42,0.581081081081081,0.8035087719298246,0.6744289579124003,1.0,0.7543859649122807,0.9854499941330622,0.998642837853745,173,0.581081081081081,0.8035087719298246,0.6744289579124003,,,,,,,,,,2.0,,,,,,,,,,,,,,
134_UCR_Anomaly_InternalBleeding15_1700_5684_5854,134,InternalBleeding,raw,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x1,Subseq x1,matrix_profile__tab_02,2,auto,auto_ablation,Measures a shorter discord context focused on local deviations.,ablation,subsequence_multiplier,Subseq x1,score_driver,173,1,7601,171,1700,5684,5854,zscore,sigma,3.0,range,datasets\normalized\zscore,0.08164089999627322,0.0425080914287425,0.11738323770587214,"{""subsequence_multiplier"": 1}",,,,,,,0.9915303062501476,0.5198772774576736,0.6173285198555957,1.0,0.7633928571428571,0.6374269005847953,0.39465780454635896,171,7324,106,0,0.6173285198555957,1.0,0.7633928571428572,1.0,1.0,0.9882629921865685,1.0,173,0.6173285198555957,1.0,0.7633928571428572,,,,,,,,,,1.0,,,,,,,,,,,,,,
134_UCR_Anomaly_InternalBleeding15_1700_5684_5854,134,InternalBleeding,raw,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x4,Subseq x4,matrix_profile__tab_03,3,auto,auto_ablation,Measures a broader discord context for long anomalous structure.,ablation,subsequence_multiplier,Subseq x4,score_driver,173,1,7601,171,1700,5684,5854,zscore,sigma,3.0,range,datasets\normalized\zscore,0.09149710001656786,0.09095236953686989,0.22890226501477984,"{""subsequence_multiplier"": 4}",,,,,,,0.9899482892965927,0.5288498203857732,0.40046838407494145,1.0,0.5719063545150501,0.49707602339181284,0.7776591645812094,171,7174,256,0,0.40046838407494145,1.0,0.5719063545150501,1.0,1.0,0.9710866344160929,1.0,173,0.40046838407494145,1.0,0.5719063545150501,,,,,,,,,,4.0,,,,,,,,,,,,,,
142_UCR_Anomaly_InternalBleeding6_1500_3474_3629,142,InternalBleeding,raw,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Baseline,Baseline,matrix_profile__tab_01,1,auto,auto_ablation,Balanced discord context for one-factor ablation.,baseline,baseline,Baseline,baseline,154,1,7654,156,1500,3474,3629,zscore,sigma,3.0,range,datasets\normalized\zscore,0.0975219999672845,0.05999312820293081,0.17439125794398103,"{""subsequence_multiplier"": 2}",,,,,,,0.9844001135345494,0.36287309697903214,0.4642857142857143,1.0,0.6341463414634146,0.358974358974359,0.5831669020348739,156,7318,180,0,0.4642857142857143,1.0,0.6341463414634146,1.0,1.0,0.980429622855152,1.0,154,0.4642857142857143,1.0,0.6341463414634146,,,,,,,,,,2.0,,,,,,,,,,,,,,
142_UCR_Anomaly_InternalBleeding6_1500_3474_3629,142,InternalBleeding,raw,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x1,Subseq x1,matrix_profile__tab_02,2,auto,auto_ablation,Measures a shorter discord context focused on local deviations.,ablation,subsequence_multiplier,Subseq x1,score_driver,154,1,7654,156,1500,3474,3629,zscore,sigma,3.0,range,datasets\normalized\zscore,0.10142810002434999,0.03949947394063675,0.1215139902126412,"{""subsequence_multiplier"": 1}",,,,,,,0.9961220428011572,0.8613823484594061,0.628140703517588,0.8012820512820513,0.704225352112676,0.7243589743589743,0.40404144457856034,125,7424,74,31,0.3333333333333333,0.8410256410256411,0.4774381368267831,1.0,0.8012820512820513,0.983670639584124,0.9995770604275961,154,0.3333333333333333,0.8410256410256411,0.4774381368267831,,,,,,,,,,1.0,,,,,,,,,,,,,,
142_UCR_Anomaly_InternalBleeding6_1500_3474_3629,142,InternalBleeding,raw,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x4,Subseq x4,matrix_profile__tab_03,3,auto,auto_ablation,Measures a broader discord context for long anomalous structure.,ablation,subsequence_multiplier,Subseq x4,score_driver,154,1,7654,156,1500,3474,3629,zscore,sigma,3.0,range,datasets\normalized\zscore,0.10003719996893778,0.11956477317088644,0.24530662432344477,"{""subsequence_multiplier"": 4}",,,,,,,0.9748326049339653,0.2670447149317331,0.2965779467680608,1.0,0.4574780058651026,0.17307692307692307,0.8554846461412208,156,7128,370,0,0.2965779467680608,1.0,0.45747800586510257,1.0,1.0,0.9649871187410642,1.0,154,0.2965779467680608,1.0,0.45747800586510257,,,,,,,,,,4.0,,,,,,,,,,,,,,
