dataset_name,dataset_sequence,family,variant,algorithm,algorithm_base_display,algorithm_superfamily,algorithm_category,algorithm_display,algorithm_variant,algorithm_run_id,variant_index,window_size,window_stride,series_length,anomaly_count,train_end,anomaly_start,anomaly_end,normalization_method,threshold_method,threshold_value,evaluation_mode,prepared_dataset_dir,runtime_seconds,score_mean,score_std,params_json,error,param__n_estimators,param__max_samples,param__max_features,param__bootstrap,param__random_state,roc_auc,average_precision,precision,recall,f1,precision_at_k,score_threshold,tp,tn,fp,fn,range_precision,range_recall,range_f1,existence_reward,overlap_reward,affiliation_precision,affiliation_recall,tsb_uad_window,evaluation_precision,evaluation_recall,evaluation_f1,param__n_neighbors,param__algorithm,param__leaf_size,param__metric,param__p,param__subsequence_multiplier,param__kernel,param__nu,param__gamma,param__train_fraction
005_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature1_4000_5391_5392,5,CIMIS44AirTemperature,distorted,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Wide Sample,Wide Sample,isolation_forest__tab_02,2,24,1,8184,2,4000,5391,5392,zscore,sigma,3.0,range,datasets\normalized\zscore,0.8280630999943241,0.2877459056576672,0.1861390655821246,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": ""auto"", ""n_estimators"": 400, ""random_state"": 42}",,400.0,auto,1.0,False,42.0,0.33781471522855044,0.0002735032195284845,0.0,0.0,0.0,0.0,0.846163102404041,0,8135,47,2,0.0,0.0,0.0,0.0,0.0,0.6259307210748528,0.9271749755620723,24,0.0,0.0,0.0,,,,,,,,,,
005_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature1_4000_5391_5392,5,CIMIS44AirTemperature,distorted,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Feat 0.6,Feat 0.6,isolation_forest__tab_03,3,24,1,8184,2,4000,5391,5392,zscore,sigma,3.0,range,datasets\normalized\zscore,0.9980306999641471,0.2831694388532707,0.1885078959264751,"{""bootstrap"": false, ""max_features"": 0.6, ""max_samples"": 256, ""n_estimators"": 400, ""random_state"": 42}",,400.0,256,0.6,False,42.0,0.34948667807382056,0.00027786971736356875,0.0,0.0,0.0,0.0,0.848693126632696,0,8078,104,2,0.0,0.0,0.0,0.0,0.0,0.6876838719076622,0.9298631476050832,24,0.0,0.0,0.0,,,,,,,,,,
117_UCR_Anomaly_CIMIS44AirTemperature5_4000_4852_4900,117,CIMIS44AirTemperature,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Baseline,Baseline,isolation_forest__tab_01,1,24,1,8184,49,4000,4852,4900,zscore,sigma,3.0,range,datasets\normalized\zscore,0.427864299970679,0.29446065077316663,0.1747561500968048,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": 256, ""n_estimators"": 200, ""random_state"": 42}",,200.0,256,1.0,False,42.0,0.736053585539932,0.056806165276995155,0.14285714285714285,0.1836734693877551,0.16071428571428573,0.14285714285714285,0.8187291010635811,9,8081,54,40,0.125,0.27346938775510204,0.17157490396927016,1.0,0.09183673469387756,0.7879641266738041,0.9977133081971792,24,0.125,0.27346938775510204,0.17157490396927016,,,,,,,,,,
117_UCR_Anomaly_CIMIS44AirTemperature5_4000_4852_4900,117,CIMIS44AirTemperature,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Wide Sample,Wide Sample,isolation_forest__tab_02,2,24,1,8184,49,4000,4852,4900,zscore,sigma,3.0,range,datasets\normalized\zscore,0.8767004000255838,0.27859741497018126,0.1762302614301182,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": ""auto"", ""n_estimators"": 400, ""random_state"": 42}",,400.0,auto,1.0,False,42.0,0.7399019103646375,0.052646309887975244,0.11594202898550725,0.16326530612244897,0.13559322033898305,0.14285714285714285,0.8072881992605359,8,8074,61,41,0.15384615384615385,0.2653061224489796,0.1947565543071161,1.0,0.08163265306122448,0.8067739102100953,0.9975661818979792,24,0.15384615384615385,0.2653061224489796,0.1947565543071161,,,,,,,,,,
117_UCR_Anomaly_CIMIS44AirTemperature5_4000_4852_4900,117,CIMIS44AirTemperature,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Feat 0.6,Feat 0.6,isolation_forest__tab_03,3,24,1,8184,49,4000,4852,4900,zscore,sigma,3.0,range,datasets\normalized\zscore,0.9749246999854222,0.2840539099758065,0.17937728500965092,"{""bootstrap"": false, ""max_features"": 0.6, ""max_samples"": 256, ""n_estimators"": 400, ""random_state"": 42}",,400.0,256,0.6,False,42.0,0.7425460657526686,0.03967197352163711,0.056818181818181816,0.10204081632653061,0.072992700729927,0.04081632653061224,0.8221857650047593,5,8052,83,44,0.09090909090909091,0.28163265306122454,0.13745019920318724,1.0,0.10204081632653061,0.8360187283391095,0.9970624613481756,24,0.09090909090909091,0.28163265306122454,0.13745019920318724,,,,,,,,,,
006_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature2_4000_5703_5727,6,CIMIS44AirTemperature,distorted,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Baseline,Baseline,isolation_forest__tab_01,1,24,1,8184,25,4000,5703,5727,zscore,sigma,3.0,range,datasets\normalized\zscore,0.4265538000036031,0.29695478855057256,0.1760965824572552,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": 256, ""n_estimators"": 200, ""random_state"": 42}",,200.0,256,1.0,False,42.0,0.8814315479838215,0.01620091020717095,0.0,0.0,0.0,0.0,0.8252445359223382,0,8096,63,25,0.0,0.0,0.0,0.0,0.0,0.6788313239926143,0.8720674486803519,24,0.0,0.0,0.0,,,,,,,,,,
006_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature2_4000_5703_5727,6,CIMIS44AirTemperature,distorted,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Wide Sample,Wide Sample,isolation_forest__tab_02,2,24,1,8184,25,4000,5703,5727,zscore,sigma,3.0,range,datasets\normalized\zscore,0.8615137999877334,0.2888925726250251,0.17877569791654327,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": ""auto"", ""n_estimators"": 400, ""random_state"": 42}",,400.0,auto,1.0,False,42.0,0.8721657065816889,0.01415839368872247,0.0,0.0,0.0,0.0,0.8252196663746549,0,8092,67,25,0.0,0.0,0.0,0.0,0.0,0.687282064749566,0.8720674486803519,24,0.0,0.0,0.0,,,,,,,,,,
006_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature2_4000_5703_5727,6,CIMIS44AirTemperature,distorted,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Feat 0.6,Feat 0.6,isolation_forest__tab_03,3,24,1,8184,25,4000,5703,5727,zscore,sigma,3.0,range,datasets\normalized\zscore,0.995907700038515,0.29108082537014796,0.17563745399902442,"{""bootstrap"": false, ""max_features"": 0.6, ""max_samples"": 256, ""n_estimators"": 400, ""random_state"": 42}",,400.0,256,0.6,False,42.0,0.9017575683294522,0.01737292783866328,0.0,0.0,0.0,0.0,0.8179931873672213,0,8094,65,25,0.0,0.0,0.0,0.0,0.0,0.683818332205429,0.8718230694037146,24,0.0,0.0,0.0,,,,,,,,,,
008_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature4_4000_5549_5597,8,CIMIS44AirTemperature,distorted,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Baseline,Baseline,isolation_forest__tab_01,1,24,1,8184,49,4000,5549,5597,zscore,sigma,3.0,range,datasets\normalized\zscore,0.4202086000004783,0.2731076540747626,0.1741648813326467,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": 256, ""n_estimators"": 200, ""random_state"": 42}",,200.0,256,1.0,False,42.0,0.9029489607766892,0.030606113110421926,0.0,0.0,0.0,0.0,0.7956022980727027,0,8028,107,49,0.0,0.0,0.0,0.0,0.0,0.7132283416011181,0.8847751710654936,24,0.0,0.0,0.0,,,,,,,,,,
008_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature4_4000_5549_5597,8,CIMIS44AirTemperature,distorted,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Wide Sample,Wide Sample,isolation_forest__tab_02,2,24,1,8184,49,4000,5549,5597,zscore,sigma,3.0,range,datasets\normalized\zscore,0.8299556000274606,0.283919057567724,0.1800875835385296,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": ""auto"", ""n_estimators"": 400, ""random_state"": 42}",,400.0,auto,1.0,False,42.0,0.902093498739385,0.03105109870221597,0.0,0.0,0.0,0.0,0.8241818081833128,0,8030,105,49,0.0,0.0,0.0,0.0,0.0,0.711515500628404,0.8847751710654936,24,0.0,0.0,0.0,,,,,,,,,,
008_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature4_4000_5549_5597,8,CIMIS44AirTemperature,distorted,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Feat 0.6,Feat 0.6,isolation_forest__tab_03,3,24,1,8184,49,4000,5549,5597,zscore,sigma,3.0,range,datasets\normalized\zscore,1.0284901999984868,0.27386772787329156,0.1716622207507057,"{""bootstrap"": false, ""max_features"": 0.6, ""max_samples"": 256, ""n_estimators"": 400, ""random_state"": 42}",,400.0,256,0.6,False,42.0,0.9092733590055567,0.0335706929257436,0.0,0.0,0.0,0.0,0.7888543901254086,0,8014,121,49,0.0,0.0,0.0,0.0,0.0,0.7322956302561742,0.886485826001955,24,0.0,0.0,0.0,,,,,,,,,,
009_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature5_4000_4852_4900,9,CIMIS44AirTemperature,distorted,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Baseline,Baseline,isolation_forest__tab_01,1,24,1,8184,49,4000,4852,4900,zscore,sigma,3.0,range,datasets\normalized\zscore,0.468837300024461,0.27870965905055173,0.1801187468888536,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": 256, ""n_estimators"": 200, ""random_state"": 42}",,200.0,256,1.0,False,42.0,0.6589340591799104,0.018866106139278242,0.0,0.0,0.0,0.0,0.8190658997171125,0,8075,60,49,0.0,0.0,0.0,0.0,0.0,0.7747393287715868,0.9729960899315738,24,0.0,0.0,0.0,,,,,,,,,,
009_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature5_4000_4852_4900,9,CIMIS44AirTemperature,distorted,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Wide Sample,Wide Sample,isolation_forest__tab_02,2,24,1,8184,49,4000,4852,4900,zscore,sigma,3.0,range,datasets\normalized\zscore,0.8305507999612018,0.2733000007521406,0.179987325201666,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": ""auto"", ""n_estimators"": 400, ""random_state"": 42}",,400.0,auto,1.0,False,42.0,0.6543607240068738,0.016248000899888163,0.0,0.0,0.0,0.0,0.8132619763571387,0,8064,71,49,0.0,0.0,0.0,0.0,0.0,0.7789813170322031,0.9927908113391984,24,0.0,0.0,0.0,,,,,,,,,,
009_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature5_4000_4852_4900,9,CIMIS44AirTemperature,distorted,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Feat 0.6,Feat 0.6,isolation_forest__tab_03,3,24,1,8184,49,4000,4852,4900,zscore,sigma,3.0,range,datasets\normalized\zscore,1.0231310999952257,0.28489680435093384,0.1796594662634325,"{""bootstrap"": false, ""max_features"": 0.6, ""max_samples"": 256, ""n_estimators"": 400, ""random_state"": 42}",,400.0,256,0.6,False,42.0,0.6678398956386488,0.01669556206609712,0.0,0.0,0.0,0.0,0.8238752031412313,0,8070,65,49,0.0,0.0,0.0,0.0,0.0,0.7744153695766599,0.9729960899315738,24,0.0,0.0,0.0,,,,,,,,,,
095_UCR_Anomaly_NOISECIMIS44AirTemperature4_4000_5549_5597,95,CIMIS44AirTemperature,noise,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Baseline,Baseline,isolation_forest__tab_01,1,24,1,8184,49,4000,5549,5597,zscore,sigma,3.0,range,datasets\normalized\zscore,0.43926710000960156,0.2999125629046859,0.18389678663460585,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": 256, ""n_estimators"": 200, ""random_state"": 42}",,200.0,256,1.0,False,42.0,0.9274763869899527,0.043730678435090285,0.0,0.0,0.0,0.0,0.8516029228085034,0,8067,68,49,0.0,0.0,0.0,0.0,0.0,0.6823392846874821,0.8872189638318672,24,0.0,0.0,0.0,,,,,,,,,,
095_UCR_Anomaly_NOISECIMIS44AirTemperature4_4000_5549_5597,95,CIMIS44AirTemperature,noise,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Wide Sample,Wide Sample,isolation_forest__tab_02,2,24,1,8184,49,4000,5549,5597,zscore,sigma,3.0,range,datasets\normalized\zscore,0.8382108999649063,0.28903616337530635,0.18091372728712135,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": ""auto"", ""n_estimators"": 400, ""random_state"": 42}",,400.0,auto,1.0,False,42.0,0.9209939415225217,0.04125156605733379,0.0,0.0,0.0,0.0,0.8317773452366705,0,8067,68,49,0.0,0.0,0.0,0.0,0.0,0.7000262348341096,0.8872189638318672,24,0.0,0.0,0.0,,,,,,,,,,
095_UCR_Anomaly_NOISECIMIS44AirTemperature4_4000_5549_5597,95,CIMIS44AirTemperature,noise,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Feat 0.6,Feat 0.6,isolation_forest__tab_03,3,24,1,8184,49,4000,5549,5597,zscore,sigma,3.0,range,datasets\normalized\zscore,1.006020000029821,0.288043051833049,0.17613675846620516,"{""bootstrap"": false, ""max_features"": 0.6, ""max_samples"": 256, ""n_estimators"": 400, ""random_state"": 42}",,400.0,256,0.6,False,42.0,0.9184024685473451,0.04042528732805874,0.0,0.0,0.0,0.0,0.8164533272316645,0,8069,66,49,0.0,0.0,0.0,0.0,0.0,0.6973288604520276,0.8867302052785925,24,0.0,0.0,0.0,,,,,,,,,,
010_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature6_4000_6006_6054,10,CIMIS44AirTemperature,distorted,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Baseline,Baseline,isolation_forest__tab_01,1,24,1,8184,49,4000,6006,6054,zscore,sigma,3.0,range,datasets\normalized\zscore,0.4262991999858059,0.2917301028604684,0.17844900294639332,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": 256, ""n_estimators"": 200, ""random_state"": 42}",,200.0,256,1.0,False,42.0,0.5031697251734129,0.006451703025979053,0.0,0.0,0.0,0.0,0.8270771116996484,0,8072,63,49,0.0,0.0,0.0,0.0,0.0,0.7378110986981955,0.9475806451612903,24,0.0,0.0,0.0,,,,,,,,,,
010_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature6_4000_6006_6054,10,CIMIS44AirTemperature,distorted,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Wide Sample,Wide Sample,isolation_forest__tab_02,2,24,1,8184,49,4000,6006,6054,zscore,sigma,3.0,range,datasets\normalized\zscore,0.876215000054799,0.2932970607139396,0.18515166573252806,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": ""auto"", ""n_estimators"": 400, ""random_state"": 42}",,400.0,auto,1.0,False,42.0,0.4919659320396874,0.006212768077789187,0.0,0.0,0.0,0.0,0.8487520579115237,0,8064,71,49,0.0,0.0,0.0,0.0,0.0,0.6931843996530503,0.7809139784946236,24,0.0,0.0,0.0,,,,,,,,,,
010_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature6_4000_6006_6054,10,CIMIS44AirTemperature,distorted,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Feat 0.6,Feat 0.6,isolation_forest__tab_03,3,24,1,8184,49,4000,6006,6054,zscore,sigma,3.0,range,datasets\normalized\zscore,1.0474310000427067,0.29369875337232093,0.1844216601987245,"{""bootstrap"": false, ""max_features"": 0.6, ""max_samples"": 256, ""n_estimators"": 400, ""random_state"": 42}",,400.0,256,0.6,False,42.0,0.46875807483411314,0.005953734777912277,0.0,0.0,0.0,0.0,0.8469637339684943,0,8059,76,49,0.0,0.0,0.0,0.0,0.0,0.6996409875495191,0.7811583577712611,24,0.0,0.0,0.0,,,,,,,,,,
116_UCR_Anomaly_CIMIS44AirTemperature4_4000_5549_5597,116,CIMIS44AirTemperature,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Baseline,Baseline,isolation_forest__tab_01,1,24,1,8184,49,4000,5549,5597,zscore,sigma,3.0,range,datasets\normalized\zscore,0.42822840000735596,0.29164347926043854,0.17338721392144815,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": 256, ""n_estimators"": 200, ""random_state"": 42}",,200.0,256,1.0,False,42.0,0.9292500282227212,0.04203076604215347,0.0,0.0,0.0,0.0,0.811805121024783,0,8073,62,49,0.0,0.0,0.0,0.0,0.0,0.6616332418881847,0.8881964809384164,24,0.0,0.0,0.0,,,,,,,,,,
116_UCR_Anomaly_CIMIS44AirTemperature4_4000_5549_5597,116,CIMIS44AirTemperature,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Wide Sample,Wide Sample,isolation_forest__tab_02,2,24,1,8184,49,4000,5549,5597,zscore,sigma,3.0,range,datasets\normalized\zscore,0.8308943000156432,0.27685916084342443,0.1761087601349008,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": ""auto"", ""n_estimators"": 400, ""random_state"": 42}",,400.0,auto,1.0,False,42.0,0.9255798201271904,0.03994948391805609,0.0,0.0,0.0,0.0,0.8051854412481269,0,8072,63,49,0.0,0.0,0.0,0.0,0.0,0.6827016322984064,0.8872189638318672,24,0.0,0.0,0.0,,,,,,,,,,
116_UCR_Anomaly_CIMIS44AirTemperature4_4000_5549_5597,116,CIMIS44AirTemperature,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Feat 0.6,Feat 0.6,isolation_forest__tab_03,3,24,1,8184,49,4000,5549,5597,zscore,sigma,3.0,range,datasets\normalized\zscore,1.0598307000473142,0.2829862536186029,0.17882595892694148,"{""bootstrap"": false, ""max_features"": 0.6, ""max_samples"": 256, ""n_estimators"": 400, ""random_state"": 42}",,400.0,256,0.6,False,42.0,0.9233596327283218,0.04051977458362579,0.0,0.0,0.0,0.0,0.8194641303994274,0,8060,75,49,0.0,0.0,0.0,0.0,0.0,0.7163538611925708,0.8877077223851417,24,0.0,0.0,0.0,,,,,,,,,,
118_UCR_Anomaly_CIMIS44AirTemperature6_4000_6006_6054,118,CIMIS44AirTemperature,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Baseline,Baseline,isolation_forest__tab_01,1,24,1,8184,49,4000,6006,6054,zscore,sigma,3.0,range,datasets\normalized\zscore,0.4186441999627277,0.29846200923721167,0.17317711671878316,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": 256, ""n_estimators"": 200, ""random_state"": 42}",,200.0,256,1.0,False,42.0,0.4205235628363208,0.004948847717262429,0.0,0.0,0.0,0.0,0.8179933593935611,0,8067,68,49,0.0,0.0,0.0,0.0,0.0,0.611037138462423,0.9483137829912024,24,0.0,0.0,0.0,,,,,,,,,,
118_UCR_Anomaly_CIMIS44AirTemperature6_4000_6006_6054,118,CIMIS44AirTemperature,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Wide Sample,Wide Sample,isolation_forest__tab_02,2,24,1,8184,49,4000,6006,6054,zscore,sigma,3.0,range,datasets\normalized\zscore,0.8539667999721132,0.2755988826615489,0.17241605166723722,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": ""auto"", ""n_estimators"": 400, ""random_state"": 42}",,400.0,auto,1.0,False,42.0,0.415305495277398,0.004848927378313972,0.0,0.0,0.0,0.0,0.7928470376632606,0,8080,55,49,0.0,0.0,0.0,0.0,0.0,0.5813994046032169,0.7752932551319649,24,0.0,0.0,0.0,,,,,,,,,,
118_UCR_Anomaly_CIMIS44AirTemperature6_4000_6006_6054,118,CIMIS44AirTemperature,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Feat 0.6,Feat 0.6,isolation_forest__tab_03,3,24,1,8184,49,4000,6006,6054,zscore,sigma,3.0,range,datasets\normalized\zscore,1.0168726000119932,0.29037374130130617,0.18035811108967661,"{""bootstrap"": false, ""max_features"": 0.6, ""max_samples"": 256, ""n_estimators"": 400, ""random_state"": 42}",,400.0,256,0.6,False,42.0,0.42017234675062404,0.00510436000828744,0.0,0.0,0.0,0.0,0.8314480745703361,0,8055,80,49,0.0,0.0,0.0,0.0,0.0,0.6372838770772238,0.9453812316715542,24,0.0,0.0,0.0,,,,,,,,,,
113_UCR_Anomaly_CIMIS44AirTemperature1_4000_5391_5392,113,CIMIS44AirTemperature,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Baseline,Baseline,isolation_forest__tab_01,1,24,1,8184,2,4000,5391,5392,zscore,sigma,3.0,range,datasets\normalized\zscore,0.45391590002691373,0.29387486129850826,0.17290883784894523,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": 256, ""n_estimators"": 200, ""random_state"": 42}",,200.0,256,1.0,False,42.0,0.2764605230994867,0.000250528458690663,0.0,0.0,0.0,0.0,0.812601374845344,0,8120,62,2,0.0,0.0,0.0,0.0,0.0,0.6839397486835053,0.9323069403714566,24,0.0,0.0,0.0,,,,,,,,,,
113_UCR_Anomaly_CIMIS44AirTemperature1_4000_5391_5392,113,CIMIS44AirTemperature,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Wide Sample,Wide Sample,isolation_forest__tab_02,2,24,1,8184,2,4000,5391,5392,zscore,sigma,3.0,range,datasets\normalized\zscore,0.8211322000133805,0.27468098422256493,0.17323401848309733,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": ""auto"", ""n_estimators"": 400, ""random_state"": 42}",,400.0,auto,1.0,False,42.0,0.2639941334637008,0.0002456421005782099,0.0,0.0,0.0,0.0,0.7943830396718569,0,8116,66,2,0.0,0.0,0.0,0.0,0.0,0.707922331822625,0.9315738025415445,24,0.0,0.0,0.0,,,,,,,,,,
113_UCR_Anomaly_CIMIS44AirTemperature1_4000_5391_5392,113,CIMIS44AirTemperature,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Feat 0.6,Feat 0.6,isolation_forest__tab_03,3,24,1,8184,2,4000,5391,5392,zscore,sigma,3.0,range,datasets\normalized\zscore,1.0372785000363365,0.2841971653746496,0.1774089228670917,"{""bootstrap"": false, ""max_features"": 0.6, ""max_samples"": 256, ""n_estimators"": 400, ""random_state"": 42}",,400.0,256,0.6,False,42.0,0.3471645074553899,0.00027512288898734157,0.0,0.0,0.0,0.0,0.8164239339759247,0,8099,83,2,0.0,0.0,0.0,0.0,0.0,0.7547676041409037,0.9320625610948192,24,0.0,0.0,0.0,,,,,,,,,,
248_UCR_Anomaly_weallwalk_2000_4702_4707,248,weallwalk,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Baseline,Baseline,isolation_forest__tab_01,1,24,1,8432,6,2000,4702,4707,zscore,sigma,3.0,range,datasets\normalized\zscore,0.43449379998492077,0.4344648793604076,0.23042860706490373,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": 256, ""n_estimators"": 200, ""random_state"": 42}",,200.0,256,1.0,False,42.0,0.826074056491811,0.0022998118974907637,0.0,0.0,0.0,0.0,1.1257507005551188,0,8426,0,6,0.0,0.0,0.0,0.0,0.0,,0.0,24,0.0,0.0,0.0,,,,,,,,,,
248_UCR_Anomaly_weallwalk_2000_4702_4707,248,weallwalk,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Wide Sample,Wide Sample,isolation_forest__tab_02,2,24,1,8432,6,2000,4702,4707,zscore,sigma,3.0,range,datasets\normalized\zscore,0.856032999989111,0.4580727881176655,0.24291007916034052,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": ""auto"", ""n_estimators"": 400, ""random_state"": 42}",,400.0,auto,1.0,False,42.0,0.8547353429859956,0.002759192383633431,0.0,0.0,0.0,0.0,1.186803025598687,0,8426,0,6,0.0,0.0,0.0,0.0,0.0,,0.0,24,0.0,0.0,0.0,,,,,,,,,,
248_UCR_Anomaly_weallwalk_2000_4702_4707,248,weallwalk,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Feat 0.6,Feat 0.6,isolation_forest__tab_03,3,24,1,8432,6,2000,4702,4707,zscore,sigma,3.0,range,datasets\normalized\zscore,1.0669665999594145,0.45566147361528697,0.24071867153104498,"{""bootstrap"": false, ""max_features"": 0.6, ""max_samples"": 256, ""n_estimators"": 400, ""random_state"": 42}",,400.0,256,0.6,False,42.0,0.8476738666033705,0.002609807466642491,0.0,0.0,0.0,0.0,1.1778174882084218,0,8426,0,6,0.0,0.0,0.0,0.0,0.0,,0.0,24,0.0,0.0,0.0,,,,,,,,,,
173_UCR_Anomaly_insectEPG1_3000_7000_7030,173,insectEPG,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Baseline,Baseline,isolation_forest__tab_01,1,26,1,10001,31,3000,7000,7030,zscore,sigma,3.0,range,datasets\normalized\zscore,0.47190890001365915,0.17677425636705899,0.128889818490689,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": 256, ""n_estimators"": 200, ""random_state"": 42}",,200.0,256,1.0,False,42.0,0.976474585045459,0.06889505661044157,0.0954356846473029,0.7419354838709677,0.16911764705882354,0.0,0.563443711839126,23,9752,218,8,0.05158730158730159,0.49677419354838714,0.09346841589243196,1.0,0.3709677419354839,0.802216666300175,0.9998403385467904,26,0.05158730158730159,0.49677419354838714,0.09346841589243196,,,,,,,,,,
173_UCR_Anomaly_insectEPG1_3000_7000_7030,173,insectEPG,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Wide Sample,Wide Sample,isolation_forest__tab_02,2,26,1,10001,31,3000,7000,7030,zscore,sigma,3.0,range,datasets\normalized\zscore,0.9689026999985799,0.17593886442068546,0.13649523209040135,"{""bootstrap"": false, ""max_features"": 1.0, ""max_samples"": ""auto"", ""n_estimators"": 400, ""random_state"": 42}",,400.0,auto,1.0,False,42.0,0.9766622447989128,0.07353100933979474,0.1038961038961039,0.7741935483870968,0.183206106870229,0.0,0.5854245606918895,24,9763,207,7,0.03418803418803419,0.8193548387096774,0.06563731507203309,1.0,0.7741935483870968,0.805598877341703,0.9998419512887422,26,0.03418803418803419,0.8193548387096774,0.06563731507203309,,,,,,,,,,
173_UCR_Anomaly_insectEPG1_3000_7000_7030,173,insectEPG,raw,isolation_forest,Isolation Forest,Density-based,Tree,Isolation Forest | Feat 0.6,Feat 0.6,isolation_forest__tab_03,3,26,1,10001,31,3000,7000,7030,zscore,sigma,3.0,range,datasets\normalized\zscore,1.1553728000144474,0.18488707578483957,0.1373576459714239,"{""bootstrap"": false, ""max_features"": 0.6, ""max_samples"": 256, ""n_estimators"": 400, ""random_state"": 42}",,400.0,256,0.6,False,42.0,0.9748438864982043,0.07348203553076618,0.10256410256410256,0.7741935483870968,0.1811320754716981,0.0,0.5969600136991112,24,9760,210,7,0.04395604395604396,0.8193548387096774,0.08343598587501028,1.0,0.7741935483870968,0.8091244294373982,0.9998419512887422,26,0.04395604395604396,0.8193548387096774,0.08343598587501028,,,,,,,,,,
