dataset_name,dataset_sequence,family,variant,algorithm,algorithm_base_display,algorithm_superfamily,algorithm_category,algorithm_display,algorithm_variant,algorithm_run_id,variant_index,variant_origin,variant_source,variant_focus,variant_family,ablation_parameter,ablation_label,ablation_role,window_size,window_stride,series_length,anomaly_count,train_end,anomaly_start,anomaly_end,normalization_method,threshold_method,threshold_value,evaluation_mode,prepared_dataset_dir,runtime_seconds,score_mean,score_std,params_json,error,param__n_estimators,param__max_samples,param__max_features,param__bootstrap,param__random_state,roc_auc,average_precision,precision,recall,f1,precision_at_k,score_threshold,tp,tn,fp,fn,range_precision,range_recall,range_f1,existence_reward,overlap_reward,affiliation_precision,affiliation_recall,tsb_uad_window,evaluation_precision,evaluation_recall,evaluation_f1,param__n_neighbors,param__algorithm,param__leaf_size,param__metric,param__p,param__alpha,param__init_length,param__batch_size,param__k,param__subsequence_multiplier,param__overlap,param__start_index_multiplier,param__x_lag_multiplier,param__n_bins,param__tol,param__kernel,param__nu,param__gamma,param__train_fraction,param__n_components,param__n_selected_components,param__whiten,param__weighted,param__standardization
140_UCR_Anomaly_InternalBleeding4_1000_4675_5033,140,InternalBleeding,raw,hbos,HBOS,Density-based,Distribution,HBOS | Bins 20,Bins 20,hbos__tab_02,2,auto,auto_ablation,Measures finer histogram resolution at every window position.,ablation,n_bins,Bins 20,score_driver,178,1,7321,359,1000,4675,5033,zscore,sigma,3.0,range,datasets\normalized\zscore,0.5625888999784365,0.3798607488222453,0.13408991594672529,"{""alpha"": 0.1, ""n_bins"": 20, ""tol"": 0.5}",,,,,,,0.7839169098624528,0.32610810392885015,1.0,0.1309192200557103,0.2315270935960591,0.2785515320334262,0.7821304966624212,47,6962,0,312,1.0,0.30473537604456824,0.4671221178479931,1.0,0.1309192200557103,1.0,0.9814194979984696,178,1.0,0.30473537604456824,0.4671221178479931,,,,,,0.1,,,,,,,,20.0,0.5,,,,,,,,,
140_UCR_Anomaly_InternalBleeding4_1000_4675_5033,140,InternalBleeding,raw,hbos,HBOS,Density-based,Distribution,HBOS | Alpha 0.05,Alpha 0.05,hbos__tab_03,3,auto,auto_ablation,Measures milder smoothing inside the log-density score.,ablation,alpha,Alpha 0.05,score_driver,178,1,7321,359,1000,4675,5033,zscore,sigma,3.0,range,datasets\normalized\zscore,0.5675940000219271,0.3540926538551032,0.15666248376847708,"{""alpha"": 0.05, ""n_bins"": 10, ""tol"": 0.5}",,,,,,,0.7934841667340172,0.3679111625244156,1.0,0.116991643454039,0.20947630922693267,0.3147632311977716,0.8240801051605344,42,6962,0,317,1.0,0.2935933147632312,0.4539190353143841,1.0,0.116991643454039,1.0,0.9807989303864679,178,1.0,0.2935933147632312,0.4539190353143841,,,,,,0.05,,,,,,,,10.0,0.5,,,,,,,,,
140_UCR_Anomaly_InternalBleeding4_1000_4675_5033,140,InternalBleeding,raw,hbos,HBOS,Density-based,Distribution,HBOS | Tol 0.2,Tol 0.2,hbos__tab_04,4,auto,auto_ablation,Measures stricter out-of-range penalties near histogram edges.,ablation,tol,Tol 0.2,score_driver,178,1,7321,359,1000,4675,5033,zscore,sigma,3.0,range,datasets\normalized\zscore,0.5824447000049986,0.3591002569036026,0.1539980073323771,"{""alpha"": 0.1, ""n_bins"": 10, ""tol"": 0.2}",,,,,,,0.7945344364432785,0.38345940276808627,1.0,0.11977715877437325,0.21393034825870647,0.3203342618384401,0.8210942789007338,43,6962,0,316,1.0,0.2958217270194986,0.45657781599312125,1.0,0.11977715877437325,1.0,0.9809271531242022,178,1.0,0.2958217270194986,0.45657781599312125,,,,,,0.1,,,,,,,,10.0,0.2,,,,,,,,,
141_UCR_Anomaly_InternalBleeding5_4000_6200_6370,141,InternalBleeding,raw,hbos,HBOS,Density-based,Distribution,HBOS | Baseline,Baseline,hbos__tab_01,1,auto,auto_ablation,Lightweight histogram baseline.,baseline,baseline,Baseline,baseline,173,1,7415,171,4000,6200,6370,zscore,sigma,3.0,range,datasets\normalized\zscore,0.5996148000122048,0.5603657087456969,0.16351418037711957,"{""alpha"": 0.1, ""n_bins"": 10, ""tol"": 0.5}",,,,,,,0.3665844853252218,0.018042923938895214,0.0,0.0,0.0,0.0,1.0509082498770557,0,7244,0,171,0.0,0.0,0.0,0.0,0.0,,0.0,173,0.0,0.0,0.0,,,,,,0.1,,,,,,,,10.0,0.5,,,,,,,,,
141_UCR_Anomaly_InternalBleeding5_4000_6200_6370,141,InternalBleeding,raw,hbos,HBOS,Density-based,Distribution,HBOS | Bins 20,Bins 20,hbos__tab_02,2,auto,auto_ablation,Measures finer histogram resolution at every window position.,ablation,n_bins,Bins 20,score_driver,173,1,7415,171,4000,6200,6370,zscore,sigma,3.0,range,datasets\normalized\zscore,0.5967665999778546,0.5264841585708473,0.14358991415602482,"{""alpha"": 0.1, ""n_bins"": 20, ""tol"": 0.5}",,,,,,,0.39661135168124617,0.022497937108317337,0.0,0.0,0.0,0.0,0.9572539010389217,0,7198,46,171,0.0,0.0,0.0,0.0,0.0,0.6602832097100473,0.6633850303438975,173,0.0,0.0,0.0,,,,,,0.1,,,,,,,,20.0,0.5,,,,,,,,,
141_UCR_Anomaly_InternalBleeding5_4000_6200_6370,141,InternalBleeding,raw,hbos,HBOS,Density-based,Distribution,HBOS | Alpha 0.05,Alpha 0.05,hbos__tab_03,3,auto,auto_ablation,Measures milder smoothing inside the log-density score.,ablation,alpha,Alpha 0.05,score_driver,173,1,7415,171,4000,6200,6370,zscore,sigma,3.0,range,datasets\normalized\zscore,0.5913083999766968,0.5563008483736405,0.1652000072484622,"{""alpha"": 0.05, ""n_bins"": 10, ""tol"": 0.5}",,,,,,,0.3632399146218205,0.017642290743044478,0.0,0.0,0.0,0.0,1.051900870119027,0,7244,0,171,0.0,0.0,0.0,0.0,0.0,,0.0,173,0.0,0.0,0.0,,,,,,0.05,,,,,,,,10.0,0.5,,,,,,,,,
141_UCR_Anomaly_InternalBleeding5_4000_6200_6370,141,InternalBleeding,raw,hbos,HBOS,Density-based,Distribution,HBOS | Tol 0.2,Tol 0.2,hbos__tab_04,4,auto,auto_ablation,Measures stricter out-of-range penalties near histogram edges.,ablation,tol,Tol 0.2,score_driver,173,1,7415,171,4000,6200,6370,zscore,sigma,3.0,range,datasets\normalized\zscore,0.5878506999579258,0.5603657087456969,0.16351418037711957,"{""alpha"": 0.1, ""n_bins"": 10, ""tol"": 0.2}",,,,,,,0.3665844853252218,0.018042923938895214,0.0,0.0,0.0,0.0,1.0509082498770557,0,7244,0,171,0.0,0.0,0.0,0.0,0.0,,0.0,173,0.0,0.0,0.0,,,,,,0.1,,,,,,,,10.0,0.2,,,,,,,,,
033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370,33,InternalBleeding,distorted,hbos,HBOS,Density-based,Distribution,HBOS | Baseline,Baseline,hbos__tab_01,1,auto,auto_ablation,Lightweight histogram baseline.,baseline,baseline,Baseline,baseline,173,1,7415,171,4000,6200,6370,zscore,sigma,3.0,range,datasets\normalized\zscore,0.556154299993068,0.4620575591761994,0.18750560762459012,"{""alpha"": 0.1, ""n_bins"": 10, ""tol"": 0.5}",,,,,,,0.30929246547253464,0.015264221259678759,0.0,0.0,0.0,0.0,1.0245743820499698,0,7244,0,171,0.0,0.0,0.0,0.0,0.0,,0.0,173,0.0,0.0,0.0,,,,,,0.1,,,,,,,,10.0,0.5,,,,,,,,,
033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370,33,InternalBleeding,distorted,hbos,HBOS,Density-based,Distribution,HBOS | Bins 20,Bins 20,hbos__tab_02,2,auto,auto_ablation,Measures finer histogram resolution at every window position.,ablation,n_bins,Bins 20,score_driver,173,1,7415,171,4000,6200,6370,zscore,sigma,3.0,range,datasets\normalized\zscore,0.6206271999981254,0.5009424927587957,0.18863749643903988,"{""alpha"": 0.1, ""n_bins"": 20, ""tol"": 0.5}",,,,,,,0.27451554987228793,0.014461078487523687,0.0,0.0,0.0,0.0,1.0668549820759154,0,7244,0,171,0.0,0.0,0.0,0.0,0.0,,0.0,173,0.0,0.0,0.0,,,,,,0.1,,,,,,,,20.0,0.5,,,,,,,,,
033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370,33,InternalBleeding,distorted,hbos,HBOS,Density-based,Distribution,HBOS | Alpha 0.05,Alpha 0.05,hbos__tab_03,3,auto,auto_ablation,Measures milder smoothing inside the log-density score.,ablation,alpha,Alpha 0.05,score_driver,173,1,7415,171,4000,6200,6370,zscore,sigma,3.0,range,datasets\normalized\zscore,0.6313727000379004,0.4583400439055159,0.186914701688977,"{""alpha"": 0.05, ""n_bins"": 10, ""tol"": 0.5}",,,,,,,0.3026348080766983,0.015100717417455604,0.0,0.0,0.0,0.0,1.019084148972447,0,7244,0,171,0.0,0.0,0.0,0.0,0.0,,0.0,173,0.0,0.0,0.0,,,,,,0.05,,,,,,,,10.0,0.5,,,,,,,,,
033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370,33,InternalBleeding,distorted,hbos,HBOS,Density-based,Distribution,HBOS | Tol 0.2,Tol 0.2,hbos__tab_04,4,auto,auto_ablation,Measures stricter out-of-range penalties near histogram edges.,ablation,tol,Tol 0.2,score_driver,173,1,7415,171,4000,6200,6370,zscore,sigma,3.0,range,datasets\normalized\zscore,0.5910475999698974,0.4620575591761994,0.18750560762459012,"{""alpha"": 0.1, ""n_bins"": 10, ""tol"": 0.2}",,,,,,,0.30929246547253464,0.015264221259678759,0.0,0.0,0.0,0.0,1.0245743820499698,0,7244,0,171,0.0,0.0,0.0,0.0,0.0,,0.0,173,0.0,0.0,0.0,,,,,,0.1,,,,,,,,10.0,0.2,,,,,,,,,
143_UCR_Anomaly_InternalBleeding8_2500_5865_5974,143,InternalBleeding,raw,hbos,HBOS,Density-based,Distribution,HBOS | Baseline,Baseline,hbos__tab_01,1,auto,auto_ablation,Lightweight histogram baseline.,baseline,baseline,Baseline,baseline,165,1,7501,110,2500,5865,5974,zscore,sigma,3.0,range,datasets\normalized\zscore,0.6510948999784887,0.32445808265257536,0.21977835683452265,"{""alpha"": 0.1, ""n_bins"": 10, ""tol"": 0.5}",,,,,,,0.43124561813507833,0.012038529597104811,0.0,0.0,0.0,0.0,0.9837931531561434,0,7359,32,110,0.0,0.0,0.0,0.0,0.0,0.14144780695907222,0.14358085588588199,165,0.0,0.0,0.0,,,,,,0.1,,,,,,,,10.0,0.5,,,,,,,,,
143_UCR_Anomaly_InternalBleeding8_2500_5865_5974,143,InternalBleeding,raw,hbos,HBOS,Density-based,Distribution,HBOS | Bins 20,Bins 20,hbos__tab_02,2,auto,auto_ablation,Measures finer histogram resolution at every window position.,ablation,n_bins,Bins 20,score_driver,165,1,7501,110,2500,5865,5974,zscore,sigma,3.0,range,datasets\normalized\zscore,0.6177540999487974,0.3351796984026121,0.21442049897393028,"{""alpha"": 0.1, ""n_bins"": 20, ""tol"": 0.5}",,,,,,,0.5709154868943801,0.016305374611893207,0.0,0.0,0.0,0.0,0.978441195324403,0,7375,16,110,0.0,0.0,0.0,0.0,0.0,0.1420977203039595,0.1439808025596588,165,0.0,0.0,0.0,,,,,,0.1,,,,,,,,20.0,0.5,,,,,,,,,
143_UCR_Anomaly_InternalBleeding8_2500_5865_5974,143,InternalBleeding,raw,hbos,HBOS,Density-based,Distribution,HBOS | Alpha 0.05,Alpha 0.05,hbos__tab_03,3,auto,auto_ablation,Measures milder smoothing inside the log-density score.,ablation,alpha,Alpha 0.05,score_driver,165,1,7501,110,2500,5865,5974,zscore,sigma,3.0,range,datasets\normalized\zscore,0.5975155000342056,0.3245421236109804,0.22342373501899074,"{""alpha"": 0.05, ""n_bins"": 10, ""tol"": 0.5}",,,,,,,0.4243933038954011,0.011900340875457507,0.0,0.0,0.0,0.0,0.9948133286679526,0,7373,18,110,0.0,0.0,0.0,0.0,0.0,0.1405145980535929,0.1417144380749234,165,0.0,0.0,0.0,,,,,,0.05,,,,,,,,10.0,0.5,,,,,,,,,
143_UCR_Anomaly_InternalBleeding8_2500_5865_5974,143,InternalBleeding,raw,hbos,HBOS,Density-based,Distribution,HBOS | Tol 0.2,Tol 0.2,hbos__tab_04,4,auto,auto_ablation,Measures stricter out-of-range penalties near histogram edges.,ablation,tol,Tol 0.2,score_driver,165,1,7501,110,2500,5865,5974,zscore,sigma,3.0,range,datasets\normalized\zscore,0.6199418000178412,0.32445808265257536,0.21977835683452265,"{""alpha"": 0.1, ""n_bins"": 10, ""tol"": 0.2}",,,,,,,0.43124561813507833,0.012038529597104811,0.0,0.0,0.0,0.0,0.9837931531561434,0,7359,32,110,0.0,0.0,0.0,0.0,0.0,0.14144780695907222,0.14358085588588199,165,0.0,0.0,0.0,,,,,,0.1,,,,,,,,10.0,0.2,,,,,,,,,
035_UCR_Anomaly_DISTORTEDInternalBleeding8_2500_5865_5974,35,InternalBleeding,distorted,hbos,HBOS,Density-based,Distribution,HBOS | Baseline,Baseline,hbos__tab_01,1,auto,auto_ablation,Lightweight histogram baseline.,baseline,baseline,Baseline,baseline,165,1,7501,110,2500,5865,5974,zscore,sigma,3.0,range,datasets\normalized\zscore,0.6220009000389837,0.43388283841576525,0.19513684371011072,"{""alpha"": 0.1, ""n_bins"": 10, ""tol"": 0.5}",,,,,,,0.3265199690040713,0.010390011619902832,0.0,0.0,0.0,0.0,1.0192933695460975,0,7391,0,110,0.0,0.0,0.0,0.0,0.0,,0.0,165,0.0,0.0,0.0,,,,,,0.1,,,,,,,,10.0,0.5,,,,,,,,,
035_UCR_Anomaly_DISTORTEDInternalBleeding8_2500_5865_5974,35,InternalBleeding,distorted,hbos,HBOS,Density-based,Distribution,HBOS | Bins 20,Bins 20,hbos__tab_02,2,auto,auto_ablation,Measures finer histogram resolution at every window position.,ablation,n_bins,Bins 20,score_driver,165,1,7501,110,2500,5865,5974,zscore,sigma,3.0,range,datasets\normalized\zscore,0.600482199981343,0.413665914326759,0.21610776477514798,"{""alpha"": 0.1, ""n_bins"": 20, ""tol"": 0.5}",,,,,,,0.5645600915117895,0.017355685203332017,0.0,0.0,0.0,0.0,1.061989208652203,0,7391,0,110,0.0,0.0,0.0,0.0,0.0,,0.0,165,0.0,0.0,0.0,,,,,,0.1,,,,,,,,20.0,0.5,,,,,,,,,
035_UCR_Anomaly_DISTORTEDInternalBleeding8_2500_5865_5974,35,InternalBleeding,distorted,hbos,HBOS,Density-based,Distribution,HBOS | Alpha 0.05,Alpha 0.05,hbos__tab_03,3,auto,auto_ablation,Measures milder smoothing inside the log-density score.,ablation,alpha,Alpha 0.05,score_driver,165,1,7501,110,2500,5865,5974,zscore,sigma,3.0,range,datasets\normalized\zscore,0.7202068999758922,0.4292622033545347,0.19603369261040113,"{""alpha"": 0.05, ""n_bins"": 10, ""tol"": 0.5}",,,,,,,0.31838353771786326,0.010274619644230702,0.0,0.0,0.0,0.0,1.017363281185738,0,7391,0,110,0.0,0.0,0.0,0.0,0.0,,0.0,165,0.0,0.0,0.0,,,,,,0.05,,,,,,,,10.0,0.5,,,,,,,,,
035_UCR_Anomaly_DISTORTEDInternalBleeding8_2500_5865_5974,35,InternalBleeding,distorted,hbos,HBOS,Density-based,Distribution,HBOS | Tol 0.2,Tol 0.2,hbos__tab_04,4,auto,auto_ablation,Measures stricter out-of-range penalties near histogram edges.,ablation,tol,Tol 0.2,score_driver,165,1,7501,110,2500,5865,5974,zscore,sigma,3.0,range,datasets\normalized\zscore,0.6136910999775864,0.43388283841576525,0.19513684371011072,"{""alpha"": 0.1, ""n_bins"": 10, ""tol"": 0.2}",,,,,,,0.3265199690040713,0.010390011619902832,0.0,0.0,0.0,0.0,1.0192933695460975,0,7391,0,110,0.0,0.0,0.0,0.0,0.0,,0.0,165,0.0,0.0,0.0,,,,,,0.1,,,,,,,,10.0,0.2,,,,,,,,,
144_UCR_Anomaly_InternalBleeding9_4200_6599_6681,144,InternalBleeding,raw,hbos,HBOS,Density-based,Distribution,HBOS | Baseline,Baseline,hbos__tab_01,1,auto,auto_ablation,Lightweight histogram baseline.,baseline,baseline,Baseline,baseline,175,1,7501,83,4200,6599,6681,zscore,sigma,3.0,range,datasets\normalized\zscore,0.5646752000320703,0.34053754281109105,0.2644135942799982,"{""alpha"": 0.1, ""n_bins"": 10, ""tol"": 0.5}",,,,,,,0.586351336865391,0.012965942642036163,0.0,0.0,0.0,0.0,1.1337783256510856,0,7418,0,83,0.0,0.0,0.0,0.0,0.0,,0.0,175,0.0,0.0,0.0,,,,,,0.1,,,,,,,,10.0,0.5,,,,,,,,,
144_UCR_Anomaly_InternalBleeding9_4200_6599_6681,144,InternalBleeding,raw,hbos,HBOS,Density-based,Distribution,HBOS | Bins 20,Bins 20,hbos__tab_02,2,auto,auto_ablation,Measures finer histogram resolution at every window position.,ablation,n_bins,Bins 20,score_driver,175,1,7501,83,4200,6599,6681,zscore,sigma,3.0,range,datasets\normalized\zscore,0.5554448000038974,0.44916568594265216,0.22305911492877653,"{""alpha"": 0.1, ""n_bins"": 20, ""tol"": 0.5}",,,,,,,0.4497282741101911,0.009305992762496522,0.0,0.0,0.0,0.0,1.118343030728982,0,7418,0,83,0.0,0.0,0.0,0.0,0.0,,0.0,175,0.0,0.0,0.0,,,,,,0.1,,,,,,,,20.0,0.5,,,,,,,,,
144_UCR_Anomaly_InternalBleeding9_4200_6599_6681,144,InternalBleeding,raw,hbos,HBOS,Density-based,Distribution,HBOS | Alpha 0.05,Alpha 0.05,hbos__tab_03,3,auto,auto_ablation,Measures milder smoothing inside the log-density score.,ablation,alpha,Alpha 0.05,score_driver,175,1,7501,83,4200,6599,6681,zscore,sigma,3.0,range,datasets\normalized\zscore,0.5630050000036135,0.33802166407190987,0.2673326567544812,"{""alpha"": 0.05, ""n_bins"": 10, ""tol"": 0.5}",,,,,,,0.5843665846995424,0.01292546719582171,0.0,0.0,0.0,0.0,1.1400196343353535,0,7418,0,83,0.0,0.0,0.0,0.0,0.0,,0.0,175,0.0,0.0,0.0,,,,,,0.05,,,,,,,,10.0,0.5,,,,,,,,,
144_UCR_Anomaly_InternalBleeding9_4200_6599_6681,144,InternalBleeding,raw,hbos,HBOS,Density-based,Distribution,HBOS | Tol 0.2,Tol 0.2,hbos__tab_04,4,auto,auto_ablation,Measures stricter out-of-range penalties near histogram edges.,ablation,tol,Tol 0.2,score_driver,175,1,7501,83,4200,6599,6681,zscore,sigma,3.0,range,datasets\normalized\zscore,0.5831012999988161,0.34053754281109105,0.2644135942799982,"{""alpha"": 0.1, ""n_bins"": 10, ""tol"": 0.2}",,,,,,,0.586351336865391,0.012965942642036163,0.0,0.0,0.0,0.0,1.1337783256510856,0,7418,0,83,0.0,0.0,0.0,0.0,0.0,,0.0,175,0.0,0.0,0.0,,,,,,0.1,,,,,,,,10.0,0.2,,,,,,,,,
133_UCR_Anomaly_InternalBleeding14_2800_5607_5634,133,InternalBleeding,raw,hbos,HBOS,Density-based,Distribution,HBOS | Baseline,Baseline,hbos__tab_01,1,auto,auto_ablation,Lightweight histogram baseline.,baseline,baseline,Baseline,baseline,154,1,7501,28,2800,5607,5634,zscore,sigma,3.0,range,datasets\normalized\zscore,0.5972673000069335,0.4632262772428468,0.19439126132137494,"{""alpha"": 0.1, ""n_bins"": 10, ""tol"": 0.5}",,,,,,,0.9402276767792626,0.0295855196275029,0.0,0.0,0.0,0.0,1.0464000612069717,0,7473,0,28,0.0,0.0,0.0,0.0,0.0,,0.0,154,0.0,0.0,0.0,,,,,,0.1,,,,,,,,10.0,0.5,,,,,,,,,
133_UCR_Anomaly_InternalBleeding14_2800_5607_5634,133,InternalBleeding,raw,hbos,HBOS,Density-based,Distribution,HBOS | Bins 20,Bins 20,hbos__tab_02,2,auto,auto_ablation,Measures finer histogram resolution at every window position.,ablation,n_bins,Bins 20,score_driver,154,1,7501,28,2800,5607,5634,zscore,sigma,3.0,range,datasets\normalized\zscore,0.6958169999998063,0.4353985203990272,0.15406202831868182,"{""alpha"": 0.1, ""n_bins"": 20, ""tol"": 0.5}",,,,,,,0.9746277073655636,0.11239416354497248,0.1016949152542373,0.21428571428571427,0.13793103448275862,0.0,0.8975846053550727,6,7420,53,22,0.3333333333333333,0.37142857142857144,0.35135135135135137,1.0,0.21428571428571427,0.9893731683233197,0.9986311348962994,154,0.3333333333333333,0.37142857142857144,0.35135135135135137,,,,,,0.1,,,,,,,,20.0,0.5,,,,,,,,,
133_UCR_Anomaly_InternalBleeding14_2800_5607_5634,133,InternalBleeding,raw,hbos,HBOS,Density-based,Distribution,HBOS | Alpha 0.05,Alpha 0.05,hbos__tab_03,3,auto,auto_ablation,Measures milder smoothing inside the log-density score.,ablation,alpha,Alpha 0.05,score_driver,154,1,7501,28,2800,5607,5634,zscore,sigma,3.0,range,datasets\normalized\zscore,0.6153638000250794,0.4563923448759856,0.19989907081052302,"{""alpha"": 0.05, ""n_bins"": 10, ""tol"": 0.5}",,,,,,,0.9323469251209113,0.026266142023787648,0.0,0.0,0.0,0.0,1.0560895573075546,0,7473,0,28,0.0,0.0,0.0,0.0,0.0,,0.0,154,0.0,0.0,0.0,,,,,,0.05,,,,,,,,10.0,0.5,,,,,,,,,
133_UCR_Anomaly_InternalBleeding14_2800_5607_5634,133,InternalBleeding,raw,hbos,HBOS,Density-based,Distribution,HBOS | Tol 0.2,Tol 0.2,hbos__tab_04,4,auto,auto_ablation,Measures stricter out-of-range penalties near histogram edges.,ablation,tol,Tol 0.2,score_driver,154,1,7501,28,2800,5607,5634,zscore,sigma,3.0,range,datasets\normalized\zscore,0.6798114000121132,0.4632262772428468,0.19439126132137494,"{""alpha"": 0.1, ""n_bins"": 10, ""tol"": 0.2}",,,,,,,0.9402276767792626,0.0295855196275029,0.0,0.0,0.0,0.0,1.0464000612069717,0,7473,0,28,0.0,0.0,0.0,0.0,0.0,,0.0,154,0.0,0.0,0.0,,,,,,0.1,,,,,,,,10.0,0.2,,,,,,,,,
132_UCR_Anomaly_InternalBleeding10_3200_4526_4556,132,InternalBleeding,raw,hbos,HBOS,Density-based,Distribution,HBOS | Baseline,Baseline,hbos__tab_01,1,auto,auto_ablation,Lightweight histogram baseline.,baseline,baseline,Baseline,baseline,154,1,7501,31,3200,4526,4556,zscore,sigma,3.0,range,datasets\normalized\zscore,0.45899770001415163,0.4543996277370974,0.19095020486648806,"{""alpha"": 0.1, ""n_bins"": 10, ""tol"": 0.5}",,,,,,,0.55360798030833,0.0044720416254514,0.0,0.0,0.0,0.0,1.0272502423365615,0,7470,0,31,0.0,0.0,0.0,0.0,0.0,,0.0,154,0.0,0.0,0.0,,,,,,0.1,,,,,,,,10.0,0.5,,,,,,,,,
132_UCR_Anomaly_InternalBleeding10_3200_4526_4556,132,InternalBleeding,raw,hbos,HBOS,Density-based,Distribution,HBOS | Bins 20,Bins 20,hbos__tab_02,2,auto,auto_ablation,Measures finer histogram resolution at every window position.,ablation,n_bins,Bins 20,score_driver,154,1,7501,31,3200,4526,4556,zscore,sigma,3.0,range,datasets\normalized\zscore,0.42508399998769164,0.5352787670293553,0.18247609420175126,"{""alpha"": 0.1, ""n_bins"": 20, ""tol"": 0.5}",,,,,,,0.4157792460163233,0.0034138683392669032,0.0,0.0,0.0,0.0,1.082707049634609,0,7470,0,31,0.0,0.0,0.0,0.0,0.0,,0.0,154,0.0,0.0,0.0,,,,,,0.1,,,,,,,,20.0,0.5,,,,,,,,,
132_UCR_Anomaly_InternalBleeding10_3200_4526_4556,132,InternalBleeding,raw,hbos,HBOS,Density-based,Distribution,HBOS | Alpha 0.05,Alpha 0.05,hbos__tab_03,3,auto,auto_ablation,Measures milder smoothing inside the log-density score.,ablation,alpha,Alpha 0.05,score_driver,154,1,7501,31,3200,4526,4556,zscore,sigma,3.0,range,datasets\normalized\zscore,0.48557340004481375,0.4472173140669487,0.19711233770856304,"{""alpha"": 0.05, ""n_bins"": 10, ""tol"": 0.5}",,,,,,,0.525098242432094,0.004200852706138233,0.0,0.0,0.0,0.0,1.0385543271926378,0,7470,0,31,0.0,0.0,0.0,0.0,0.0,,0.0,154,0.0,0.0,0.0,,,,,,0.05,,,,,,,,10.0,0.5,,,,,,,,,
132_UCR_Anomaly_InternalBleeding10_3200_4526_4556,132,InternalBleeding,raw,hbos,HBOS,Density-based,Distribution,HBOS | Tol 0.2,Tol 0.2,hbos__tab_04,4,auto,auto_ablation,Measures stricter out-of-range penalties near histogram edges.,ablation,tol,Tol 0.2,score_driver,154,1,7501,31,3200,4526,4556,zscore,sigma,3.0,range,datasets\normalized\zscore,0.43216069997288287,0.4543996277370974,0.19095020486648806,"{""alpha"": 0.1, ""n_bins"": 10, ""tol"": 0.2}",,,,,,,0.55360798030833,0.0044720416254514,0.0,0.0,0.0,0.0,1.0272502423365615,0,7470,0,31,0.0,0.0,0.0,0.0,0.0,,0.0,154,0.0,0.0,0.0,,,,,,0.1,,,,,,,,10.0,0.2,,,,,,,,,
024_UCR_Anomaly_DISTORTEDInternalBleeding10_3200_4526_4556,24,InternalBleeding,distorted,hbos,HBOS,Density-based,Distribution,HBOS | Baseline,Baseline,hbos__tab_01,1,auto,auto_ablation,Lightweight histogram baseline.,baseline,baseline,Baseline,baseline,154,1,7501,31,3200,4526,4556,zscore,sigma,3.0,range,datasets\normalized\zscore,0.45118679996812716,0.42653589838858325,0.19575229724344484,"{""alpha"": 0.1, ""n_bins"": 10, ""tol"": 0.5}",,,,,,,0.49779764218162975,0.003973441752622955,0.0,0.0,0.0,0.0,1.0137927901189177,0,7470,0,31,0.0,0.0,0.0,0.0,0.0,,0.0,154,0.0,0.0,0.0,,,,,,0.1,,,,,,,,10.0,0.5,,,,,,,,,
024_UCR_Anomaly_DISTORTEDInternalBleeding10_3200_4526_4556,24,InternalBleeding,distorted,hbos,HBOS,Density-based,Distribution,HBOS | Bins 20,Bins 20,hbos__tab_02,2,auto,auto_ablation,Measures finer histogram resolution at every window position.,ablation,n_bins,Bins 20,score_driver,154,1,7501,31,3200,4526,4556,zscore,sigma,3.0,range,datasets\normalized\zscore,0.4187841000384651,0.4294828089420853,0.19176712682766142,"{""alpha"": 0.1, ""n_bins"": 20, ""tol"": 0.5}",,,,,,,0.5692879043053937,0.00503697868823113,0.0,0.0,0.0,0.0,1.0047841894250695,0,7470,0,31,0.0,0.0,0.0,0.0,0.0,,0.0,154,0.0,0.0,0.0,,,,,,0.1,,,,,,,,20.0,0.5,,,,,,,,,
024_UCR_Anomaly_DISTORTEDInternalBleeding10_3200_4526_4556,24,InternalBleeding,distorted,hbos,HBOS,Density-based,Distribution,HBOS | Alpha 0.05,Alpha 0.05,hbos__tab_03,3,auto,auto_ablation,Measures milder smoothing inside the log-density score.,ablation,alpha,Alpha 0.05,score_driver,154,1,7501,31,3200,4526,4556,zscore,sigma,3.0,range,datasets\normalized\zscore,0.41358880000188947,0.4185850106283468,0.19643734613348993,"{""alpha"": 0.05, ""n_bins"": 10, ""tol"": 0.5}",,,,,,,0.501796433044004,0.0040051174349901185,0.0,0.0,0.0,0.0,1.0078970490288166,0,7470,0,31,0.0,0.0,0.0,0.0,0.0,,0.0,154,0.0,0.0,0.0,,,,,,0.05,,,,,,,,10.0,0.5,,,,,,,,,
