dataset_name,dataset_sequence,family,variant,algorithm,algorithm_base_display,algorithm_superfamily,algorithm_category,algorithm_display,algorithm_variant,algorithm_run_id,variant_index,variant_origin,variant_source,variant_focus,variant_family,ablation_parameter,ablation_label,ablation_role,window_size,window_stride,series_length,anomaly_count,train_end,anomaly_start,anomaly_end,normalization_method,threshold_method,threshold_value,evaluation_mode,prepared_dataset_dir,runtime_seconds,score_mean,score_std,params_json,error,param__n_estimators,param__max_samples,param__max_features,param__bootstrap,param__random_state,roc_auc,average_precision,precision,recall,f1,precision_at_k,score_threshold,tp,tn,fp,fn,range_precision,range_recall,range_f1,existence_reward,overlap_reward,affiliation_precision,affiliation_recall,tsb_uad_window,evaluation_precision,evaluation_recall,evaluation_f1,param__n_neighbors,param__algorithm,param__leaf_size,param__metric,param__p,param__alpha,param__init_length,param__batch_size,param__k,param__subsequence_multiplier,param__overlap,param__start_index_multiplier,param__x_lag_multiplier,param__n_bins,param__tol,param__kernel,param__nu,param__gamma,param__train_fraction,param__n_components,param__n_selected_components,param__whiten,param__weighted,param__standardization
133_UCR_Anomaly_InternalBleeding14_2800_5607_5634,133,InternalBleeding,raw,sand,SAND,Distance-based,Clustering,SAND | Batch 1000,Batch 1000,sand__tab_04,4,auto,auto_ablation,Measures finer-grained online updates at the cost of more update steps.,ablation,batch_size,Batch 1000,score_driver,154,1,7501,28,2800,5607,5634,zscore,sigma,3.0,range,datasets\normalized\zscore,121.22435450000921,0.15520882643429262,0.1785502807799052,"{""alpha"": 0.5, ""batch_size"": 1000, ""init_length"": 5000, ""k"": null, ""overlap"": null, ""subsequence_multiplier"": 4}",,,,,,,0.9997036952075089,0.9282704735528791,0.22764227642276422,1.0,0.3708609271523179,0.8214285714285714,0.6908596687740083,28,7378,95,0,0.22764227642276422,1.0,0.3708609271523179,1.0,1.0,0.9920303309152276,1.0,154,0.22764227642276422,1.0,0.3708609271523179,,,,,,0.5,5000.0,1000.0,,4.0,,,,,,,,,,,,,,
133_UCR_Anomaly_InternalBleeding14_2800_5607_5634,133,InternalBleeding,raw,sand,SAND,Distance-based,Clustering,SAND | k = 3,k = 3,sand__tab_05,5,auto,auto_ablation,Measures a more local nearest-subsequence comparison.,ablation,k,k = 3,score_driver,154,1,7501,28,2800,5607,5634,zscore,sigma,3.0,range,datasets\normalized\zscore,20.803504500014242,0.1424581316035176,0.15261420614788174,"{""alpha"": 0.5, ""batch_size"": 2000, ""init_length"": 5000, ""k"": 3, ""overlap"": null, ""subsequence_multiplier"": 4}",,,,,,,0.9997036952075089,0.9259933193020405,0.18181818181818182,1.0,0.3076923076923077,0.8214285714285714,0.6003007500471629,28,7347,126,0,0.18181818181818182,1.0,0.3076923076923077,1.0,1.0,0.9899009136444145,1.0,154,0.18181818181818182,1.0,0.3076923076923077,,,,,,0.5,5000.0,2000.0,3.0,4.0,,,,,,,,,,,,,,
133_UCR_Anomaly_InternalBleeding14_2800_5607_5634,133,InternalBleeding,raw,sand,SAND,Distance-based,Clustering,SAND | Subseq x2,Subseq x2,sand__tab_06,6,auto,auto_ablation,Measures a shorter subsequence context while keeping the rest of SAND fixed.,ablation,subsequence_multiplier,Subseq x2,score_driver,154,1,7501,28,2800,5607,5634,zscore,sigma,3.0,range,datasets\normalized\zscore,6.257190499978606,0.1771714029875205,0.14686313194320783,"{""alpha"": 0.5, ""batch_size"": 2000, ""init_length"": 5000, ""k"": null, ""overlap"": null, ""subsequence_multiplier"": 2}",,,,,,,0.9996750205501711,0.9210355259352418,0.1830065359477124,1.0,0.30939226519337015,0.7857142857142857,0.617760798817144,28,7348,125,0,0.1830065359477124,1.0,0.30939226519337015,1.0,1.0,0.9899507952316597,1.0,154,0.1830065359477124,1.0,0.30939226519337015,,,,,,0.5,5000.0,2000.0,,2.0,,,,,,,,,,,,,,
133_UCR_Anomaly_InternalBleeding14_2800_5607_5634,133,InternalBleeding,raw,sand,SAND,Distance-based,Clustering,SAND | Overlap 64,Overlap 64,sand__tab_07,7,auto,auto_ablation,Measures a coarser explicit subsequence step rather than the auto overlap heuristic.,ablation,overlap,Overlap 64,score_driver,154,1,7501,28,2800,5607,5634,zscore,sigma,3.0,range,datasets\normalized\zscore,52.80108949996065,0.1336384432955362,0.15267507576815165,"{""alpha"": 0.5, ""batch_size"": 2000, ""init_length"": 5000, ""k"": null, ""overlap"": 64, ""subsequence_multiplier"": 4}",,,,,,,0.9997753818508536,0.9447888633952687,0.17834394904458598,1.0,0.3027027027027027,0.8214285714285714,0.5916636705999911,28,7344,129,0,0.17834394904458598,1.0,0.3027027027027027,1.0,1.0,0.9897720643616945,1.0,154,0.17834394904458598,1.0,0.3027027027027027,,,,,,0.5,5000.0,2000.0,,4.0,64.0,,,,,,,,,,,,,
132_UCR_Anomaly_InternalBleeding10_3200_4526_4556,132,InternalBleeding,raw,sand,SAND,Distance-based,Clustering,SAND | Baseline,Baseline,sand__tab_01,1,auto,auto_ablation,Reference online clustering configuration.,baseline,baseline,Baseline,baseline,154,1,7501,31,3200,4526,4556,zscore,sigma,3.0,range,datasets\normalized\zscore,64.1833420000039,0.14196917833196743,0.16358387957821766,"{""alpha"": 0.5, ""batch_size"": 2000, ""init_length"": 5000, ""k"": null, ""overlap"": null, ""subsequence_multiplier"": 4}",,,,,,,0.9983719825538714,0.676521654637567,0.2012987012987013,1.0,0.33513513513513515,0.5483870967741935,0.6327208170666204,31,7347,123,0,0.2012987012987013,1.0,0.33513513513513515,1.0,1.0,0.9894230552809409,1.0,154,0.2012987012987013,1.0,0.33513513513513515,,,,,,0.5,5000.0,2000.0,,4.0,,,,,,,,,,,,,,
132_UCR_Anomaly_InternalBleeding10_3200_4526_4556,132,InternalBleeding,raw,sand,SAND,Distance-based,Clustering,SAND | Alpha 0.7,Alpha 0.7,sand__tab_02,2,auto,auto_ablation,Measures faster adaptation to recent behavior in the online updates.,ablation,alpha,Alpha 0.7,score_driver,154,1,7501,31,3200,4526,4556,zscore,sigma,3.0,range,datasets\normalized\zscore,57.694907500001136,0.15229829151293772,0.1653283245640673,"{""alpha"": 0.7, ""batch_size"": 2000, ""init_length"": 5000, ""k"": null, ""overlap"": null, ""subsequence_multiplier"": 4}",,,,,,,0.999019734853392,0.7949282925107211,0.2108843537414966,1.0,0.34831460674157305,0.6774193548387096,0.6482832652051396,31,7354,116,0,0.2108843537414966,1.0,0.34831460674157305,1.0,1.0,0.9900493993091171,1.0,154,0.2108843537414966,1.0,0.34831460674157305,,,,,,0.7,5000.0,2000.0,,4.0,,,,,,,,,,,,,,
132_UCR_Anomaly_InternalBleeding10_3200_4526_4556,132,InternalBleeding,raw,sand,SAND,Distance-based,Clustering,SAND | Init 3000,Init 3000,sand__tab_03,3,auto,auto_ablation,Measures a shorter initialization phase before online updates take over.,ablation,init_length,Init 3000,score_driver,154,1,7501,31,3200,4526,4556,zscore,sigma,3.0,range,datasets\normalized\zscore,86.46378569997614,0.18489512844524966,0.16895224997017144,"{""alpha"": 0.5, ""batch_size"": 2000, ""init_length"": 3000, ""k"": null, ""overlap"": null, ""subsequence_multiplier"": 4}",,,,,,,0.9991492853132962,0.8227910739724853,0.22962962962962963,1.0,0.37349397590361444,0.6774193548387096,0.691751878355764,31,7366,104,0,0.22962962962962963,1.0,0.37349397590361444,1.0,1.0,0.9909700928765054,1.0,154,0.22962962962962963,1.0,0.37349397590361444,,,,,,0.5,3000.0,2000.0,,4.0,,,,,,,,,,,,,,
132_UCR_Anomaly_InternalBleeding10_3200_4526_4556,132,InternalBleeding,raw,sand,SAND,Distance-based,Clustering,SAND | Batch 1000,Batch 1000,sand__tab_04,4,auto,auto_ablation,Measures finer-grained online updates at the cost of more update steps.,ablation,batch_size,Batch 1000,score_driver,154,1,7501,31,3200,4526,4556,zscore,sigma,3.0,range,datasets\normalized\zscore,65.38883030001307,0.17428534460535375,0.15802339065224688,"{""alpha"": 0.5, ""batch_size"": 1000, ""init_length"": 5000, ""k"": null, ""overlap"": null, ""subsequence_multiplier"": 4}",,,,,,,0.9984540311784773,0.6966772468887928,0.20261437908496732,1.0,0.33695652173913043,0.5806451612903226,0.6483555165620943,31,7348,122,0,0.20261437908496732,1.0,0.33695652173913043,1.0,1.0,0.9895229655653756,1.0,154,0.20261437908496732,1.0,0.33695652173913043,,,,,,0.5,5000.0,1000.0,,4.0,,,,,,,,,,,,,,
132_UCR_Anomaly_InternalBleeding10_3200_4526_4556,132,InternalBleeding,raw,sand,SAND,Distance-based,Clustering,SAND | k = 3,k = 3,sand__tab_05,5,auto,auto_ablation,Measures a more local nearest-subsequence comparison.,ablation,k,k = 3,score_driver,154,1,7501,31,3200,4526,4556,zscore,sigma,3.0,range,datasets\normalized\zscore,23.315591499966104,0.1379973682976816,0.162903361059993,"{""alpha"": 0.5, ""batch_size"": 2000, ""init_length"": 5000, ""k"": 3, ""overlap"": null, ""subsequence_multiplier"": 4}",,,,,,,0.9983028889752559,0.6670058303956719,0.20261437908496732,1.0,0.33695652173913043,0.5483870967741935,0.6267074514776606,31,7348,122,0,0.20261437908496732,1.0,0.33695652173913043,1.0,1.0,0.9895909303596121,1.0,154,0.20261437908496732,1.0,0.33695652173913043,,,,,,0.5,5000.0,2000.0,3.0,4.0,,,,,,,,,,,,,,
132_UCR_Anomaly_InternalBleeding10_3200_4526_4556,132,InternalBleeding,raw,sand,SAND,Distance-based,Clustering,SAND | Subseq x2,Subseq x2,sand__tab_06,6,auto,auto_ablation,Measures a shorter subsequence context while keeping the rest of SAND fixed.,ablation,subsequence_multiplier,Subseq x2,score_driver,154,1,7501,31,3200,4526,4556,zscore,sigma,3.0,range,datasets\normalized\zscore,10.935541499988176,0.1775909040789698,0.17041877035019934,"{""alpha"": 0.5, ""batch_size"": 2000, ""init_length"": 5000, ""k"": null, ""overlap"": null, ""subsequence_multiplier"": 2}",,,,,,,0.9981085632853997,0.6323103099531286,0.2198581560283688,1.0,0.36046511627906974,0.5161290322580645,0.6888472151295678,31,7360,110,0,0.2198581560283688,1.0,0.3604651162790698,1.0,1.0,0.9902216347513004,1.0,154,0.2198581560283688,1.0,0.3604651162790698,,,,,,0.5,5000.0,2000.0,,2.0,,,,,,,,,,,,,,
132_UCR_Anomaly_InternalBleeding10_3200_4526_4556,132,InternalBleeding,raw,sand,SAND,Distance-based,Clustering,SAND | Overlap 64,Overlap 64,sand__tab_07,7,auto,auto_ablation,Measures a coarser explicit subsequence step rather than the auto overlap heuristic.,ablation,overlap,Overlap 64,score_driver,154,1,7501,31,3200,4526,4556,zscore,sigma,3.0,range,datasets\normalized\zscore,111.9485444999882,0.15101639704352343,0.16042548118921446,"{""alpha"": 0.5, ""batch_size"": 2000, ""init_length"": 5000, ""k"": null, ""overlap"": 64, ""subsequence_multiplier"": 4}",,,,,,,0.9983072073239193,0.6665795704830173,0.20261437908496732,1.0,0.33695652173913043,0.5483870967741935,0.6322928406111668,31,7348,122,0,0.20261437908496732,1.0,0.33695652173913043,1.0,1.0,0.9895909303596121,1.0,154,0.20261437908496732,1.0,0.33695652173913043,,,,,,0.5,5000.0,2000.0,,4.0,64.0,,,,,,,,,,,,,
024_UCR_Anomaly_DISTORTEDInternalBleeding10_3200_4526_4556,24,InternalBleeding,distorted,sand,SAND,Distance-based,Clustering,SAND | Baseline,Baseline,sand__tab_01,1,auto,auto_ablation,Reference online clustering configuration.,baseline,baseline,Baseline,baseline,154,1,7501,31,3200,4526,4556,zscore,sigma,3.0,range,datasets\normalized\zscore,5.189810600015335,0.24637251275881974,0.20600786835068607,"{""alpha"": 0.5, ""batch_size"": 2000, ""init_length"": 5000, ""k"": null, ""overlap"": null, ""subsequence_multiplier"": 4}",,,,,,,0.9960098458349527,0.3269773959972871,0.34831460674157305,1.0,0.5166666666666667,0.3225806451612903,0.864396117810878,31,7412,58,0,0.34831460674157305,1.0,0.5166666666666667,1.0,1.0,0.9927620137539714,1.0,154,0.34831460674157305,1.0,0.5166666666666667,,,,,,0.5,5000.0,2000.0,,4.0,,,,,,,,,,,,,,
024_UCR_Anomaly_DISTORTEDInternalBleeding10_3200_4526_4556,24,InternalBleeding,distorted,sand,SAND,Distance-based,Clustering,SAND | Alpha 0.7,Alpha 0.7,sand__tab_02,2,auto,auto_ablation,Measures faster adaptation to recent behavior in the online updates.,ablation,alpha,Alpha 0.7,score_driver,154,1,7501,31,3200,4526,4556,zscore,sigma,3.0,range,datasets\normalized\zscore,6.036443300021347,0.28547930104259117,0.21252082261557032,"{""alpha"": 0.7, ""batch_size"": 2000, ""init_length"": 5000, ""k"": null, ""overlap"": null, ""subsequence_multiplier"": 4}",,,,,,,0.9962905384980784,0.3466290447463861,0.3770491803278688,0.7419354838709677,0.5,0.3225806451612903,0.923041768889302,23,7432,38,8,0.3770491803278688,0.7935483870967743,0.5112034694615107,1.0,0.7419354838709677,0.9942696165101483,0.9997247678804116,154,0.3770491803278688,0.7935483870967743,0.5112034694615107,,,,,,0.7,5000.0,2000.0,,4.0,,,,,,,,,,,,,,
024_UCR_Anomaly_DISTORTEDInternalBleeding10_3200_4526_4556,24,InternalBleeding,distorted,sand,SAND,Distance-based,Clustering,SAND | Init 3000,Init 3000,sand__tab_03,3,auto,auto_ablation,Measures a shorter initialization phase before online updates take over.,ablation,init_length,Init 3000,score_driver,154,1,7501,31,3200,4526,4556,zscore,sigma,3.0,range,datasets\normalized\zscore,9.33597469999222,0.30689175660429135,0.2245189925874063,"{""alpha"": 0.5, ""batch_size"": 2000, ""init_length"": 3000, ""k"": null, ""overlap"": null, ""subsequence_multiplier"": 4}",,,,,,,0.9947186595845747,0.27262650220224627,0.23333333333333334,0.22580645161290322,0.22950819672131148,0.25806451612903225,0.9804487343665103,7,7447,23,24,0.23333333333333334,0.3806451612903226,0.2893169877408056,1.0,0.22580645161290322,0.9944807359018797,0.9975229109237048,154,0.23333333333333334,0.3806451612903226,0.2893169877408056,,,,,,0.5,3000.0,2000.0,,4.0,,,,,,,,,,,,,,
024_UCR_Anomaly_DISTORTEDInternalBleeding10_3200_4526_4556,24,InternalBleeding,distorted,sand,SAND,Distance-based,Clustering,SAND | Batch 1000,Batch 1000,sand__tab_04,4,auto,auto_ablation,Measures finer-grained online updates at the cost of more update steps.,ablation,batch_size,Batch 1000,score_driver,154,1,7501,31,3200,4526,4556,zscore,sigma,3.0,range,datasets\normalized\zscore,7.26470669999253,0.30475852839316236,0.20229853206933668,"{""alpha"": 0.5, ""batch_size"": 1000, ""init_length"": 5000, ""k"": null, ""overlap"": null, ""subsequence_multiplier"": 4}",,,,,,,0.9962084898734723,0.34484259996336114,0.3684210526315789,0.9032258064516129,0.5233644859813084,0.3225806451612903,0.9116541246011725,28,7422,48,3,0.3684210526315789,0.9225806451612903,0.5265649658074697,1.0,0.9032258064516129,0.9933482553203433,0.9999612954831829,154,0.3684210526315789,0.9225806451612903,0.5265649658074697,,,,,,0.5,5000.0,1000.0,,4.0,,,,,,,,,,,,,,
024_UCR_Anomaly_DISTORTEDInternalBleeding10_3200_4526_4556,24,InternalBleeding,distorted,sand,SAND,Distance-based,Clustering,SAND | k = 3,k = 3,sand__tab_05,5,auto,auto_ablation,Measures a more local nearest-subsequence comparison.,ablation,k,k = 3,score_driver,154,1,7501,31,3200,4526,4556,zscore,sigma,3.0,range,datasets\normalized\zscore,2.2952393999439664,0.2733063467424275,0.20309100939086325,"{""alpha"": 0.5, ""batch_size"": 2000, ""init_length"": 5000, ""k"": 3, ""overlap"": null, ""subsequence_multiplier"": 4}",,,,,,,0.9953448201407782,0.28792480598432246,0.35365853658536583,0.9354838709677419,0.5132743362831859,0.25806451612903225,0.8825793749150173,29,7417,53,2,0.35365853658536583,0.9483870967741936,0.5151972928877878,1.0,0.9354838709677419,0.9927619406843317,0.9999827979925258,154,0.35365853658536583,0.9483870967741936,0.5151972928877878,,,,,,0.5,5000.0,2000.0,3.0,4.0,,,,,,,,,,,,,,
024_UCR_Anomaly_DISTORTEDInternalBleeding10_3200_4526_4556,24,InternalBleeding,distorted,sand,SAND,Distance-based,Clustering,SAND | Subseq x2,Subseq x2,sand__tab_06,6,auto,auto_ablation,Measures a shorter subsequence context while keeping the rest of SAND fixed.,ablation,subsequence_multiplier,Subseq x2,score_driver,154,1,7501,31,3200,4526,4556,zscore,sigma,3.0,range,datasets\normalized\zscore,0.9117535999976099,0.2822906647393032,0.2143609005411095,"{""alpha"": 0.5, ""batch_size"": 2000, ""init_length"": 5000, ""k"": null, ""overlap"": null, ""subsequence_multiplier"": 2}",,,,,,,0.9946063825193245,0.26653253697033186,0.3114754098360656,0.6129032258064516,0.41304347826086957,0.22580645161290322,0.9253733663626317,19,7428,42,12,0.3114754098360656,0.6903225806451614,0.4292652027027027,1.0,0.6129032258064516,0.9932992540885259,0.9993807277309262,154,0.3114754098360656,0.6903225806451614,0.4292652027027027,,,,,,0.5,5000.0,2000.0,,2.0,,,,,,,,,,,,,,
024_UCR_Anomaly_DISTORTEDInternalBleeding10_3200_4526_4556,24,InternalBleeding,distorted,sand,SAND,Distance-based,Clustering,SAND | Overlap 64,Overlap 64,sand__tab_07,7,auto,auto_ablation,Measures a coarser explicit subsequence step rather than the auto overlap heuristic.,ablation,overlap,Overlap 64,score_driver,154,1,7501,31,3200,4526,4556,zscore,sigma,3.0,range,datasets\normalized\zscore,6.689278999983799,0.3109526821853018,0.22156122574083398,"{""alpha"": 0.5, ""batch_size"": 2000, ""init_length"": 5000, ""k"": null, ""overlap"": 64, ""subsequence_multiplier"": 4}",,,,,,,0.991998099926588,0.2142297526198968,0.22857142857142856,0.25806451612903225,0.24242424242424243,0.22580645161290322,0.9756363594078038,8,7443,27,23,0.22857142857142856,0.40645161290322585,0.2925979680696662,1.0,0.25806451612903225,0.9940350810368143,0.9977250345115275,154,0.22857142857142856,0.40645161290322585,0.2925979680696662,,,,,,0.5,5000.0,2000.0,,4.0,64.0,,,,,,,,,,,,,
036_UCR_Anomaly_DISTORTEDInternalBleeding9_4200_6599_6681,36,InternalBleeding,distorted,sand,SAND,Distance-based,Clustering,SAND | Baseline,Baseline,sand__tab_01,1,auto,auto_ablation,Reference online clustering configuration.,baseline,baseline,Baseline,baseline,175,1,7501,83,4200,6599,6681,zscore,sigma,3.0,range,datasets\normalized\zscore,5.899457999970764,0.35204366027656775,0.20734612594952676,"{""alpha"": 0.5, ""batch_size"": 2000, ""init_length"": 5000, ""k"": null, ""overlap"": null, ""subsequence_multiplier"": 4}",,,,,,,0.31335046305469927,0.007788956200731381,0.0,0.0,0.0,0.0,0.974082038125148,0,7394,24,83,0.0,0.0,0.0,0.0,0.0,0.7051059858685509,0.7067057725636582,175,0.0,0.0,0.0,,,,,,0.5,5000.0,2000.0,,4.0,,,,,,,,,,,,,,
036_UCR_Anomaly_DISTORTEDInternalBleeding9_4200_6599_6681,36,InternalBleeding,distorted,sand,SAND,Distance-based,Clustering,SAND | Alpha 0.7,Alpha 0.7,sand__tab_02,2,auto,auto_ablation,Measures faster adaptation to recent behavior in the online updates.,ablation,alpha,Alpha 0.7,score_driver,175,1,7501,83,4200,6599,6681,zscore,sigma,3.0,range,datasets\normalized\zscore,7.502523500006646,0.3747460845694072,0.2053546888240641,"{""alpha"": 0.7, ""batch_size"": 2000, ""init_length"": 5000, ""k"": null, ""overlap"": null, ""subsequence_multiplier"": 4}",,,,,,,0.2958580073867863,0.007498844945682895,0.0,0.0,0.0,0.0,0.9908101510415996,0,7404,14,83,0.0,0.0,0.0,0.0,0.0,0.7052393014264765,0.7061725103319557,175,0.0,0.0,0.0,,,,,,0.7,5000.0,2000.0,,4.0,,,,,,,,,,,,,,
036_UCR_Anomaly_DISTORTEDInternalBleeding9_4200_6599_6681,36,InternalBleeding,distorted,sand,SAND,Distance-based,Clustering,SAND | Init 3000,Init 3000,sand__tab_03,3,auto,auto_ablation,Measures a shorter initialization phase before online updates take over.,ablation,init_length,Init 3000,score_driver,175,1,7501,83,4200,6599,6681,zscore,sigma,3.0,range,datasets\normalized\zscore,8.313743399980012,0.3045388778612806,0.20807086294107366,"{""alpha"": 0.5, ""batch_size"": 2000, ""init_length"": 3000, ""k"": null, ""overlap"": null, ""subsequence_multiplier"": 4}",,,,,,,0.25083564238079303,0.007106024841898647,0.0,0.0,0.0,0.0,0.9287514666845016,0,7375,43,83,0.0,0.0,0.0,0.0,0.0,0.7054392747633649,0.7083055592587656,175,0.0,0.0,0.0,,,,,,0.5,3000.0,2000.0,,4.0,,,,,,,,,,,,,,
036_UCR_Anomaly_DISTORTEDInternalBleeding9_4200_6599_6681,36,InternalBleeding,distorted,sand,SAND,Distance-based,Clustering,SAND | Batch 1000,Batch 1000,sand__tab_04,4,auto,auto_ablation,Measures finer-grained online updates at the cost of more update steps.,ablation,batch_size,Batch 1000,score_driver,175,1,7501,83,4200,6599,6681,zscore,sigma,3.0,range,datasets\normalized\zscore,5.680061999999452,0.35300756714790793,0.2307603712137665,"{""alpha"": 0.5, ""batch_size"": 1000, ""init_length"": 5000, ""k"": null, ""overlap"": null, ""subsequence_multiplier"": 4}",,,,,,,0.12993467534197184,0.00632273587702404,0.0,0.0,0.0,0.0,1.0452886807892074,0,7418,0,83,0.0,0.0,0.0,0.0,0.0,,0.0,175,0.0,0.0,0.0,,,,,,0.5,5000.0,1000.0,,4.0,,,,,,,,,,,,,,
036_UCR_Anomaly_DISTORTEDInternalBleeding9_4200_6599_6681,36,InternalBleeding,distorted,sand,SAND,Distance-based,Clustering,SAND | k = 3,k = 3,sand__tab_05,5,auto,auto_ablation,Measures a more local nearest-subsequence comparison.,ablation,k,k = 3,score_driver,175,1,7501,83,4200,6599,6681,zscore,sigma,3.0,range,datasets\normalized\zscore,2.668633699999191,0.36361530685860943,0.20768141210501748,"{""alpha"": 0.5, ""batch_size"": 2000, ""init_length"": 5000, ""k"": 3, ""overlap"": null, ""subsequence_multiplier"": 4}",,,,,,,0.22661419471360772,0.006939319733423908,0.0,0.0,0.0,0.0,0.9866595431736619,0,7400,18,83,0.0,0.0,0.0,0.0,0.0,0.7052393014264765,0.7064391414478071,175,0.0,0.0,0.0,,,,,,0.5,5000.0,2000.0,3.0,4.0,,,,,,,,,,,,,,
036_UCR_Anomaly_DISTORTEDInternalBleeding9_4200_6599_6681,36,InternalBleeding,distorted,sand,SAND,Distance-based,Clustering,SAND | Subseq x2,Subseq x2,sand__tab_06,6,auto,auto_ablation,Measures a shorter subsequence context while keeping the rest of SAND fixed.,ablation,subsequence_multiplier,Subseq x2,score_driver,175,1,7501,83,4200,6599,6681,zscore,sigma,3.0,range,datasets\normalized\zscore,0.7235639999853447,0.3851352904683846,0.2051681265993099,"{""alpha"": 0.5, ""batch_size"": 2000, ""init_length"": 5000, ""k"": null, ""overlap"": null, ""subsequence_multiplier"": 2}",,,,,,,0.2531890841879245,0.0071154663900964655,0.0,0.0,0.0,0.0,1.0006396702663143,0,7418,0,83,0.0,0.0,0.0,0.0,0.0,,0.0,175,0.0,0.0,0.0,,,,,,0.5,5000.0,2000.0,,2.0,,,,,,,,,,,,,,
036_UCR_Anomaly_DISTORTEDInternalBleeding9_4200_6599_6681,36,InternalBleeding,distorted,sand,SAND,Distance-based,Clustering,SAND | Overlap 64,Overlap 64,sand__tab_07,7,auto,auto_ablation,Measures a coarser explicit subsequence step rather than the auto overlap heuristic.,ablation,overlap,Overlap 64,score_driver,175,1,7501,83,4200,6599,6681,zscore,sigma,3.0,range,datasets\normalized\zscore,20.66629079997074,0.3631425996159438,0.20884255874819393,"{""alpha"": 0.5, ""batch_size"": 2000, ""init_length"": 5000, ""k"": null, ""overlap"": 64, ""subsequence_multiplier"": 4}",,,,,,,0.23078672197552683,0.00689407480026626,0.0,0.0,0.0,0.0,0.9896702758605256,0,7402,16,83,0.0,0.0,0.0,0.0,0.0,0.7048393547526997,0.7059058792161045,175,0.0,0.0,0.0,,,,,,0.5,5000.0,2000.0,,4.0,64.0,,,,,,,,,,,,,
025_UCR_Anomaly_DISTORTEDInternalBleeding14_2800_5607_5634,25,InternalBleeding,distorted,sand,SAND,Distance-based,Clustering,SAND | Baseline,Baseline,sand__tab_01,1,auto,auto_ablation,Reference online clustering configuration.,baseline,baseline,Baseline,baseline,154,1,7501,28,2800,5607,5634,zscore,sigma,3.0,range,datasets\normalized\zscore,6.654731799964793,0.19256476182416912,0.13874345510111524,"{""alpha"": 0.5, ""batch_size"": 2000, ""init_length"": 5000, ""k"": null, ""overlap"": null, ""subsequence_multiplier"": 4}",,,,,,,0.9995555428112634,0.895835888878208,0.18791946308724833,1.0,0.3163841807909605,0.75,0.6087951271275148,28,7352,121,0,0.18791946308724833,1.0,0.3163841807909605,1.0,1.0,0.9901820696837738,1.0,154,0.18791946308724833,1.0,0.3163841807909605,,,,,,0.5,5000.0,2000.0,,4.0,,,,,,,,,,,,,,
025_UCR_Anomaly_DISTORTEDInternalBleeding14_2800_5607_5634,25,InternalBleeding,distorted,sand,SAND,Distance-based,Clustering,SAND | Alpha 0.7,Alpha 0.7,sand__tab_02,2,auto,auto_ablation,Measures faster adaptation to recent behavior in the online updates.,ablation,alpha,Alpha 0.7,score_driver,154,1,7501,28,2800,5607,5634,zscore,sigma,3.0,range,datasets\normalized\zscore,6.441026899963617,0.22286302652541504,0.14618987412677603,"{""alpha"": 0.7, ""batch_size"": 2000, ""init_length"": 5000, ""k"": null, ""overlap"": null, ""subsequence_multiplier"": 4}",,,,,,,0.9996176712354954,0.9087011913215244,0.16568047337278108,1.0,0.28426395939086296,0.7857142857142857,0.6614326489057432,28,7332,141,0,0.10526315789473684,1.0,0.1904761904761905,1.0,1.0,0.8146195891829807,1.0,154,0.10526315789473684,1.0,0.1904761904761905,,,,,,0.7,5000.0,2000.0,,4.0,,,,,,,,,,,,,,
025_UCR_Anomaly_DISTORTEDInternalBleeding14_2800_5607_5634,25,InternalBleeding,distorted,sand,SAND,Distance-based,Clustering,SAND | Init 3000,Init 3000,sand__tab_03,3,auto,auto_ablation,Measures a shorter initialization phase before online updates take over.,ablation,init_length,Init 3000,score_driver,154,1,7501,28,2800,5607,5634,zscore,sigma,3.0,range,datasets\normalized\zscore,7.547219400003087,0.163013192025989,0.13229393160390227,"{""alpha"": 0.5, ""batch_size"": 2000, ""init_length"": 3000, ""k"": null, ""overlap"": null, ""subsequence_multiplier"": 4}",,,,,,,0.999565101030376,0.8970347408392549,0.175,1.0,0.2978723404255319,0.75,0.5598949868376958,28,7341,132,0,0.175,1.0,0.2978723404255319,1.0,1.0,0.9894597387015065,1.0,154,0.175,1.0,0.2978723404255319,,,,,,0.5,3000.0,2000.0,,4.0,,,,,,,,,,,,,,
025_UCR_Anomaly_DISTORTEDInternalBleeding14_2800_5607_5634,25,InternalBleeding,distorted,sand,SAND,Distance-based,Clustering,SAND | Batch 1000,Batch 1000,sand__tab_04,4,auto,auto_ablation,Measures finer-grained online updates at the cost of more update steps.,ablation,batch_size,Batch 1000,score_driver,154,1,7501,28,2800,5607,5634,zscore,sigma,3.0,range,datasets\normalized\zscore,8.235759100003634,0.2592344255200893,0.15457008806967718,"{""alpha"": 0.5, ""batch_size"": 1000, ""init_length"": 5000, ""k"": null, ""overlap"": null, ""subsequence_multiplier"": 4}",,,,,,,0.9994169486341304,0.8638831156507445,0.16568047337278108,1.0,0.28426395939086296,0.7142857142857143,0.7229446897291207,28,7332,141,0,0.11965811965811966,1.0,0.21374045801526717,1.0,1.0,0.7368106343217355,1.0,154,0.11965811965811966,1.0,0.21374045801526717,,,,,,0.5,5000.0,1000.0,,4.0,,,,,,,,,,,,,,
