dataset_name,dataset_sequence,family,variant,algorithm,algorithm_base_display,algorithm_superfamily,algorithm_category,algorithm_display,algorithm_variant,algorithm_run_id,variant_index,variant_origin,variant_source,variant_focus,variant_family,ablation_parameter,ablation_label,ablation_role,window_size,window_stride,series_length,anomaly_count,train_end,anomaly_start,anomaly_end,normalization_method,threshold_method,threshold_value,evaluation_mode,prepared_dataset_dir,runtime_seconds,score_mean,score_std,params_json,error,param__n_estimators,param__max_samples,param__max_features,param__bootstrap,param__random_state,roc_auc,average_precision,precision,recall,f1,precision_at_k,score_threshold,tp,tn,fp,fn,range_precision,range_recall,range_f1,existence_reward,overlap_reward,affiliation_precision,affiliation_recall,tsb_uad_window,evaluation_precision,evaluation_recall,evaluation_f1,param__n_neighbors,param__algorithm,param__leaf_size,param__metric,param__p,param__alpha,param__init_length,param__batch_size,param__k,param__subsequence_multiplier,param__overlap,param__start_index_multiplier,param__x_lag_multiplier,param__n_bins,param__tol,param__kernel,param__nu,param__gamma,param__train_fraction,param__n_components,param__n_selected_components,param__whiten,param__weighted,param__standardization
029_UCR_Anomaly_DISTORTEDInternalBleeding18_2300_4485_4587,29,InternalBleeding,distorted,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,183,1,7500,103,2300,4485,4587,zscore,sigma,3.0,range,datasets\normalized\zscore,4.763080600008834,0.5499723886149693,0.20133330395569973,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.7700720969272508,0.03014126905812919,0.0,0.0,0.0,0.0,1.1539723004820686,0,7397,0,103,0.0,0.0,0.0,0.0,0.0,,0.0,183,0.0,0.0,0.0,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
138_UCR_Anomaly_InternalBleeding19_3000_4187_4197,138,InternalBleeding,raw,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,183,1,7500,11,3000,4187,4197,zscore,sigma,3.0,range,datasets\normalized\zscore,5.237805200042203,0.31143299838747407,0.16658315866565124,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.9672610738173564,0.022934531157345624,0.0,0.0,0.0,0.0,0.8111824743844278,0,7308,181,11,0.0,0.0,0.0,0.0,0.0,0.9680707182320442,0.9932,183,0.0,0.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
138_UCR_Anomaly_InternalBleeding19_3000_4187_4197,138,InternalBleeding,raw,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,183,1,7500,11,3000,4187,4197,zscore,sigma,3.0,range,datasets\normalized\zscore,4.750312899996061,0.27928726310068,0.1698924695959743,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.9672610738173564,0.022934531157345624,0.0,0.0,0.0,0.0,0.788964671888603,0,7272,217,11,0.0,0.0,0.0,0.0,0.0,0.966536405529954,0.9945333333333334,183,0.0,0.0,0.0,,,,,,,,,,,,2.0,,,,,,,,,,,,
138_UCR_Anomaly_InternalBleeding19_3000_4187_4197,138,InternalBleeding,raw,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,183,1,7500,11,3000,4187,4197,zscore,sigma,3.0,range,datasets\normalized\zscore,5.7154986000387,0.30443141850459404,0.17211261501927985,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.9664234817125724,0.022253099139821902,0.0,0.0,0.0,0.0,0.8207692635624335,0,7317,172,11,0.0,0.0,0.0,0.0,0.0,0.9688356589147287,0.9932,183,0.0,0.0,0.0,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
137_UCR_Anomaly_InternalBleeding18_2300_4485_4587,137,InternalBleeding,raw,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,183,1,7500,103,2300,4485,4587,zscore,sigma,3.0,range,datasets\normalized\zscore,7.771496000001207,0.5189093105093089,0.23255107699711583,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.9926590549041793,0.5981039804870136,0.0,0.0,0.0,0.7669902912621359,1.2165625415006565,0,7397,0,103,0.0,0.0,0.0,0.0,0.0,,0.0,183,0.0,0.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
137_UCR_Anomaly_InternalBleeding18_2300_4485_4587,137,InternalBleeding,raw,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,183,1,7500,103,2300,4485,4587,zscore,sigma,3.0,range,datasets\normalized\zscore,6.877114599978086,0.46480675938298016,0.23836517677062968,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.9933205668527388,0.5146380082522168,0.0,0.0,0.0,0.5242718446601942,1.1799022896948692,0,7397,0,103,0.0,0.0,0.0,0.0,0.0,,0.0,183,0.0,0.0,0.0,,,,,,,,,,,,2.0,,,,,,,,,,,,
137_UCR_Anomaly_InternalBleeding18_2300_4485_4587,137,InternalBleeding,raw,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,183,1,7500,103,2300,4485,4587,zscore,sigma,3.0,range,datasets\normalized\zscore,5.498705099977087,0.5074486682530926,0.24154058557215,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.963681156490889,0.18957776652819172,0.0,0.0,0.0,0.0,1.2320704249695427,0,7397,0,103,0.0,0.0,0.0,0.0,0.0,,0.0,183,0.0,0.0,0.0,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
098_UCR_Anomaly_NOISEInternalBleeding16_1200_4187_4199,98,InternalBleeding,noise,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,183,1,7501,13,1200,4187,4199,zscore,sigma,3.0,range,datasets\normalized\zscore,5.388587599969469,0.7637371767388004,0.16862861120851932,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.38054220085470086,0.0027706734867860186,0.0,0.0,0.0,0.0,1.2696230103643584,0,7488,0,13,0.0,0.0,0.0,0.0,0.0,,0.0,183,0.0,0.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
098_UCR_Anomaly_NOISEInternalBleeding16_1200_4187_4199,98,InternalBleeding,noise,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,183,1,7501,13,1200,4187,4199,zscore,sigma,3.0,range,datasets\normalized\zscore,4.615310000022873,0.7459480324271105,0.20895200504687925,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.41394436226167,0.001566461297321263,0.0,0.0,0.0,0.0,1.3728040475677483,0,7488,0,13,0.0,0.0,0.0,0.0,0.0,,0.0,183,0.0,0.0,0.0,,,,,,,,,,,,2.0,,,,,,,,,,,,
098_UCR_Anomaly_NOISEInternalBleeding16_1200_4187_4199,98,InternalBleeding,noise,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,183,1,7501,13,1200,4187,4199,zscore,sigma,3.0,range,datasets\normalized\zscore,4.6227221000008285,0.7639569581168372,0.16833934197803854,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.3735977564102564,0.0027403035413153458,0.0,0.0,0.0,0.0,1.2689749840509528,0,7488,0,13,0.0,0.0,0.0,0.0,0.0,,0.0,183,0.0,0.0,0.0,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
136_UCR_Anomaly_InternalBleeding17_1600_3198_3309,136,InternalBleeding,raw,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,183,1,7500,112,1600,3198,3309,zscore,sigma,3.0,range,datasets\normalized\zscore,6.560288299981039,0.20918226600833761,0.14602391031910053,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.9993896956454482,0.9243376595873224,0.5803108808290155,1.0,0.7344262295081967,0.9464285714285714,0.6472539969656392,112,7307,81,0,0.5803108808290155,1.0,0.7344262295081967,1.0,1.0,0.9914576856649396,1.0,183,0.5803108808290155,1.0,0.7344262295081967,,,,,,,,,,,,1.0,,,,,,,,,,,,
136_UCR_Anomaly_InternalBleeding17_1600_3198_3309,136,InternalBleeding,raw,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,183,1,7500,112,1600,3198,3309,zscore,sigma,3.0,range,datasets\normalized\zscore,9.176546400005464,0.1882776168919329,0.14580116666517684,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.9993896956454482,0.9243376595873224,0.56,1.0,0.717948717948718,0.9464285714285714,0.6256811168874634,112,7300,88,0,0.56,1.0,0.717948717948718,1.0,1.0,0.9908266666666666,1.0,183,0.56,1.0,0.717948717948718,,,,,,,,,,,,2.0,,,,,,,,,,,,
136_UCR_Anomaly_InternalBleeding17_1600_3198_3309,136,InternalBleeding,raw,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,183,1,7500,112,1600,3198,3309,zscore,sigma,3.0,range,datasets\normalized\zscore,8.10468419996323,0.20606437939748182,0.14709096885788012,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.9993631081290124,0.9163700169584548,0.5894736842105263,1.0,0.7417218543046358,0.9464285714285714,0.6473372859711222,112,7310,78,0,0.5894736842105263,1.0,0.7417218543046357,1.0,1.0,0.9917333333333334,1.0,183,0.5894736842105263,1.0,0.7417218543046357,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
135_UCR_Anomaly_InternalBleeding16_1200_4187_4199,135,InternalBleeding,raw,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,183,1,7501,13,1200,4187,4199,zscore,sigma,3.0,range,datasets\normalized\zscore,6.136960099975113,0.5019925084290141,0.21928105569484022,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.8309294871794871,0.009863429438543247,0.0,0.0,0.0,0.0,1.1598356755135346,0,7488,0,13,0.0,0.0,0.0,0.0,0.0,,0.0,183,0.0,0.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
135_UCR_Anomaly_InternalBleeding16_1200_4187_4199,135,InternalBleeding,raw,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,183,1,7501,13,1200,4187,4199,zscore,sigma,3.0,range,datasets\normalized\zscore,5.753925399971195,0.4494390957870122,0.23238734048746834,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.8404626890203813,0.0056104772427239226,0.0,0.0,0.0,0.0,1.1466011172494173,0,7488,0,13,0.0,0.0,0.0,0.0,0.0,,0.0,183,0.0,0.0,0.0,,,,,,,,,,,,2.0,,,,,,,,,,,,
135_UCR_Anomaly_InternalBleeding16_1200_4187_4199,135,InternalBleeding,raw,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,183,1,7501,13,1200,4187,4199,zscore,sigma,3.0,range,datasets\normalized\zscore,5.621012100018561,0.49180044645306054,0.22818198106344922,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.8327991452991453,0.009969325153374233,0.0,0.0,0.0,0.0,1.1763463896434083,0,7488,0,13,0.0,0.0,0.0,0.0,0.0,,0.0,183,0.0,0.0,0.0,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
134_UCR_Anomaly_InternalBleeding15_1700_5684_5854,134,InternalBleeding,raw,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,173,1,7601,171,1700,5684,5854,zscore,sigma,3.0,range,datasets\normalized\zscore,8.86879500001669,0.2061920420916455,0.1453062642184556,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.9779225992302425,0.31584704639089134,0.3218884120171674,0.43859649122807015,0.3712871287128713,0.0935672514619883,0.6421108347470124,75,7272,158,96,0.7520161290322581,0.25012531328320803,0.3753926580136521,1.0,0.06265664160401002,0.9598042498361126,0.9992267868724568,173,0.7520161290322581,0.25012531328320803,0.3753926580136521,,,,,,,,,,,,1.0,,,,,,,,,,,,
134_UCR_Anomaly_InternalBleeding15_1700_5684_5854,134,InternalBleeding,raw,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,173,1,7601,171,1700,5684,5854,zscore,sigma,3.0,range,datasets\normalized\zscore,10.726097800012212,0.20425299392919147,0.14739715450428267,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.9779225992302425,0.3158470463908914,0.2914798206278027,0.38011695906432746,0.3299492385786802,0.0935672514619883,0.6464444574420395,65,7272,158,106,0.75,0.250682261208577,0.37576702055128075,1.0,0.06335282651072124,0.9580017498287634,0.9991267692539686,173,0.75,0.250682261208577,0.37576702055128075,,,,,,,,,,,,2.0,,,,,,,,,,,,
134_UCR_Anomaly_InternalBleeding15_1700_5684_5854,134,InternalBleeding,raw,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,173,1,7601,171,1700,5684,5854,zscore,sigma,3.0,range,datasets\normalized\zscore,7.571598499955144,0.20449284894681882,0.14075401639101798,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.9785782311318899,0.3181657989962704,0.4132841328413284,0.6549707602339181,0.5067873303167421,0.10526315789473684,0.6267548981198727,112,7271,159,59,0.6121212121212121,0.3309941520467836,0.42965802329951147,1.0,0.16374269005847952,0.9652978269027527,0.9995041434221875,173,0.6121212121212121,0.3309941520467836,0.42965802329951147,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
142_UCR_Anomaly_InternalBleeding6_1500_3474_3629,142,InternalBleeding,raw,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,154,1,7654,156,1500,3474,3629,zscore,sigma,3.0,range,datasets\normalized\zscore,6.727517199993599,0.12703399963630677,0.13332718678387515,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.9922252771679286,0.7631626174816986,0.5576923076923077,0.7435897435897436,0.6373626373626373,0.6346153846153846,0.5270155599879323,116,7406,92,40,0.25,0.7948717948717949,0.3803680981595092,1.0,0.7435897435897436,0.9819237301762779,0.9993136653869604,154,0.25,0.7948717948717949,0.3803680981595092,,,,,,,,,,,,1.0,,,,,,,,,,,,
142_UCR_Anomaly_InternalBleeding6_1500_3474_3629,142,InternalBleeding,raw,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,154,1,7654,156,1500,3474,3629,zscore,sigma,3.0,range,datasets\normalized\zscore,6.589643899991643,0.1247512079058484,0.13448433526781292,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.9922252771679285,0.7631626174816986,0.5576923076923077,0.7435897435897436,0.6373626373626373,0.6346153846153846,0.5282042137092872,116,7406,92,40,0.25,0.7948717948717949,0.3803680981595092,1.0,0.7435897435897436,0.9819237301762779,0.9993136653869604,154,0.25,0.7948717948717949,0.3803680981595092,,,,,,,,,,,,2.0,,,,,,,,,,,,
142_UCR_Anomaly_InternalBleeding6_1500_3474_3629,142,InternalBleeding,raw,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,154,1,7654,156,1500,3474,3629,zscore,sigma,3.0,range,datasets\normalized\zscore,6.86912879999727,0.12646900870106534,0.13282103808791343,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.9923509517067799,0.7650812611464688,0.5771144278606966,0.7435897435897436,0.6498599439775911,0.6346153846153846,0.5249321229648056,116,7413,85,40,0.3333333333333333,0.7948717948717949,0.4696969696969697,1.0,0.7435897435897436,0.9829328663710453,0.9993136653869604,154,0.3333333333333333,0.7948717948717949,0.4696969696969697,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
026_UCR_Anomaly_DISTORTEDInternalBleeding15_1700_5684_5854,26,InternalBleeding,distorted,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,173,1,7601,171,1700,5684,5854,zscore,sigma,3.0,range,datasets\normalized\zscore,7.788745500030927,0.3065711405248113,0.12940345927798566,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.9901844112299591,0.5124824856155259,0.6041666666666666,0.5087719298245614,0.5523809523809524,0.6432748538011696,0.6947815183587682,87,7373,57,84,0.75,0.335672514619883,0.463775922434689,1.0,0.1695906432748538,0.9877099504451168,0.9990621424850993,173,0.75,0.335672514619883,0.463775922434689,,,,,,,,,,,,1.0,,,,,,,,,,,,
026_UCR_Anomaly_DISTORTEDInternalBleeding15_1700_5684_5854,26,InternalBleeding,distorted,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,173,1,7601,171,1700,5684,5854,zscore,sigma,3.0,range,datasets\normalized\zscore,7.5828873999998905,0.3008755771556348,0.13652270740734976,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.9901844112299593,0.5124824856155259,0.5338983050847458,0.3684210526315789,0.4359861591695502,0.6432748538011696,0.7104436993776841,63,7375,55,108,0.8,0.2736842105263158,0.407843137254902,1.0,0.09210526315789473,0.9855282199710564,0.9987493950857497,173,0.8,0.2736842105263158,0.407843137254902,,,,,,,,,,,,2.0,,,,,,,,,,,,
026_UCR_Anomaly_DISTORTEDInternalBleeding15_1700_5684_5854,26,InternalBleeding,distorted,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,173,1,7601,171,1700,5684,5854,zscore,sigma,3.0,range,datasets\normalized\zscore,7.517042399966158,0.30132494440436813,0.12986887657052001,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.9905267880333404,0.5199835626324957,0.6392405063291139,0.5906432748538012,0.6139817629179332,0.6549707602339181,0.6909315741159281,101,7373,57,70,0.75,0.357504873294347,0.48420311537446087,1.0,0.1968810916179337,0.9887989421778279,0.9991483115102583,173,0.75,0.357504873294347,0.48420311537446087,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
099_UCR_Anomaly_NOISEInternalBleeding6_1500_3474_3629,99,InternalBleeding,noise,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,154,1,7654,156,1500,3474,3629,zscore,sigma,3.0,range,datasets\normalized\zscore,6.663398100004997,0.2265105820210752,0.11460311782507043,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.9887790590311263,0.7422425035845615,0.5336538461538461,0.7115384615384616,0.6098901098901099,0.6346153846153846,0.5703199354962865,111,7401,97,45,0.3333333333333333,0.7692307692307694,0.4651162790697675,1.0,0.7115384615384616,0.9807271461880164,0.9991248082115601,154,0.3333333333333333,0.7692307692307694,0.4651162790697675,,,,,,,,,,,,1.0,,,,,,,,,,,,
099_UCR_Anomaly_NOISEInternalBleeding6_1500_3474_3629,99,InternalBleeding,noise,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,154,1,7654,156,1500,3474,3629,zscore,sigma,3.0,range,datasets\normalized\zscore,6.232860199990682,0.22263333117168158,0.11885216159656377,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.9887790590311263,0.7422425035845613,0.5392156862745098,0.7051282051282052,0.6111111111111112,0.6346153846153846,0.5791898159613729,110,7404,94,46,0.25,0.7641025641025643,0.37673830594184576,1.0,0.7051282051282052,0.9809544669710057,0.9990908892953576,154,0.25,0.7641025641025643,0.37673830594184576,,,,,,,,,,,,2.0,,,,,,,,,,,,
099_UCR_Anomaly_NOISEInternalBleeding6_1500_3474_3629,99,InternalBleeding,noise,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,154,1,7654,156,1500,3474,3629,zscore,sigma,3.0,range,datasets\normalized\zscore,6.459946999966633,0.2252517044709285,0.1140535916636106,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.9874291263995184,0.7381727939212562,0.5441176470588235,0.7115384615384616,0.6166666666666667,0.6410256410256411,0.5674124794617603,111,7405,93,45,0.3333333333333333,0.7692307692307694,0.4651162790697675,1.0,0.7115384615384616,0.9812535544659463,0.9991248082115601,154,0.3333333333333333,0.7692307692307694,0.4651162790697675,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
034_UCR_Anomaly_DISTORTEDInternalBleeding6_1500_3474_3629,34,InternalBleeding,distorted,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,154,1,7654,156,1500,3474,3629,zscore,sigma,3.0,range,datasets\normalized\zscore,6.180207600002177,0.2482299003156901,0.15627932636131828,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.9636296174706418,0.2378484407360393,0.31208053691275167,0.5961538461538461,0.40969162995594716,0.09615384615384616,0.717067879399645,93,7293,205,63,0.4,0.43846153846153846,0.41834862385321103,1.0,0.2980769230769231,0.958521929140003,0.9985289240417279,154,0.4,0.43846153846153846,0.41834862385321103,,,,,,,,,,,,1.0,,,,,,,,,,,,
034_UCR_Anomaly_DISTORTEDInternalBleeding6_1500_3474_3629,34,InternalBleeding,distorted,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,154,1,7654,156,1500,3474,3629,zscore,sigma,3.0,range,datasets\normalized\zscore,6.120770199981052,0.24332578697763835,0.16004129091569638,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.9637544370806574,0.2378858807030674,0.3037542662116041,0.5705128205128205,0.39643652561247217,0.09615384615384616,0.7234496597247275,89,7294,204,67,0.4,0.42820512820512824,0.41362229102167186,1.0,0.28525641025641024,0.9579099821548169,0.9984669487380489,154,0.4,0.42820512820512824,0.41362229102167186,,,,,,,,,,,,2.0,,,,,,,,,,,,
034_UCR_Anomaly_DISTORTEDInternalBleeding6_1500_3474_3629,34,InternalBleeding,distorted,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,154,1,7654,156,1500,3474,3629,zscore,sigma,3.0,range,datasets\normalized\zscore,6.203956499986816,0.24938883218058583,0.15850709532523455,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.9631337587459219,0.24177895863791912,0.3221476510067114,0.6153846153846154,0.42290748898678415,0.09615384615384616,0.7249101181562895,96,7296,202,60,0.2,0.6923076923076923,0.31034482758620696,1.0,0.6153846153846154,0.9590397090261179,0.9984874675885913,154,0.2,0.6923076923076923,0.31034482758620696,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
114_UCR_Anomaly_CIMIS44AirTemperature2_4000_5703_5727,114,CIMIS44AirTemperature,raw,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,24,1,8184,25,4000,5703,5727,zscore,sigma,3.0,range,datasets\normalized\zscore,5.680342700041365,0.29513924330744873,0.15860721114377593,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.36852555460227976,0.005519782009022907,0.0,0.0,0.0,0.0,0.7709608767387766,0,8064,95,25,0.0,0.0,0.0,0.0,0.0,0.5464307763543758,0.9444037145650048,24,0.0,0.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
114_UCR_Anomaly_CIMIS44AirTemperature2_4000_5703_5727,114,CIMIS44AirTemperature,raw,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,24,1,8184,25,4000,5703,5727,zscore,sigma,3.0,range,datasets\normalized\zscore,5.598407099954784,0.29202923760396304,0.15873875319840777,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.36967275401397237,0.005524502739675809,0.0,0.0,0.0,0.0,0.7682454971991863,0,8064,95,25,0.0,0.0,0.0,0.0,0.0,0.5464307763543758,0.9444037145650048,24,0.0,0.0,0.0,,,,,,,,,,,,2.0,,,,,,,,,,,,
