dataset_name,dataset_sequence,family,variant,algorithm,algorithm_base_display,algorithm_superfamily,algorithm_category,algorithm_display,algorithm_variant,algorithm_run_id,variant_index,variant_origin,variant_source,variant_focus,variant_family,ablation_parameter,ablation_label,ablation_role,window_size,window_stride,series_length,anomaly_count,train_end,anomaly_start,anomaly_end,normalization_method,threshold_method,threshold_value,evaluation_mode,prepared_dataset_dir,runtime_seconds,score_mean,score_std,params_json,error,param__n_estimators,param__max_samples,param__max_features,param__bootstrap,param__random_state,roc_auc,average_precision,precision,recall,f1,precision_at_k,score_threshold,tp,tn,fp,fn,range_precision,range_recall,range_f1,existence_reward,overlap_reward,affiliation_precision,affiliation_recall,tsb_uad_window,evaluation_precision,evaluation_recall,evaluation_f1,param__n_neighbors,param__algorithm,param__leaf_size,param__metric,param__p,param__alpha,param__init_length,param__batch_size,param__k,param__subsequence_multiplier,param__overlap,param__start_index_multiplier,param__x_lag_multiplier,param__n_bins,param__tol,param__kernel,param__nu,param__gamma,param__train_fraction,param__n_components,param__n_selected_components,param__whiten,param__weighted,param__standardization
144_UCR_Anomaly_InternalBleeding9_4200_6599_6681,144,InternalBleeding,raw,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,175,1,7501,83,4200,6599,6681,zscore,sigma,3.0,range,datasets\normalized\zscore,36.738673299958464,0.4542709170227074,0.23401268586665533,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.6465159640990492,0.018710991332285796,0.0,0.0,0.0,0.0,1.1563089746226733,0,7418,0,83,0.0,0.0,0.0,0.0,0.0,,0.0,175,0.0,0.0,0.0,,,,,,,,,,,,2.0,,,,,,,,,,,,
144_UCR_Anomaly_InternalBleeding9_4200_6599_6681,144,InternalBleeding,raw,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,175,1,7501,83,4200,6599,6681,zscore,sigma,3.0,range,datasets\normalized\zscore,22.20358239999041,0.3455471363385807,0.21113518056978153,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.34119708816392563,0.016609965979587752,0.0,0.0,0.0,0.0,0.9789526780479253,0,7396,22,83,0.0,0.0,0.0,0.0,0.0,0.13524863351553132,0.3526196507132383,175,0.0,0.0,0.0,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
133_UCR_Anomaly_InternalBleeding14_2800_5607_5634,133,InternalBleeding,raw,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,154,1,7501,28,2800,5607,5634,zscore,sigma,3.0,range,datasets\normalized\zscore,32.74759859999176,0.10911689421576225,0.1412559216732496,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.988511020626637,0.1345762656750044,0.15384615384615385,1.0,0.26666666666666666,0.0,0.532884659235511,28,7319,154,0,0.08484848484848485,1.0,0.1564245810055866,1.0,1.0,0.9877950339222171,1.0,154,0.08484848484848485,1.0,0.1564245810055866,,,,,,,,,,,,1.0,,,,,,,,,,,,
133_UCR_Anomaly_InternalBleeding14_2800_5607_5634,133,InternalBleeding,raw,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,154,1,7501,28,2800,5607,5634,zscore,sigma,3.0,range,datasets\normalized\zscore,29.20437699998729,0.10205619029079965,0.14118509476976365,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.9885110206266369,0.1345762656750044,0.15384615384615385,1.0,0.26666666666666666,0.0,0.5256114746000906,28,7319,154,0,0.08484848484848485,1.0,0.1564245810055866,1.0,1.0,0.9877950339222171,1.0,154,0.08484848484848485,1.0,0.1564245810055866,,,,,,,,,,,,2.0,,,,,,,,,,,,
133_UCR_Anomaly_InternalBleeding14_2800_5607_5634,133,InternalBleeding,raw,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,154,1,7501,28,2800,5607,5634,zscore,sigma,3.0,range,datasets\normalized\zscore,256.79705809999723,0.1047322534744495,0.14450706491712614,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.9850652826365393,0.108636271516088,0.14659685863874344,1.0,0.2557077625570776,0.0,0.5382534482258279,28,7310,163,0,0.08433734939759036,1.0,0.15555555555555556,1.0,1.0,0.987032095546074,1.0,154,0.08433734939759036,1.0,0.15555555555555556,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
132_UCR_Anomaly_InternalBleeding10_3200_4526_4556,132,InternalBleeding,raw,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,154,1,7501,31,3200,4526,4556,zscore,sigma,3.0,range,datasets\normalized\zscore,340.5766440000152,0.21633363343031706,0.16991358526248695,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.9934447467288509,0.23077689805987478,0.15048543689320387,1.0,0.2616033755274262,0.16129032258064516,0.726074389217778,31,7295,175,0,0.060546875,1.0,0.1141804788213628,1.0,1.0,0.8301753940898495,1.0,154,0.060546875,1.0,0.1141804788213628,,,,,,,,,,,,1.0,,,,,,,,,,,,
132_UCR_Anomaly_InternalBleeding10_3200_4526_4556,132,InternalBleeding,raw,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,154,1,7501,31,3200,4526,4556,zscore,sigma,3.0,range,datasets\normalized\zscore,200.8367159999907,0.20289775931720228,0.169783579987017,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.9934447467288509,0.23077689805987478,0.1336206896551724,1.0,0.23574144486692014,0.16129032258064516,0.7122484992782534,31,7269,201,0,0.03974358974358975,1.0,0.07644882860665846,1.0,1.0,0.8169703809606995,1.0,154,0.03974358974358975,1.0,0.07644882860665846,,,,,,,,,,,,2.0,,,,,,,,,,,,
132_UCR_Anomaly_InternalBleeding10_3200_4526_4556,132,InternalBleeding,raw,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,154,1,7501,31,3200,4526,4556,zscore,sigma,3.0,range,datasets\normalized\zscore,9.943394500005525,0.20592867065152595,0.1718499666835847,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.9883275035626377,0.14550164617147926,0.14351851851851852,1.0,0.25101214574898784,0.0,0.7214785707022802,31,7285,185,0,0.060546875,1.0,0.1141804788213628,1.0,1.0,0.8163059740182791,1.0,154,0.060546875,1.0,0.1141804788213628,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
024_UCR_Anomaly_DISTORTEDInternalBleeding10_3200_4526_4556,24,InternalBleeding,distorted,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,154,1,7501,31,3200,4526,4556,zscore,sigma,3.0,range,datasets\normalized\zscore,4.4410987999872304,0.48155621096909473,0.20745014485748428,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.9836010709504684,0.14351851851851852,0.0,0.0,0.0,0.0,1.1039066455415476,0,7470,0,31,0.0,0.0,0.0,0.0,0.0,,0.0,154,0.0,0.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
024_UCR_Anomaly_DISTORTEDInternalBleeding10_3200_4526_4556,24,InternalBleeding,distorted,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,154,1,7501,31,3200,4526,4556,zscore,sigma,3.0,range,datasets\normalized\zscore,5.6583858000230975,0.5394484709071269,0.21235824856550856,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.9368743792373797,0.10278590463419188,0.0,0.0,0.0,0.0967741935483871,1.1765232166036526,0,7470,0,31,0.0,0.0,0.0,0.0,0.0,,0.0,154,0.0,0.0,0.0,,,,,,,,,,,,2.0,,,,,,,,,,,,
024_UCR_Anomaly_DISTORTEDInternalBleeding10_3200_4526_4556,24,InternalBleeding,distorted,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,154,1,7501,31,3200,4526,4556,zscore,sigma,3.0,range,datasets\normalized\zscore,4.57501680002315,0.48071974175771653,0.20754560875452124,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.9836010709504686,0.14351851851851852,0.0,0.0,0.0,0.0,1.1033565680212802,0,7470,0,31,0.0,0.0,0.0,0.0,0.0,,0.0,154,0.0,0.0,0.0,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
036_UCR_Anomaly_DISTORTEDInternalBleeding9_4200_6599_6681,36,InternalBleeding,distorted,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,175,1,7501,83,4200,6599,6681,zscore,sigma,3.0,range,datasets\normalized\zscore,5.85613899998134,0.4877380092031362,0.19236846383091874,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.32563984706688714,0.011126271615720221,0.0,0.0,0.0,0.0,1.0648434006958925,0,7418,0,83,0.0,0.0,0.0,0.0,0.0,,0.0,175,0.0,0.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
036_UCR_Anomaly_DISTORTEDInternalBleeding9_4200_6599_6681,36,InternalBleeding,distorted,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,175,1,7501,83,4200,6599,6681,zscore,sigma,3.0,range,datasets\normalized\zscore,10.540010700002313,0.5973728712868981,0.2178834770280287,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.784673880206726,0.03218316323936468,0.0,0.0,0.0,0.0,1.2510233023709842,0,7418,0,83,0.0,0.0,0.0,0.0,0.0,,0.0,175,0.0,0.0,0.0,,,,,,,,,,,,2.0,,,,,,,,,,,,
036_UCR_Anomaly_DISTORTEDInternalBleeding9_4200_6599_6681,36,InternalBleeding,distorted,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,175,1,7501,83,4200,6599,6681,zscore,sigma,3.0,range,datasets\normalized\zscore,4.69457400002284,0.4891592387399548,0.1908719644215574,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.3230037973408869,0.011075824900007053,0.0,0.0,0.0,0.0,1.0617751320046271,0,7418,0,83,0.0,0.0,0.0,0.0,0.0,,0.0,175,0.0,0.0,0.0,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
025_UCR_Anomaly_DISTORTEDInternalBleeding14_2800_5607_5634,25,InternalBleeding,distorted,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,154,1,7501,28,2800,5607,5634,zscore,sigma,3.0,range,datasets\normalized\zscore,5.136434800049756,0.302362011939848,0.14923131116787175,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.9906998528034257,0.16015530439266087,0.1794871794871795,1.0,0.30434782608695654,0.0,0.7500559454434632,28,7345,128,0,0.1794871794871795,1.0,0.30434782608695654,1.0,1.0,0.9898936552049471,1.0,154,0.1794871794871795,1.0,0.30434782608695654,,,,,,,,,,,,1.0,,,,,,,,,,,,
025_UCR_Anomaly_DISTORTEDInternalBleeding14_2800_5607_5634,25,InternalBleeding,distorted,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,154,1,7501,28,2800,5607,5634,zscore,sigma,3.0,range,datasets\normalized\zscore,6.554193100018892,0.271028448342356,0.14466520303810895,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.9906998528034257,0.1601553043926609,0.17834394904458598,1.0,0.3027027027027027,0.0,0.7050240574566828,28,7344,129,0,0.17834394904458598,1.0,0.3027027027027027,1.0,1.0,0.9898162198331093,1.0,154,0.17834394904458598,1.0,0.3027027027027027,,,,,,,,,,,,2.0,,,,,,,,,,,,
025_UCR_Anomaly_DISTORTEDInternalBleeding14_2800_5607_5634,25,InternalBleeding,distorted,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,154,1,7501,28,2800,5607,5634,zscore,sigma,3.0,range,datasets\normalized\zscore,5.008569400000852,0.29647463097179744,0.14561924284374997,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.9906663990365315,0.16198687023441932,0.17834394904458598,1.0,0.3027027027027027,0.0,0.7333323595030474,28,7344,129,0,0.17834394904458598,1.0,0.3027027027027027,1.0,1.0,0.9898332027067304,1.0,154,0.17834394904458598,1.0,0.3027027027027027,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
027_UCR_Anomaly_DISTORTEDInternalBleeding16_1200_4187_4199,27,InternalBleeding,distorted,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,183,1,7501,13,1200,4187,4199,zscore,sigma,3.0,range,datasets\normalized\zscore,5.655505599977914,0.5694267989105296,0.19802427241442275,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.515090811965812,0.003520173300839426,0.0,0.0,0.0,0.0,1.1634996161537978,0,7488,0,13,0.0,0.0,0.0,0.0,0.0,,0.0,183,0.0,0.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
027_UCR_Anomaly_DISTORTEDInternalBleeding16_1200_4187_4199,27,InternalBleeding,distorted,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,183,1,7501,13,1200,4187,4199,zscore,sigma,3.0,range,datasets\normalized\zscore,9.349984000029508,0.5868282758169007,0.18910501343196703,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.7748089250493098,0.0038919800385301896,0.0,0.0,0.0,0.0,1.1541433161128016,0,7488,0,13,0.0,0.0,0.0,0.0,0.0,,0.0,183,0.0,0.0,0.0,,,,,,,,,,,,2.0,,,,,,,,,,,,
027_UCR_Anomaly_DISTORTEDInternalBleeding16_1200_4187_4199,27,InternalBleeding,distorted,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,183,1,7501,13,1200,4187,4199,zscore,sigma,3.0,range,datasets\normalized\zscore,5.769115999981295,0.5652432841944369,0.1957968133812169,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.5256410256410257,0.0035971223021582736,0.0,0.0,0.0,0.0,1.1526337243380875,0,7488,0,13,0.0,0.0,0.0,0.0,0.0,,0.0,183,0.0,0.0,0.0,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
028_UCR_Anomaly_DISTORTEDInternalBleeding17_1600_3198_3309,28,InternalBleeding,distorted,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,183,1,7500,112,1600,3198,3309,zscore,sigma,3.0,range,datasets\normalized\zscore,5.4084303000126965,0.48804232447800083,0.19757074745984893,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.6782560039446206,0.03730729155579042,0.0,0.0,0.0,0.017857142857142856,1.0807545668575476,0,7388,0,112,0.0,0.0,0.0,0.0,0.0,,0.0,183,0.0,0.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
028_UCR_Anomaly_DISTORTEDInternalBleeding17_1600_3198_3309,28,InternalBleeding,distorted,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,183,1,7500,112,1600,3198,3309,zscore,sigma,3.0,range,datasets\normalized\zscore,5.325622999982443,0.4761178310734231,0.20899547632615592,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.6892753209838348,0.038397413221880825,0.0,0.0,0.0,0.017857142857142856,1.1031042600518908,0,7388,0,112,0.0,0.0,0.0,0.0,0.0,,0.0,183,0.0,0.0,0.0,,,,,,,,,,,,2.0,,,,,,,,,,,,
028_UCR_Anomaly_DISTORTEDInternalBleeding17_1600_3198_3309,28,InternalBleeding,distorted,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,183,1,7500,112,1600,3198,3309,zscore,sigma,3.0,range,datasets\normalized\zscore,4.994276000012178,0.4877417197810754,0.19771957454814396,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.6782560039446206,0.03730729155579042,0.0,0.0,0.0,0.017857142857142856,1.0809004434255072,0,7388,0,112,0.0,0.0,0.0,0.0,0.0,,0.0,183,0.0,0.0,0.0,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
031_UCR_Anomaly_DISTORTEDInternalBleeding20_2700_5759_5919,31,InternalBleeding,distorted,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,183,1,7500,161,2700,5759,5919,zscore,sigma,3.0,range,datasets\normalized\zscore,6.0321899999980815,0.17293947757266237,0.10155520140823192,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.9971140313089518,0.8017618065151271,0.817258883248731,1.0,0.8994413407821229,0.8198757763975155,0.4776050817973581,161,7303,36,0,0.817258883248731,1.0,0.899441340782123,1.0,1.0,0.9953732656514382,1.0,183,0.817258883248731,1.0,0.899441340782123,,,,,,,,,,,,1.0,,,,,,,,,,,,
031_UCR_Anomaly_DISTORTEDInternalBleeding20_2700_5759_5919,31,InternalBleeding,distorted,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,183,1,7500,161,2700,5759,5919,zscore,sigma,3.0,range,datasets\normalized\zscore,6.143207699991763,0.1670164974090025,0.10518850571986657,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.9971140313089519,0.8017618065151271,0.8214285714285714,1.0,0.9019607843137255,0.8198757763975155,0.48258201456860217,161,7304,35,0,0.8214285714285714,1.0,0.9019607843137255,1.0,1.0,0.9954639455782314,1.0,183,0.8214285714285714,1.0,0.9019607843137255,,,,,,,,,,,,2.0,,,,,,,,,,,,
031_UCR_Anomaly_DISTORTEDInternalBleeding20_2700_5759_5919,31,InternalBleeding,distorted,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,183,1,7500,161,2700,5759,5919,zscore,sigma,3.0,range,datasets\normalized\zscore,6.196499400015455,0.16817783901822983,0.10072512275454253,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.9970480179488632,0.7857295452725324,0.8214285714285714,1.0,0.9019607843137255,0.8198757763975155,0.47035320728185737,161,7304,35,0,0.8214285714285714,1.0,0.9019607843137255,1.0,1.0,0.9954639455782314,1.0,183,0.8214285714285714,1.0,0.9019607843137255,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
030_UCR_Anomaly_DISTORTEDInternalBleeding19_3000_4187_4197,30,InternalBleeding,distorted,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,183,1,7500,11,3000,4187,4197,zscore,sigma,3.0,range,datasets\normalized\zscore,6.350844799948391,0.5621985924772611,0.1979480232135762,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.9152332511926584,0.00908828145379928,0.0,0.0,0.0,0.0,1.1560426621179898,0,7489,0,11,0.0,0.0,0.0,0.0,0.0,,0.0,183,0.0,0.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
030_UCR_Anomaly_DISTORTEDInternalBleeding19_3000_4187_4197,30,InternalBleeding,distorted,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,183,1,7500,11,3000,4187,4197,zscore,sigma,3.0,range,datasets\normalized\zscore,8.185764699999709,0.5488858104934581,0.2005339224779637,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.9724080166061738,0.02698059166328489,0.0,0.0,0.0,0.0,1.1504875779273491,0,7489,0,11,0.0,0.0,0.0,0.0,0.0,,0.0,183,0.0,0.0,0.0,,,,,,,,,,,,2.0,,,,,,,,,,,,
030_UCR_Anomaly_DISTORTEDInternalBleeding19_3000_4187_4197,30,InternalBleeding,distorted,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,183,1,7500,11,3000,4187,4197,zscore,sigma,3.0,range,datasets\normalized\zscore,6.221645199984778,0.5524019624036776,0.19449344879522742,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.9239976207528618,0.010266896536866478,0.0,0.0,0.0,0.0,1.13588230878936,0,7489,0,11,0.0,0.0,0.0,0.0,0.0,,0.0,183,0.0,0.0,0.0,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
139_UCR_Anomaly_InternalBleeding20_2700_5759_5919,139,InternalBleeding,raw,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,183,1,7500,161,2700,5759,5919,zscore,sigma,3.0,range,datasets\normalized\zscore,4.971502899948973,0.10126180995051906,0.11081716109787079,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.9972443653788701,0.8015892465077121,0.8131313131313131,1.0,0.8969359331476323,0.8322981366459627,0.43371329324413144,161,7302,37,0,0.8131313131313131,1.0,0.8969359331476323,1.0,1.0,0.9952444444444445,1.0,183,0.8131313131313131,1.0,0.8969359331476323,,,,,,,,,,,,1.0,,,,,,,,,,,,
139_UCR_Anomaly_InternalBleeding20_2700_5759_5919,139,InternalBleeding,raw,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,183,1,7500,161,2700,5759,5919,zscore,sigma,3.0,range,datasets\normalized\zscore,5.593533600040246,0.09095510327285616,0.1123730894753197,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.9972443653788701,0.8015892465077121,0.8090452261306532,1.0,0.8944444444444445,0.8322981366459627,0.42807437169881524,161,7301,38,0,0.8090452261306532,1.0,0.8944444444444445,1.0,1.0,0.9951544388609714,1.0,183,0.8090452261306532,1.0,0.8944444444444445,,,,,,,,,,,,2.0,,,,,,,,,,,,
139_UCR_Anomaly_InternalBleeding20_2700_5759_5919,139,InternalBleeding,raw,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,183,1,7500,161,2700,5759,5919,zscore,sigma,3.0,range,datasets\normalized\zscore,5.526577500044368,0.10002195880716458,0.11255033864275903,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.9969583074851533,0.7833819513993641,0.8090452261306532,1.0,0.8944444444444445,0.8198757763975155,0.43767297473544164,161,7301,38,0,0.8090452261306532,1.0,0.8944444444444445,1.0,1.0,0.9951155778894474,1.0,183,0.8090452261306532,1.0,0.8944444444444445,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
029_UCR_Anomaly_DISTORTEDInternalBleeding18_2300_4485_4587,29,InternalBleeding,distorted,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,183,1,7500,103,2300,4485,4587,zscore,sigma,3.0,range,datasets\normalized\zscore,5.432911800045986,0.5492729924262592,0.20135420377409546,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.7700077832655853,0.030136843917114527,0.0,0.0,0.0,0.0,1.1533356037485456,0,7397,0,103,0.0,0.0,0.0,0.0,0.0,,0.0,183,0.0,0.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
029_UCR_Anomaly_DISTORTEDInternalBleeding18_2300_4485_4587,29,InternalBleeding,distorted,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,183,1,7500,103,2300,4485,4587,zscore,sigma,3.0,range,datasets\normalized\zscore,4.960530499985907,0.5323271650212944,0.21625679788062396,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.7739978553362621,0.02863504873871357,0.0,0.0,0.0,0.0,1.1810975586631662,0,7397,0,103,0.0,0.0,0.0,0.0,0.0,,0.0,183,0.0,0.0,0.0,,,,,,,,,,,,2.0,,,,,,,,,,,,
