dataset_name,dataset_sequence,family,variant,algorithm,algorithm_base_display,algorithm_superfamily,algorithm_category,algorithm_display,algorithm_variant,algorithm_run_id,variant_index,window_size,series_length,anomaly_count,train_end,anomaly_start,anomaly_end,normalization_method,prepared_dataset_dir,runtime_seconds,score_mean,score_std,error,roc_auc,average_precision,precision,recall,f1,precision_at_k,score_threshold,tp,tn,fp,fn,range_precision,range_recall,range_f1,existence_reward,overlap_reward,affiliation_precision,affiliation_recall,tsb_uad_window
053_UCR_Anomaly_DISTORTEDWalkingAceleration1_1500_2764_2995,53,WalkingAceleration,distorted,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Baseline,Baseline,ocsvm__tab_01,1,115,6684,232,1500,2764,2995,zscore,datasets\normalized\zscore,0.09019720001379028,0.34632456312141996,0.16950038061572448,,0.7028520961156123,0.27035875037799306,0.5308641975308642,0.1853448275862069,0.2747603833865815,0.44396551724137934,0.8548257049685934,43,6414,38,189,0.2857142857142857,0.2741379310344828,0.2798064232292125,1.0,0.09267241379310345,0.8183528381762972,0.9907960208629977,115
054_UCR_Anomaly_DISTORTEDWalkingAceleration5_2700_5920_5979,54,WalkingAceleration,distorted,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Baseline,Baseline,ocsvm__tab_01,1,115,6684,60,2700,5920,5979,zscore,datasets\normalized\zscore,0.09961160001694225,0.36292769023668575,0.14868978031620736,,0.9915006038647344,0.33770855602339755,0.03636363636363636,0.03333333333333333,0.034782608695652174,0.08333333333333333,0.8089970311853079,2,6571,53,58,0.013888888888888888,0.22666666666666668,0.026173979984603538,1.0,0.03333333333333333,0.8512308905935477,0.9916118092958308,115
161_UCR_Anomaly_WalkingAceleration1_1500_2764_2995,161,WalkingAceleration,raw,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Baseline,Baseline,ocsvm__tab_01,1,115,6684,232,1500,2764,2995,zscore,datasets\normalized\zscore,0.09522099999594502,0.37958859964844854,0.17919439528081949,,0.7263231662996771,0.392749058924831,0.7352941176470589,0.10775862068965517,0.18796992481203006,0.4525862068965517,0.9171717854909072,25,6443,9,207,0.3333333333333333,0.28620689655172415,0.30797773654916516,1.0,0.10775862068965517,0.9216258316612103,0.985208501000846,115
162_UCR_Anomaly_WalkingAceleration5_2700_5920_5979,162,WalkingAceleration,raw,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Baseline,Baseline,ocsvm__tab_01,1,115,6684,60,2700,5920,5979,zscore,datasets\normalized\zscore,0.10058890000800602,0.3703974006989903,0.1603801880993089,,0.9939814814814815,0.4186371120664897,0.05,0.03333333333333333,0.04,0.3333333333333333,0.851537964996917,2,6586,38,58,0.02150537634408602,0.22666666666666668,0.039283651068746386,1.0,0.03333333333333333,0.895569643925793,0.9916118092958308,115
032_UCR_Anomaly_DISTORTEDInternalBleeding4_1000_4675_5033,32,InternalBleeding,distorted,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Baseline,Baseline,ocsvm__tab_01,1,178,7321,359,1000,4675,5033,zscore,datasets\normalized\zscore,0.10053919997881167,0.2145079546950412,0.11918234825224437,,0.7672678343798688,0.6197559973972685,1.0,0.5236768802228412,0.6873857404021938,0.5598885793871866,0.5720549994517743,188,6962,0,171,1.0,0.618941504178273,0.7646249139710943,1.0,0.5236768802228412,1.0,0.9893826246395401,178
140_UCR_Anomaly_InternalBleeding4_1000_4675_5033,140,InternalBleeding,raw,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Baseline,Baseline,ocsvm__tab_01,1,178,7321,359,1000,4675,5033,zscore,datasets\normalized\zscore,0.0808303999947384,0.13134196416279428,0.1175535613652824,,0.8244817269074698,0.714440660959394,1.0,0.532033426183844,0.6945454545454546,0.713091922005571,0.4840026482586416,191,6962,0,168,1.0,0.6256267409470753,0.7697052775873887,1.0,0.532033426183844,1.0,0.9895138912404845,178
141_UCR_Anomaly_InternalBleeding5_4000_6200_6370,141,InternalBleeding,raw,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Baseline,Baseline,ocsvm__tab_01,1,173,7415,171,4000,6200,6370,zscore,datasets\normalized\zscore,0.10342979998677038,0.16493921194156552,0.0748471812233845,,0.837808099302185,0.7196425016480987,1.0,0.6432748538011696,0.7829181494661922,0.7134502923976608,0.3894807556117191,110,7244,0,61,1.0,0.7146198830409356,0.8335607094133697,1.0,0.6432748538011696,1.0,0.9973398319354241,173
033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370,33,InternalBleeding,distorted,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Baseline,Baseline,ocsvm__tab_01,1,173,7415,171,4000,6200,6370,zscore,datasets\normalized\zscore,0.1110282999870833,0.1911960405838296,0.09937780678546639,,0.8746048352982585,0.6706986972895729,0.9363636363636364,0.6023391812865497,0.7330960854092526,0.6549707602339181,0.48932946094022883,103,7237,7,68,0.5,0.6818713450292397,0.5769421078673924,1.0,0.6023391812865497,0.9820290565806412,0.9967570082770424,173
143_UCR_Anomaly_InternalBleeding8_2500_5865_5974,143,InternalBleeding,raw,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Baseline,Baseline,ocsvm__tab_01,1,165,7501,110,2500,5865,5974,zscore,datasets\normalized\zscore,0.0984638000081759,0.5285168317493937,0.1267533758426286,,0.8823581505762537,0.07046301369890652,0.0,0.0,0.0,0.06363636363636363,0.9087769592772796,0,7381,10,110,0.0,0.0,0.0,0.0,0.0,0.6927343020930543,0.6949740034662046,165
035_UCR_Anomaly_DISTORTEDInternalBleeding8_2500_5865_5974,35,InternalBleeding,distorted,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Baseline,Baseline,ocsvm__tab_01,1,165,7501,110,2500,5865,5974,zscore,datasets\normalized\zscore,0.10341670000343584,0.5339243321778718,0.13710719856275533,,0.42628503954440905,0.011816495836085027,0.0,0.0,0.0,0.0,0.9452459278661378,0,7383,8,110,0.0,0.0,0.0,0.0,0.0,0.49593387548326895,0.5069990667910946,165
