dataset_name,dataset_sequence,family,variant,algorithm,algorithm_base_display,algorithm_superfamily,algorithm_category,algorithm_display,algorithm_variant,algorithm_run_id,variant_index,variant_origin,variant_source,variant_focus,variant_family,ablation_parameter,ablation_label,ablation_role,window_size,window_stride,series_length,anomaly_count,train_end,anomaly_start,anomaly_end,normalization_method,threshold_method,threshold_value,evaluation_mode,prepared_dataset_dir,runtime_seconds,score_mean,score_std,params_json,error,param__n_estimators,param__max_samples,param__max_features,param__bootstrap,param__random_state,roc_auc,average_precision,precision,recall,f1,precision_at_k,score_threshold,tp,tn,fp,fn,range_precision,range_recall,range_f1,existence_reward,overlap_reward,affiliation_precision,affiliation_recall,tsb_uad_window,evaluation_precision,evaluation_recall,evaluation_f1,param__n_neighbors,param__algorithm,param__leaf_size,param__metric,param__p,param__alpha,param__init_length,param__batch_size,param__k,param__subsequence_multiplier,param__overlap,param__start_index_multiplier,param__x_lag_multiplier,param__n_bins,param__tol,param__kernel,param__nu,param__gamma,param__train_fraction,param__n_components,param__n_selected_components,param__whiten,param__weighted,param__standardization
039_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG3_5000_16390_16420,39,Lab2Cmac011215EPG,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x4,Subseq x4,matrix_profile__tab_03,3,auto,auto_ablation,Measures a broader discord context for long anomalous structure.,ablation,subsequence_multiplier,Subseq x4,score_driver,33,1,29950,31,5000,16390,16420,zscore,sigma,3.0,range,datasets\normalized\zscore,0.6209161000442691,0.2221920456851118,0.1240327854640464,"{""subsequence_multiplier"": 4}",,,,,,,0.982789014209333,0.0278336860169821,0.0422919508867667,1.0,0.0811518324607329,0.0,0.5942904020772513,31.0,29217.0,702.0,0.0,0.0123456790123456,1.0,0.024390243902439,1.0,1.0,0.5944591599915274,1.0,33,0.0123456790123456,1.0,0.024390243902439,,,,,,,,,,4.0,,,,,,,,,,,,,,
040_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG4_6000_17390_17520,40,Lab2Cmac011215EPG,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Baseline,Baseline,matrix_profile__tab_01,1,auto,auto_ablation,Balanced discord context for one-factor ablation.,baseline,baseline,Baseline,baseline,34,1,30066,131,6000,17390,17520,zscore,sigma,3.0,range,datasets\normalized\zscore,0.4977462000097148,0.2029663757175769,0.0776348023311223,"{""subsequence_multiplier"": 2}",,,,,,,0.5677720302385448,0.0298476434252453,0.072,0.2061068702290076,0.1067193675889328,0.1679389312977099,0.435870782710944,27.0,29587.0,348.0,104.0,0.022804054054054,0.3648854961832061,0.0429254209890873,1.0,0.2061068702290076,0.492684139337901,0.9972538786171694,34,0.022804054054054,0.3648854961832061,0.0429254209890873,,,,,,,,,,2.0,,,,,,,,,,,,,,
040_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG4_6000_17390_17520,40,Lab2Cmac011215EPG,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x1,Subseq x1,matrix_profile__tab_02,2,auto,auto_ablation,Measures a shorter discord context focused on local deviations.,ablation,subsequence_multiplier,Subseq x1,score_driver,34,1,30066,131,6000,17390,17520,zscore,sigma,3.0,range,datasets\normalized\zscore,0.5084142000414431,0.2039896883467019,0.0790943865405397,"{""subsequence_multiplier"": 1}",,,,,,,0.5869504792189694,0.0639093620633699,0.0988700564971751,0.2671755725190839,0.1443298969072164,0.1679389312977099,0.4412728479683212,35.0,29616.0,319.0,96.0,0.0365853658536585,0.2712468193384224,0.0644745065623677,1.0,0.0890585241730279,0.4770113565598244,0.9994955119094228,34,0.0365853658536585,0.2712468193384224,0.0644745065623677,,,,,,,,,,1.0,,,,,,,,,,,,,,
040_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG4_6000_17390_17520,40,Lab2Cmac011215EPG,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x4,Subseq x4,matrix_profile__tab_03,3,auto,auto_ablation,Measures a broader discord context for long anomalous structure.,ablation,subsequence_multiplier,Subseq x4,score_driver,34,1,30066,131,6000,17390,17520,zscore,sigma,3.0,range,datasets\normalized\zscore,0.5047710000071675,0.2425078904523216,0.1147675114399922,"{""subsequence_multiplier"": 4}",,,,,,,0.5623353143005776,0.0349311338694118,0.0656716417910447,0.3358778625954198,0.1098626716604244,0.0610687022900763,0.5868104247722983,44.0,29309.0,626.0,87.0,0.0535714285714285,0.334351145038168,0.0923466160657811,1.0,0.1679389312977099,0.5713083951624833,0.9984819656298128,34,0.0535714285714285,0.334351145038168,0.0923466160657811,,,,,,,,,,4.0,,,,,,,,,,,,,,
041_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG5_7000_17390_17520,41,Lab2Cmac011215EPG,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Baseline,Baseline,matrix_profile__tab_01,1,auto,auto_ablation,Balanced discord context for one-factor ablation.,baseline,baseline,Baseline,baseline,33,1,29826,131,7000,17390,17520,zscore,sigma,3.0,range,datasets\normalized\zscore,0.5062589999870397,0.1866262611176136,0.0790934156712815,"{""subsequence_multiplier"": 2}",,,,,,,0.8207415338382975,0.5003908274486768,0.2388059701492537,0.6106870229007634,0.3433476394849785,0.5572519083969466,0.4239065081314583,80.0,29440.0,255.0,51.0,0.025,0.6885496183206108,0.0482481947044664,1.0,0.6106870229007634,0.5984783885841363,0.999334306919062,33,0.025,0.6885496183206108,0.0482481947044664,,,,,,,,,,2.0,,,,,,,,,,,,,,
041_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG5_7000_17390_17520,41,Lab2Cmac011215EPG,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x1,Subseq x1,matrix_profile__tab_02,2,auto,auto_ablation,Measures a shorter discord context focused on local deviations.,ablation,subsequence_multiplier,Subseq x1,score_driver,33,1,29826,131,7000,17390,17520,zscore,sigma,3.0,range,datasets\normalized\zscore,0.5145349999656901,0.1812531156797143,0.0765615137670953,"{""subsequence_multiplier"": 1}",,,,,,,0.682396604666527,0.4047201726089365,0.1958456973293768,0.5038167938931297,0.282051282051282,0.4580152671755725,0.4109376569810004,66.0,29424.0,271.0,65.0,0.0091185410334346,0.6030534351145038,0.0179654335961188,1.0,0.5038167938931297,0.4660735032724918,0.9989186646416902,33,0.0091185410334346,0.6030534351145038,0.0179654335961188,,,,,,,,,,1.0,,,,,,,,,,,,,,
041_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG5_7000_17390_17520,41,Lab2Cmac011215EPG,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x4,Subseq x4,matrix_profile__tab_03,3,auto,auto_ablation,Measures a broader discord context for long anomalous structure.,ablation,subsequence_multiplier,Subseq x4,score_driver,33,1,29826,131,7000,17390,17520,zscore,sigma,3.0,range,datasets\normalized\zscore,0.5442170000169426,0.2483766292660317,0.1230460214230013,"{""subsequence_multiplier"": 4}",,,,,,,0.9666293063447852,0.2381244078921624,0.1649782923299566,0.8702290076335878,0.2773722627737226,0.3129770992366412,0.6175146935350357,114.0,29118.0,577.0,17.0,0.0296103896103896,0.8961832061068702,0.0573266741482553,1.0,0.8702290076335878,0.6072838478612518,0.999926034102118,33,0.0296103896103896,0.8961832061068702,0.0573266741482553,,,,,,,,,,4.0,,,,,,,,,,,,,,
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420,42,Lab2Cmac011215EPG,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Baseline,Baseline,matrix_profile__tab_01,1,auto,auto_ablation,Balanced discord context for one-factor ablation.,baseline,baseline,Baseline,baseline,33,1,29859,231,7000,12190,12420,zscore,sigma,3.0,range,datasets\normalized\zscore,0.5139797999872826,0.2048387526000344,0.0804664882734158,"{""subsequence_multiplier"": 2}",,,,,,,0.7523062307387944,0.1615609154631427,0.2604790419161676,0.3766233766233766,0.3079646017699115,0.354978354978355,0.446238217420282,87.0,29381.0,247.0,144.0,0.1159317211948791,0.2602597402597403,0.1604095931862802,1.0,0.0753246753246753,0.5851349145374477,0.9995240255463304,33,0.1159317211948791,0.2602597402597403,0.1604095931862802,,,,,,,,,,2.0,,,,,,,,,,,,,,
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420,42,Lab2Cmac011215EPG,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x1,Subseq x1,matrix_profile__tab_02,2,auto,auto_ablation,Measures a shorter discord context focused on local deviations.,ablation,subsequence_multiplier,Subseq x1,score_driver,33,1,29859,231,7000,12190,12420,zscore,sigma,3.0,range,datasets\normalized\zscore,0.4867166000185534,0.2186908416305912,0.0831590456106582,"{""subsequence_multiplier"": 1}",,,,,,,0.5502419029150499,0.0798829860830414,0.1323529411764706,0.1948051948051948,0.1576182136602451,0.1645021645021645,0.468167978462566,45.0,29333.0,295.0,186.0,0.0344218887908208,0.2389610389610389,0.0601755960117735,1.0,0.0487012987012987,0.4171046073407761,0.9984226731438628,33,0.0344218887908208,0.2389610389610389,0.0601755960117735,,,,,,,,,,1.0,,,,,,,,,,,,,,
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420,42,Lab2Cmac011215EPG,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x4,Subseq x4,matrix_profile__tab_03,3,auto,auto_ablation,Measures a broader discord context for long anomalous structure.,ablation,subsequence_multiplier,Subseq x4,score_driver,33,1,29859,231,7000,12190,12420,zscore,sigma,3.0,range,datasets\normalized\zscore,0.5263838999671862,0.2372261408192548,0.1283750572427156,"{""subsequence_multiplier"": 4}",,,,,,,0.9873307804656528,0.3038805179376951,0.2080624187256176,0.6926406926406926,0.32,0.4805194805194805,0.6223513125474016,160.0,29019.0,609.0,71.0,0.1861532576820094,0.3108225108225108,0.2328508817426809,1.0,0.1385281385281385,0.622496474653237,0.9998766931852434,33,0.1861532576820094,0.3108225108225108,0.2328508817426809,,,,,,,,,,4.0,,,,,,,,,,,,,,
043_UCR_Anomaly_DISTORTEDMesoplodonDensirostris_10000_19280_19440,43,MesoplodonDensirostris,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Baseline,Baseline,matrix_profile__tab_01,1,auto,auto_ablation,Balanced discord context for one-factor ablation.,baseline,baseline,Baseline,baseline,45,1,24667,161,10000,19280,19440,zscore,sigma,3.0,range,datasets\normalized\zscore,0.4236506999877747,0.2035132082306682,0.147004857431944,"{""subsequence_multiplier"": 2}",,,,,,,0.5948355656847633,0.0093438813268722,0.0,0.0,0.0,0.0,0.6445277805265002,0.0,23998.0,508.0,161.0,0.0,0.0,0.0,0.0,0.0,0.3180031643539185,0.7693679815137634,45,0.0,0.0,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,
043_UCR_Anomaly_DISTORTEDMesoplodonDensirostris_10000_19280_19440,43,MesoplodonDensirostris,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x1,Subseq x1,matrix_profile__tab_02,2,auto,auto_ablation,Measures a shorter discord context focused on local deviations.,ablation,subsequence_multiplier,Subseq x1,score_driver,45,1,24667,161,10000,19280,19440,zscore,sigma,3.0,range,datasets\normalized\zscore,0.3992520000028889,0.2234668418325663,0.1469102879817739,"{""subsequence_multiplier"": 1}",,,,,,,0.2611794145482434,0.0040349319526001,0.0,0.0,0.0,0.0,0.6641977057778881,0.0,24104.0,402.0,161.0,0.0,0.0,0.0,0.0,0.0,0.4031185944038271,0.7812867393683869,45,0.0,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
043_UCR_Anomaly_DISTORTEDMesoplodonDensirostris_10000_19280_19440,43,MesoplodonDensirostris,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x4,Subseq x4,matrix_profile__tab_03,3,auto,auto_ablation,Measures a broader discord context for long anomalous structure.,ablation,subsequence_multiplier,Subseq x4,score_driver,45,1,24667,161,10000,19280,19440,zscore,sigma,3.0,range,datasets\normalized\zscore,0.3768580999749247,0.2449916659970429,0.1790494805629576,"{""subsequence_multiplier"": 4}",,,,,,,0.9721423274208928,0.172495888151852,0.1839323467230444,0.5403726708074534,0.2744479495268139,0.2608695652173913,0.7821401076859157,87.0,24120.0,386.0,74.0,0.1176470588235294,0.4161490683229814,0.1834360027378507,1.0,0.2701863354037267,0.446567303973065,0.9995076027594388,45,0.1176470588235294,0.4161490683229814,0.1834360027378507,,,,,,,,,,4.0,,,,,,,,,,,,,,
044_UCR_Anomaly_DISTORTEDPowerDemand1_9000_18485_18821,44,PowerDemand,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Baseline,Baseline,matrix_profile__tab_01,1,auto,auto_ablation,Balanced discord context for one-factor ablation.,baseline,baseline,Baseline,baseline,168,1,29931,337,9000,18485,18821,zscore,sigma,3.0,range,datasets\normalized\zscore,0.566116800007876,0.1266098509802929,0.1350156304318449,"{""subsequence_multiplier"": 2}",,,,,,,0.9999007337480592,0.99169048794935,0.7488888888888889,1.0,0.8564167725540025,0.940652818991098,0.5316567422758277,337.0,29481.0,113.0,0.0,0.2576452599388379,1.0,0.409726443768997,1.0,1.0,0.988737949134862,1.0,168,0.2576452599388379,1.0,0.409726443768997,,,,,,,,,,2.0,,,,,,,,,,,,,,
044_UCR_Anomaly_DISTORTEDPowerDemand1_9000_18485_18821,44,PowerDemand,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x1,Subseq x1,matrix_profile__tab_02,2,auto,auto_ablation,Measures a shorter discord context focused on local deviations.,ablation,subsequence_multiplier,Subseq x1,score_driver,168,1,29931,337,9000,18485,18821,zscore,sigma,3.0,range,datasets\normalized\zscore,0.5304375000414439,0.1374173960175224,0.1308269754589432,"{""subsequence_multiplier"": 1}",,,,,,,0.9963093008066236,0.7603876801651286,0.3556756756756756,0.9762611275964392,0.5213946117274167,0.7062314540059347,0.5298983223943523,329.0,28998.0,596.0,8.0,0.1131619355909694,0.5905044510385757,0.1899270106525289,1.0,0.4881305637982195,0.7229248532886902,0.9999968275203096,168,0.1131619355909694,0.5905044510385757,0.1899270106525289,,,,,,,,,,1.0,,,,,,,,,,,,,,
044_UCR_Anomaly_DISTORTEDPowerDemand1_9000_18485_18821,44,PowerDemand,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x4,Subseq x4,matrix_profile__tab_03,3,auto,auto_ablation,Measures a broader discord context for long anomalous structure.,ablation,subsequence_multiplier,Subseq x4,score_driver,168,1,29931,337,9000,18485,18821,zscore,sigma,3.0,range,datasets\normalized\zscore,0.5885523000033572,0.2083597145583726,0.1875103771415565,"{""subsequence_multiplier"": 4}",,,,,,,0.9999794448670224,0.9980529399536268,0.6505791505791506,1.0,0.7883040935672515,0.9881305637982196,0.7708908459830421,337.0,29413.0,181.0,0.0,0.6505791505791506,1.0,0.7883040935672515,1.0,1.0,0.9950053720726268,1.0,168,0.6505791505791506,1.0,0.7883040935672515,,,,,,,,,,4.0,,,,,,,,,,,,,,
045_UCR_Anomaly_DISTORTEDPowerDemand2_14000_23357_23717,45,PowerDemand,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Baseline,Baseline,matrix_profile__tab_01,1,auto,auto_ablation,Balanced discord context for one-factor ablation.,baseline,baseline,Baseline,baseline,168,1,29931,361,14000,23357,23717,zscore,sigma,3.0,range,datasets\normalized\zscore,0.5303096999996342,0.2096484788114087,0.1828852064283937,"{""subsequence_multiplier"": 2}",,,,,,,0.822641377753338,0.0320177811243562,0.0,0.0,0.0,0.0,0.7583040980965899,0.0,29202.0,368.0,361.0,0.0,0.0,0.0,0.0,0.0,0.552225916709882,0.9612107848050516,168,0.0,0.0,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,
045_UCR_Anomaly_DISTORTEDPowerDemand2_14000_23357_23717,45,PowerDemand,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x1,Subseq x1,matrix_profile__tab_02,2,auto,auto_ablation,Measures a shorter discord context focused on local deviations.,ablation,subsequence_multiplier,Subseq x1,score_driver,168,1,29931,361,14000,23357,23717,zscore,sigma,3.0,range,datasets\normalized\zscore,0.5191265000030398,0.151585067426456,0.1275188036600605,"{""subsequence_multiplier"": 1}",,,,,,,0.798940773431184,0.0283847698943623,0.0,0.0,0.0,0.0,0.5341414784066376,0.0,29016.0,554.0,361.0,0.0,0.0,0.0,0.0,0.0,0.5430979821580008,0.9656877484881896,168,0.0,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
045_UCR_Anomaly_DISTORTEDPowerDemand2_14000_23357_23717,45,PowerDemand,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x4,Subseq x4,matrix_profile__tab_03,3,auto,auto_ablation,Measures a broader discord context for long anomalous structure.,ablation,subsequence_multiplier,Subseq x4,score_driver,168,1,29931,361,14000,23357,23717,zscore,sigma,3.0,range,datasets\normalized\zscore,0.5307487999671139,0.3287615641679216,0.222304442475674,"{""subsequence_multiplier"": 4}",,,,,,,0.826273446641005,0.0314451893568671,0.0,0.0,0.0,0.0,0.9956748915949436,0.0,29562.0,8.0,361.0,0.0,0.0,0.0,0.0,0.0,0.284821756707093,0.2849553974140523,168,0.0,0.0,0.0,,,,,,,,,,4.0,,,,,,,,,,,,,,
046_UCR_Anomaly_DISTORTEDPowerDemand3_16000_23405_23477,46,PowerDemand,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Baseline,Baseline,matrix_profile__tab_01,1,auto,auto_ablation,Balanced discord context for one-factor ablation.,baseline,baseline,Baseline,baseline,168,1,29931,73,16000,23405,23477,zscore,sigma,3.0,range,datasets\normalized\zscore,0.5110727999708615,0.2155786928386961,0.1680978977351624,"{""subsequence_multiplier"": 2}",,,,,,,0.906682498070777,0.012503630689412,0.0,0.0,0.0,0.0,0.7198723860441835,0.0,29330.0,528.0,73.0,0.0,0.0,0.0,0.0,0.0,0.7595788811741754,0.9743743944405464,168,0.0,0.0,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,
046_UCR_Anomaly_DISTORTEDPowerDemand3_16000_23405_23477,46,PowerDemand,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x1,Subseq x1,matrix_profile__tab_02,2,auto,auto_ablation,Measures a shorter discord context focused on local deviations.,ablation,subsequence_multiplier,Subseq x1,score_driver,168,1,29931,73,16000,23405,23477,zscore,sigma,3.0,range,datasets\normalized\zscore,0.4958488999982364,0.1794169835210132,0.1444152594216033,"{""subsequence_multiplier"": 1}",,,,,,,0.9729399523039188,0.0426886000572424,0.0589595375722543,0.6986301369863014,0.1087420042643923,0.0,0.6126627617858231,51.0,29044.0,814.0,22.0,0.1388633578431372,0.3397260273972603,0.1971439332587652,1.0,0.1746575342465753,0.6802860644994083,0.9999473675297932,168,0.1388633578431372,0.3397260273972603,0.1971439332587652,,,,,,,,,,1.0,,,,,,,,,,,,,,
046_UCR_Anomaly_DISTORTEDPowerDemand3_16000_23405_23477,46,PowerDemand,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x4,Subseq x4,matrix_profile__tab_03,3,auto,auto_ablation,Measures a broader discord context for long anomalous structure.,ablation,subsequence_multiplier,Subseq x4,score_driver,168,1,29931,73,16000,23405,23477,zscore,sigma,3.0,range,datasets\normalized\zscore,0.5210527000017464,0.3297331988746998,0.2226735313973851,"{""subsequence_multiplier"": 4}",,,,,,,0.7420209080974145,0.0046193973565689,0.0,0.0,0.0,0.0,0.9977537930668554,0.0,29855.0,3.0,73.0,0.0,0.0,0.0,0.0,0.0,0.9670575657345228,0.9671577962647424,168,0.0,0.0,0.0,,,,,,,,,,4.0,,,,,,,,,,,,,,
047_UCR_Anomaly_DISTORTEDPowerDemand4_18000_24005_24077,47,PowerDemand,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Baseline,Baseline,matrix_profile__tab_01,1,auto,auto_ablation,Balanced discord context for one-factor ablation.,baseline,baseline,Baseline,baseline,168,1,29931,73,18000,24005,24077,zscore,sigma,3.0,range,datasets\normalized\zscore,0.5092362999566831,0.2351002266345528,0.1959651748095622,"{""subsequence_multiplier"": 2}",,,,,,,0.9943674029676542,0.17103374443211,0.1160572337042925,1.0,0.2079772079772079,0.0136986301369863,0.8229957510632396,73.0,29302.0,556.0,0.0,0.0183601609657947,1.0,0.0360582859965423,1.0,1.0,0.7965003132004883,1.0,168,0.0183601609657947,1.0,0.0360582859965423,,,,,,,,,,2.0,,,,,,,,,,,,,,
047_UCR_Anomaly_DISTORTEDPowerDemand4_18000_24005_24077,47,PowerDemand,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x1,Subseq x1,matrix_profile__tab_02,2,auto,auto_ablation,Measures a shorter discord context focused on local deviations.,ablation,subsequence_multiplier,Subseq x1,score_driver,168,1,29931,73,18000,24005,24077,zscore,sigma,3.0,range,datasets\normalized\zscore,0.5336570999934338,0.1525251789006426,0.1459533694804735,"{""subsequence_multiplier"": 1}",,,,,,,0.9995063391376716,0.6462609876534741,0.085580304806565,1.0,0.1576673866090712,0.7945205479452054,0.5903852873420632,73.0,29078.0,780.0,0.0,0.0198639455782312,1.0,0.0389541088580576,1.0,1.0,0.6621432303285442,1.0,168,0.0198639455782312,1.0,0.0389541088580576,,,,,,,,,,1.0,,,,,,,,,,,,,,
047_UCR_Anomaly_DISTORTEDPowerDemand4_18000_24005_24077,47,PowerDemand,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x4,Subseq x4,matrix_profile__tab_03,3,auto,auto_ablation,Measures a broader discord context for long anomalous structure.,ablation,subsequence_multiplier,Subseq x4,score_driver,168,1,29931,73,18000,24005,24077,zscore,sigma,3.0,range,datasets\normalized\zscore,0.6039293000358157,0.3355351797072881,0.242521580085926,"{""subsequence_multiplier"": 4}",,,,,,,0.9241959888678558,0.0154272051696105,0.0,0.0,0.0,0.0,1.063099919965066,0.0,29858.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,,0.0,168,0.0,0.0,0.0,,,,,,,,,,4.0,,,,,,,,,,,,,,
048_UCR_Anomaly_DISTORTEDTkeepFifthMARS_3500_5988_6085,48,TkeepFifthMARS,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Baseline,Baseline,matrix_profile__tab_01,1,auto,auto_ablation,Balanced discord context for one-factor ablation.,baseline,baseline,Baseline,baseline,98,1,11334,98,3500,5988,6085,zscore,sigma,3.0,range,datasets\normalized\zscore,0.1477080000040587,0.0445801509746149,0.0913076190367061,"{""subsequence_multiplier"": 2}",,,,,,,0.9997711437725676,0.9751728624262336,0.7596899224806202,1.0,0.8634361233480177,0.8571428571428571,0.3185030080847335,98.0,11205.0,31.0,0.0,0.7596899224806202,1.0,0.8634361233480177,1.0,1.0,0.9974946754158102,1.0,98,0.7596899224806202,1.0,0.8634361233480177,,,,,,,,,,2.0,,,,,,,,,,,,,,
048_UCR_Anomaly_DISTORTEDTkeepFifthMARS_3500_5988_6085,48,TkeepFifthMARS,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x1,Subseq x1,matrix_profile__tab_02,2,auto,auto_ablation,Measures a shorter discord context focused on local deviations.,ablation,subsequence_multiplier,Subseq x1,score_driver,98,1,11334,98,3500,5988,6085,zscore,sigma,3.0,range,datasets\normalized\zscore,0.1019186000048648,0.0395875861795774,0.0468492909090032,"{""subsequence_multiplier"": 1}",,,,,,,0.9157763675067748,0.5986483122369474,0.4078947368421052,0.6326530612244898,0.496,0.6020408163265306,0.1801354589065871,62.0,11146.0,90.0,36.0,0.2649572649572649,0.7061224489795919,0.3853283517746803,1.0,0.6326530612244898,0.9640114049018788,0.9988332018884843,98,0.2649572649572649,0.7061224489795919,0.3853283517746803,,,,,,,,,,1.0,,,,,,,,,,,,,,
048_UCR_Anomaly_DISTORTEDTkeepFifthMARS_3500_5988_6085,48,TkeepFifthMARS,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x4,Subseq x4,matrix_profile__tab_03,3,auto,auto_ablation,Measures a broader discord context for long anomalous structure.,ablation,subsequence_multiplier,Subseq x4,score_driver,98,1,11334,98,3500,5988,6085,zscore,sigma,3.0,range,datasets\normalized\zscore,0.1140022999898064,0.0782904185095272,0.136562556669092,"{""subsequence_multiplier"": 4}",,,,,,,0.997521178282634,0.6214647742647739,0.315112540192926,1.0,0.4792176039119804,0.6530612244897959,0.4879780885168034,98.0,11023.0,213.0,0.0,0.315112540192926,1.0,0.4792176039119805,1.0,1.0,0.9876015426367012,1.0,98,0.315112540192926,1.0,0.4792176039119805,,,,,,,,,,4.0,,,,,,,,,,,,,,
049_UCR_Anomaly_DISTORTEDTkeepFirstMARS_3500_5365_5380,49,TkeepFirstMARS,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Baseline,Baseline,matrix_profile__tab_01,1,auto,auto_ablation,Balanced discord context for one-factor ablation.,baseline,baseline,Baseline,baseline,98,1,11406,16,3500,5365,5380,zscore,sigma,3.0,range,datasets\normalized\zscore,0.1150988999870605,0.3487599966613131,0.1490032773181817,"{""subsequence_multiplier"": 2}",,,,,,,0.9266022827041264,0.0093442350473032,0.0,0.0,0.0,0.0,0.7957698286158584,0.0,11267.0,123.0,16.0,0.0,0.0,0.0,0.0,0.0,0.6442857774185317,0.8523584078555146,98,0.0,0.0,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,
049_UCR_Anomaly_DISTORTEDTkeepFirstMARS_3500_5365_5380,49,TkeepFirstMARS,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x1,Subseq x1,matrix_profile__tab_02,2,auto,auto_ablation,Measures a shorter discord context focused on local deviations.,ablation,subsequence_multiplier,Subseq x1,score_driver,98,1,11406,16,3500,5365,5380,zscore,sigma,3.0,range,datasets\normalized\zscore,0.1050185000058263,0.2899383716090574,0.1308292725136333,"{""subsequence_multiplier"": 1}",,,,,,,0.9484059482001757,0.0130423590966273,0.0,0.0,0.0,0.0,0.6824261891499572,0.0,11140.0,250.0,16.0,0.0,0.0,0.0,0.0,0.0,0.5731062598632298,0.9153077327722252,98,0.0,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
049_UCR_Anomaly_DISTORTEDTkeepFirstMARS_3500_5365_5380,49,TkeepFirstMARS,distorted,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x4,Subseq x4,matrix_profile__tab_03,3,auto,auto_ablation,Measures a broader discord context for long anomalous structure.,ablation,subsequence_multiplier,Subseq x4,score_driver,98,1,11406,16,3500,5365,5380,zscore,sigma,3.0,range,datasets\normalized\zscore,0.1102679000177886,0.3289422500825729,0.1348654862782843,"{""subsequence_multiplier"": 4}",,,,,,,0.9958516242317824,0.1432670319242863,0.135593220338983,1.0,0.2388059701492537,0.0,0.7335387089174259,16.0,11288.0,102.0,0.0,0.135593220338983,1.0,0.2388059701492537,1.0,1.0,0.9948688914844106,1.0,98,0.135593220338983,1.0,0.2388059701492537,,,,,,,,,,4.0,,,,,,,,,,,,,,
