dataset_name,dataset_sequence,family,variant,algorithm,algorithm_base_display,algorithm_superfamily,algorithm_category,algorithm_display,algorithm_variant,algorithm_run_id,variant_index,variant_origin,variant_source,variant_focus,variant_family,ablation_parameter,ablation_label,ablation_role,window_size,window_stride,series_length,anomaly_count,train_end,anomaly_start,anomaly_end,normalization_method,threshold_method,threshold_value,evaluation_mode,prepared_dataset_dir,runtime_seconds,score_mean,score_std,params_json,error,param__n_estimators,param__max_samples,param__max_features,param__bootstrap,param__random_state,roc_auc,average_precision,precision,recall,f1,precision_at_k,score_threshold,tp,tn,fp,fn,range_precision,range_recall,range_f1,existence_reward,overlap_reward,affiliation_precision,affiliation_recall,tsb_uad_window,evaluation_precision,evaluation_recall,evaluation_f1,param__n_neighbors,param__algorithm,param__leaf_size,param__metric,param__p,param__alpha,param__init_length,param__batch_size,param__k,param__subsequence_multiplier,param__overlap,param__start_index_multiplier,param__x_lag_multiplier,param__n_bins,param__tol,param__kernel,param__nu,param__gamma,param__train_fraction,param__n_components,param__n_selected_components,param__whiten,param__weighted,param__standardization
033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370,33,InternalBleeding,distorted,sand,SAND,Distance-based,Clustering,SAND | Init 3000,Init 3000,sand__tab_03,3,auto,auto_ablation,Measures a shorter initialization phase before online updates take over.,ablation,init_length,Init 3000,score_driver,173,1,7415,171,4000,6200,6370,zscore,sigma,3.0,range,datasets\normalized\zscore,5.440438899997389,0.1952992555631984,0.1471724967792751,"{""alpha"": 0.5, ""batch_size"": 2000, ""init_length"": 3000, ""k"": null, ""overlap"": null, ""subsequence_multiplier"": 4}",,,,,,,0.9904030276316595,0.8268413903014613,0.7639751552795031,0.7192982456140351,0.7409638554216867,0.7543859649122807,0.636816745901024,123.0,7206.0,38.0,48.0,0.7639751552795031,0.775438596491228,0.7696641938954641,1.0,0.7192982456140351,0.9933473779438188,0.9981829151435568,173,0.7639751552795031,0.775438596491228,0.7696641938954641,,,,,,0.5,3000.0,2000.0,,4.0,,,,,,,,,,,,,,
033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370,33,InternalBleeding,distorted,sand,SAND,Distance-based,Clustering,SAND | Overlap 64,Overlap 64,sand__tab_07,7,auto,auto_ablation,Measures a coarser explicit subsequence step rather than the auto overlap heuristic.,ablation,overlap,Overlap 64,score_driver,173,1,7415,171,4000,6200,6370,zscore,sigma,3.0,range,datasets\normalized\zscore,6.30811129999347,0.2105625675774896,0.1490173001907311,"{""alpha"": 0.5, ""batch_size"": 2000, ""init_length"": 5000, ""k"": null, ""overlap"": 64, ""subsequence_multiplier"": 4}",,,,,,,0.9950537811489888,0.8730625106940141,0.8,0.7485380116959064,0.7734138972809668,0.783625730994152,0.6576144681496829,128.0,7212.0,32.0,43.0,0.8,0.7988304093567251,0.7994147768836869,1.0,0.7485380116959064,0.9945246122724208,0.9985417578560922,173,0.8,0.7988304093567251,0.7994147768836869,,,,,,0.5,5000.0,2000.0,,4.0,64.0,,,,,,,,,,,,,
033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370,33,InternalBleeding,distorted,sand,SAND,Distance-based,Clustering,SAND | Subseq x2,Subseq x2,sand__tab_06,6,auto,auto_ablation,Measures a shorter subsequence context while keeping the rest of SAND fixed.,ablation,subsequence_multiplier,Subseq x2,score_driver,173,1,7415,171,4000,6200,6370,zscore,sigma,3.0,range,datasets\normalized\zscore,0.4634196999832056,0.2308750984564051,0.1495735332723373,"{""alpha"": 0.5, ""batch_size"": 2000, ""init_length"": 5000, ""k"": null, ""overlap"": null, ""subsequence_multiplier"": 2}",,,,,,,0.9942868629331474,0.852946564633454,0.775,0.7251461988304093,0.7492447129909365,0.7602339181286549,0.6795956982734173,124.0,7208.0,36.0,47.0,0.775,0.7801169590643275,0.7775500611074553,1.0,0.7251461988304093,0.9937188132164532,0.9982578383472728,173,0.775,0.7801169590643275,0.7775500611074553,,,,,,0.5,5000.0,2000.0,,2.0,,,,,,,,,,,,,,
033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370,33,InternalBleeding,distorted,sand,SAND,Distance-based,Clustering,SAND | k = 3,k = 3,sand__tab_05,5,auto,auto_ablation,Measures a more local nearest-subsequence comparison.,ablation,k,k = 3,score_driver,173,1,7415,171,4000,6200,6370,zscore,sigma,3.0,range,datasets\normalized\zscore,3.0297520000021905,0.2026150243563206,0.1463456985548788,"{""alpha"": 0.5, ""batch_size"": 2000, ""init_length"": 5000, ""k"": 3, ""overlap"": null, ""subsequence_multiplier"": 4}",,,,,,,0.9934101543200908,0.8393714867200223,0.7701863354037267,0.7251461988304093,0.7469879518072289,0.7602339181286549,0.6416521200209571,124.0,7207.0,37.0,47.0,0.7701863354037267,0.7801169590643275,0.7751198414297562,1.0,0.7251461988304093,0.993553440022114,0.9982578383472728,173,0.7701863354037267,0.7801169590643275,0.7751198414297562,,,,,,0.5,5000.0,2000.0,3.0,4.0,,,,,,,,,,,,,,
034_UCR_Anomaly_DISTORTEDInternalBleeding6_1500_3474_3629,34,InternalBleeding,distorted,sand,SAND,Distance-based,Clustering,SAND | Alpha 0.7,Alpha 0.7,sand__tab_02,2,auto,auto_ablation,Measures faster adaptation to recent behavior in the online updates.,ablation,alpha,Alpha 0.7,score_driver,154,1,7654,156,1500,3474,3629,zscore,sigma,3.0,range,datasets\normalized\zscore,6.091670599998906,0.1745889396616013,0.1706566323535803,"{""alpha"": 0.7, ""batch_size"": 2000, ""init_length"": 5000, ""k"": null, ""overlap"": null, ""subsequence_multiplier"": 4}",,,,,,,0.989454452811348,0.4567394266155309,0.5326460481099656,0.9935897435897436,0.6935123042505593,0.5128205128205128,0.6865588367223424,155.0,7362.0,136.0,1.0,0.5326460481099656,0.9948717948717948,0.6938243403823302,1.0,0.9935897435897436,0.9821704528414044,0.9999991624958964,154,0.5326460481099656,0.9948717948717948,0.6938243403823302,,,,,,0.7,5000.0,2000.0,,4.0,,,,,,,,,,,,,,
034_UCR_Anomaly_DISTORTEDInternalBleeding6_1500_3474_3629,34,InternalBleeding,distorted,sand,SAND,Distance-based,Clustering,SAND | Baseline,Baseline,sand__tab_01,1,auto,auto_ablation,Reference online clustering configuration.,baseline,baseline,Baseline,baseline,154,1,7654,156,1500,3474,3629,zscore,sigma,3.0,range,datasets\normalized\zscore,1.1074760000046808,0.1411102202887521,0.1704501640321725,"{""alpha"": 0.5, ""batch_size"": 2000, ""init_length"": 5000, ""k"": null, ""overlap"": null, ""subsequence_multiplier"": 4}",,,,,,,0.9891612122206946,0.4478231379436616,0.52,1.0,0.6842105263157895,0.5,0.6524607123852698,156.0,7354.0,144.0,0.0,0.52,1.0,0.6842105263157895,1.0,1.0,0.9814336730249978,1.0,154,0.52,1.0,0.6842105263157895,,,,,,0.5,5000.0,2000.0,,4.0,,,,,,,,,,,,,,
034_UCR_Anomaly_DISTORTEDInternalBleeding6_1500_3474_3629,34,InternalBleeding,distorted,sand,SAND,Distance-based,Clustering,SAND | Batch 1000,Batch 1000,sand__tab_04,4,auto,auto_ablation,Measures finer-grained online updates at the cost of more update steps.,ablation,batch_size,Batch 1000,score_driver,154,1,7654,156,1500,3474,3629,zscore,sigma,3.0,range,datasets\normalized\zscore,2.01971529997536,0.1815236164122051,0.168506242028822,"{""alpha"": 0.5, ""batch_size"": 1000, ""init_length"": 5000, ""k"": null, ""overlap"": null, ""subsequence_multiplier"": 4}",,,,,,,0.9894134162272332,0.4547230528087452,0.5324232081911263,1.0,0.6948775055679287,0.5128205128205128,0.6870423424986711,156.0,7361.0,137.0,0.0,0.5324232081911263,1.0,0.6948775055679288,1.0,1.0,0.9821008622942252,1.0,154,0.5324232081911263,1.0,0.6948775055679288,,,,,,0.5,5000.0,1000.0,,4.0,,,,,,,,,,,,,,
034_UCR_Anomaly_DISTORTEDInternalBleeding6_1500_3474_3629,34,InternalBleeding,distorted,sand,SAND,Distance-based,Clustering,SAND | Init 3000,Init 3000,sand__tab_03,3,auto,auto_ablation,Measures a shorter initialization phase before online updates take over.,ablation,init_length,Init 3000,score_driver,154,1,7654,156,1500,3474,3629,zscore,sigma,3.0,range,datasets\normalized\zscore,9.19022910000058,0.2369921325999068,0.1806498812191455,"{""alpha"": 0.5, ""batch_size"": 2000, ""init_length"": 3000, ""k"": null, ""overlap"": null, ""subsequence_multiplier"": 4}",,,,,,,0.9883173974598356,0.4319158132325352,0.5153846153846153,0.8589743589743589,0.6442307692307693,0.4935897435897436,0.7789417762573435,134.0,7372.0,126.0,22.0,0.5153846153846153,0.8871794871794871,0.6520039375615243,1.0,0.8589743589743589,0.9821450825109044,0.9995946480137752,154,0.5153846153846153,0.8871794871794871,0.6520039375615243,,,,,,0.5,3000.0,2000.0,,4.0,,,,,,,,,,,,,,
034_UCR_Anomaly_DISTORTEDInternalBleeding6_1500_3474_3629,34,InternalBleeding,distorted,sand,SAND,Distance-based,Clustering,SAND | Overlap 64,Overlap 64,sand__tab_07,7,auto,auto_ablation,Measures a coarser explicit subsequence step rather than the auto overlap heuristic.,ablation,overlap,Overlap 64,score_driver,154,1,7654,156,1500,3474,3629,zscore,sigma,3.0,range,datasets\normalized\zscore,9.000966399995377,0.1409941437360654,0.1677823579312913,"{""alpha"": 0.5, ""batch_size"": 2000, ""init_length"": 5000, ""k"": null, ""overlap"": 64, ""subsequence_multiplier"": 4}",,,,,,,0.988278925662228,0.4272387283391134,0.5131578947368421,1.0,0.6782608695652174,0.4743589743589743,0.6443412175299392,156.0,7350.0,148.0,0.0,0.5131578947368421,1.0,0.6782608695652175,1.0,1.0,0.9809146920083066,1.0,154,0.5131578947368421,1.0,0.6782608695652175,,,,,,0.5,5000.0,2000.0,,4.0,64.0,,,,,,,,,,,,,
034_UCR_Anomaly_DISTORTEDInternalBleeding6_1500_3474_3629,34,InternalBleeding,distorted,sand,SAND,Distance-based,Clustering,SAND | Subseq x2,Subseq x2,sand__tab_06,6,auto,auto_ablation,Measures a shorter subsequence context while keeping the rest of SAND fixed.,ablation,subsequence_multiplier,Subseq x2,score_driver,154,1,7654,156,1500,3474,3629,zscore,sigma,3.0,range,datasets\normalized\zscore,4.91093300000648,0.1773780041399951,0.1642158956391239,"{""alpha"": 0.5, ""batch_size"": 2000, ""init_length"": 5000, ""k"": null, ""overlap"": null, ""subsequence_multiplier"": 2}",,,,,,,0.9892945811190677,0.4484372243197364,0.5165562913907285,1.0,0.6812227074235808,0.5256410256410257,0.6700256910573668,156.0,7352.0,146.0,0.0,0.5165562913907285,1.0,0.6812227074235807,1.0,1.0,0.9812961927884308,1.0,154,0.5165562913907285,1.0,0.6812227074235807,,,,,,0.5,5000.0,2000.0,,2.0,,,,,,,,,,,,,,
