dataset_name,dataset_sequence,family,variant,algorithm,algorithm_base_display,algorithm_superfamily,algorithm_category,algorithm_display,algorithm_variant,algorithm_run_id,variant_index,variant_origin,variant_source,variant_focus,variant_family,ablation_parameter,ablation_label,ablation_role,window_size,window_stride,series_length,anomaly_count,train_end,anomaly_start,anomaly_end,normalization_method,threshold_method,threshold_value,evaluation_mode,prepared_dataset_dir,runtime_seconds,score_mean,score_std,params_json,error,param__n_estimators,param__max_samples,param__max_features,param__bootstrap,param__random_state,roc_auc,average_precision,precision,recall,f1,precision_at_k,score_threshold,tp,tn,fp,fn,range_precision,range_recall,range_f1,existence_reward,overlap_reward,affiliation_precision,affiliation_recall,tsb_uad_window,evaluation_precision,evaluation_recall,evaluation_f1,param__n_neighbors,param__algorithm,param__leaf_size,param__metric,param__p,param__alpha,param__init_length,param__batch_size,param__k,param__subsequence_multiplier,param__overlap,param__start_index_multiplier,param__x_lag_multiplier,param__n_bins,param__tol,param__kernel,param__nu,param__gamma,param__train_fraction,param__n_components,param__n_selected_components,param__whiten,param__weighted,param__standardization
118_UCR_Anomaly_CIMIS44AirTemperature6_4000_6006_6054,118,CIMIS44AirTemperature,raw,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,24,1,8184,49,4000,6006,6054,zscore,sigma,3.0,range,datasets\normalized\zscore,4.133067500020843,0.2685901978520326,0.152387208572116,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.9498864819437304,0.1362396219791007,0.1418439716312056,0.4081632653061224,0.2105263157894736,0.2040816326530612,0.7257518235683809,20.0,8014.0,121.0,29.0,0.1326530612244897,0.308843537414966,0.1855916480613816,1.0,0.1360544217687074,0.6204620848152077,0.9992506533405152,24,0.1326530612244897,0.308843537414966,0.1855916480613816,,,,,,,,,,,,2.0,,,,,,,,,,,,
118_UCR_Anomaly_CIMIS44AirTemperature6_4000_6006_6054,118,CIMIS44AirTemperature,raw,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,24,1,8184,49,4000,6006,6054,zscore,sigma,3.0,range,datasets\normalized\zscore,4.113835800002562,0.2754222040226112,0.1580484893491657,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.9641057160417948,0.1243411852150363,0.1518987341772152,0.4897959183673469,0.2318840579710145,0.1020408163265306,0.7495676720701085,24.0,8001.0,134.0,25.0,0.1764705882352941,0.3306122448979591,0.2301136363636363,1.0,0.1632653061224489,0.5893987341772152,0.9992805773335728,24,0.1764705882352941,0.3306122448979591,0.2301136363636363,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
119_UCR_Anomaly_ECG1_10000_11800_12100,119,ECG,raw,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,91,1,30000,301,10000,11800,12100,zscore,sigma,3.0,range,datasets\normalized\zscore,18.081163400027435,0.261632066709397,0.2177806902466422,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.909247981883346,0.0900807641718091,0.0,0.0,0.0,0.0,0.9149741374493237,0.0,29105.0,594.0,301.0,0.0,0.0,0.0,0.0,0.0,0.4991265151515152,0.8993,91,0.0,0.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
119_UCR_Anomaly_ECG1_10000_11800_12100,119,ECG,raw,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,91,1,30000,301,10000,11800,12100,zscore,sigma,3.0,range,datasets\normalized\zscore,18.257099799986463,0.2599559636820879,0.2180895669203871,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.9096481206398774,0.0901495706618314,0.0,0.0,0.0,0.0,0.9142246644432492,0.0,29103.0,596.0,301.0,0.0,0.0,0.0,0.0,0.0,0.4993059563758389,0.8993,91,0.0,0.0,0.0,,,,,,,,,,,,2.0,,,,,,,,,,,,
119_UCR_Anomaly_ECG1_10000_11800_12100,119,ECG,raw,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,91,1,30000,301,10000,11800,12100,zscore,sigma,3.0,range,datasets\normalized\zscore,17.761066199978814,0.2618975391024436,0.2185716726487145,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.9069577831798312,0.0844927174058011,0.0,0.0,0.0,0.0,0.9176125570485872,0.0,29104.0,595.0,301.0,0.0,0.0,0.0,0.0,0.0,0.5000141176470588,0.8993,91,0.0,0.0,0.0,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
120_UCR_Anomaly_ECG2_15000_16000_16100,120,ECG,raw,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,91,1,30000,101,15000,16000,16100,zscore,sigma,3.0,range,datasets\normalized\zscore,16.955418600002304,0.2591627837188915,0.2190806815063372,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.7307049244005974,0.0110700581038406,0.0,0.0,0.0,0.0,0.9164048282379031,0.0,29153.0,746.0,101.0,0.0,0.0,0.0,0.0,0.0,0.6041882931188561,0.9794333333333332,91,0.0,0.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
120_UCR_Anomaly_ECG2_15000_16000_16100,120,ECG,raw,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,91,1,30000,101,15000,16000,16100,zscore,sigma,3.0,range,datasets\normalized\zscore,17.260552099964116,0.2574866806927399,0.2193688620088205,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.7383584139209265,0.011408903961856,0.0,0.0,0.0,0.0,0.9155932667192016,0.0,29152.0,747.0,101.0,0.0,0.0,0.0,0.0,0.0,0.6034913877733155,0.9794333333333332,91,0.0,0.0,0.0,,,,,,,,,,,,2.0,,,,,,,,,,,,
120_UCR_Anomaly_ECG2_15000_16000_16100,120,ECG,raw,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,91,1,30000,101,15000,16000,16100,zscore,sigma,3.0,range,datasets\normalized\zscore,17.793035999988206,0.2597126909027787,0.2202695629174177,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.730632071869684,0.0110686364907206,0.0,0.0,0.0,0.0,0.9205213796550318,0.0,29158.0,741.0,101.0,0.0,0.0,0.0,0.0,0.0,0.6072854700854701,0.9794333333333332,91,0.0,0.0,0.0,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
121_UCR_Anomaly_ECG3_15000_16000_16100,121,ECG,raw,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,166,1,30000,101,15000,16000,16100,zscore,sigma,3.0,range,datasets\normalized\zscore,19.881779599993024,0.2256553149262254,0.1824736554204394,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.9786787133845664,0.0722642381066855,0.1301546391752577,1.0,0.2303306727480045,0.0,0.7730762811875438,101.0,29224.0,675.0,0.0,0.1578125,1.0,0.2726045883940621,1.0,1.0,0.7632653780068729,1.0,166,0.1578125,1.0,0.2726045883940621,,,,,,,,,,,,1.0,,,,,,,,,,,,
121_UCR_Anomaly_ECG3_15000_16000_16100,121,ECG,raw,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,166,1,30000,101,15000,16000,16100,zscore,sigma,3.0,range,datasets\normalized\zscore,20.35483109997585,0.2251270876038638,0.1829866076393951,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.9786787133845664,0.0722642381066855,0.1301546391752577,1.0,0.2303306727480045,0.0,0.7740869105220493,101.0,29224.0,675.0,0.0,0.1578125,1.0,0.2726045883940621,1.0,1.0,0.7632653780068729,1.0,166,0.1578125,1.0,0.2726045883940621,,,,,,,,,,,,2.0,,,,,,,,,,,,
121_UCR_Anomaly_ECG3_15000_16000_16100,121,ECG,raw,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,166,1,30000,101,15000,16000,16100,zscore,sigma,3.0,range,datasets\normalized\zscore,19.324869100004435,0.229066810506749,0.1816744625952277,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.9786499035200688,0.0721803054728473,0.1301546391752577,1.0,0.2303306727480045,0.0,0.7740901982924322,101.0,29224.0,675.0,0.0,0.1578125,1.0,0.2726045883940621,1.0,1.0,0.7632653780068729,1.0,166,0.1578125,1.0,0.2726045883940621,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
122_UCR_Anomaly_ECG3_8000_17000_17100,122,ECG,raw,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,166,1,30000,101,8000,17000,17100,zscore,sigma,3.0,range,datasets\normalized\zscore,19.48135140002705,0.2292904648040544,0.1787173996918174,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.9896652061941872,0.1356563501601465,0.1159586681974741,1.0,0.2078189300411522,0.0,0.7654426638795069,101.0,29129.0,770.0,0.0,0.098825831702544,1.0,0.1798753339269812,1.0,1.0,0.6815778798316111,1.0,166,0.098825831702544,1.0,0.1798753339269812,,,,,,,,,,,,1.0,,,,,,,,,,,,
122_UCR_Anomaly_ECG3_8000_17000_17100,122,ECG,raw,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,166,1,30000,101,8000,17000,17100,zscore,sigma,3.0,range,datasets\normalized\zscore,20.49371680000332,0.2287433506468424,0.1792656322940653,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.9896652061941872,0.1356563501601465,0.1162255466052934,1.0,0.2082474226804123,0.0,0.7665402475290386,101.0,29131.0,768.0,0.0,0.098825831702544,1.0,0.1798753339269812,1.0,1.0,0.6823107019562715,1.0,166,0.098825831702544,1.0,0.1798753339269812,,,,,,,,,,,,2.0,,,,,,,,,,,,
122_UCR_Anomaly_ECG3_8000_17000_17100,122,ECG,raw,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,166,1,30000,101,8000,17000,17100,zscore,sigma,3.0,range,datasets\normalized\zscore,20.64681569999084,0.231386441202854,0.1741439011227508,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.9926101041824308,0.1775063593968029,0.1339522546419098,1.0,0.2362573099415204,0.0,0.7538181445711067,101.0,29246.0,653.0,0.0,0.091901728844404,1.0,0.1683333333333333,1.0,1.0,0.7054184792219275,1.0,166,0.091901728844404,1.0,0.1683333333333333,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
124_UCR_Anomaly_ECG4_5000_16900_17100,124,ECG,raw,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,166,1,30000,201,5000,16900,17100,zscore,sigma,3.0,range,datasets\normalized\zscore,19.37472089997027,0.2103349275091541,0.1725810919591856,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.892271419171801,0.2375588422007136,0.243076923076923,0.7860696517412935,0.3713278495887191,0.0796019900497512,0.728078203386711,158.0,29307.0,492.0,43.0,0.1847953216374269,0.8288557213930348,0.3022118127909713,1.0,0.7860696517412935,0.7630124102564102,0.9996933665008292,166,0.1847953216374269,0.8288557213930348,0.3022118127909713,,,,,,,,,,,,1.0,,,,,,,,,,,,
124_UCR_Anomaly_ECG4_5000_16900_17100,124,ECG,raw,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,166,1,30000,201,5000,16900,17100,zscore,sigma,3.0,range,datasets\normalized\zscore,19.02136170002632,0.2098411217241766,0.1730533242663837,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.892271419171801,0.2375588422007135,0.2434514637904468,0.7860696517412935,0.3717647058823529,0.0796019900497512,0.7290010945233278,158.0,29308.0,491.0,43.0,0.1847953216374269,0.8288557213930348,0.3022118127909713,1.0,0.7860696517412935,0.7634486902927581,0.9996933665008292,166,0.1847953216374269,0.8288557213930348,0.3022118127909713,,,,,,,,,,,,2.0,,,,,,,,,,,,
124_UCR_Anomaly_ECG4_5000_16900_17100,124,ECG,raw,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,166,1,30000,201,5000,16900,17100,zscore,sigma,3.0,range,datasets\normalized\zscore,18.944601299997885,0.2135292894211273,0.1718265482428829,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.889776427436962,0.2377425202048739,0.2434514637904468,0.7860696517412935,0.3717647058823529,0.0796019900497512,0.7290089341497762,158.0,29308.0,491.0,43.0,0.1847953216374269,0.8288557213930348,0.3022118127909713,1.0,0.7860696517412935,0.7634486902927581,0.9996933665008292,166,0.1847953216374269,0.8288557213930348,0.3022118127909713,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
125_UCR_Anomaly_ECG4_5000_17000_17100,125,ECG,raw,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,166,1,30000,101,5000,17000,17100,zscore,sigma,3.0,range,datasets\normalized\zscore,19.058207800029777,0.2120128452004596,0.1740135091639556,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.9911341781356972,0.1527166704789246,0.1744386873920552,1.0,0.2970588235294117,0.0,0.7340533726923266,101.0,29421.0,478.0,0.0,0.1275252525252525,1.0,0.2262038073908174,1.0,1.0,0.8276209556706966,1.0,166,0.1275252525252525,1.0,0.2262038073908174,,,,,,,,,,,,1.0,,,,,,,,,,,,
125_UCR_Anomaly_ECG4_5000_17000_17100,125,ECG,raw,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,166,1,30000,101,5000,17000,17100,zscore,sigma,3.0,range,datasets\normalized\zscore,18.97788710001624,0.2115191168007627,0.1744865592995495,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.9911341781356972,0.1527166704789246,0.1744386873920552,1.0,0.2970588235294117,0.0,0.7349787946994114,101.0,29421.0,478.0,0.0,0.1275252525252525,1.0,0.2262038073908174,1.0,1.0,0.8276209556706966,1.0,166,0.1275252525252525,1.0,0.2262038073908174,,,,,,,,,,,,2.0,,,,,,,,,,,,
125_UCR_Anomaly_ECG4_5000_17000_17100,125,ECG,raw,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,166,1,30000,101,5000,17000,17100,zscore,sigma,3.0,range,datasets\normalized\zscore,18.78423799999291,0.2130613581916185,0.1719169894462604,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.9910533780559568,0.1520793848507555,0.150297619047619,1.0,0.2613195342820181,0.0,0.7288123265303997,101.0,29328.0,571.0,0.0,0.102020202020202,1.0,0.1851512373968836,1.0,1.0,0.7763393849206349,1.0,166,0.102020202020202,1.0,0.1851512373968836,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
126_UCR_Anomaly_ECG4_8000_17000_17100,126,ECG,raw,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,166,1,30000,101,8000,17000,17100,zscore,sigma,3.0,range,datasets\normalized\zscore,19.54819519998273,0.2650868458770088,0.178553365114221,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.9997784620764496,0.9546246492300188,0.164763458401305,1.0,0.2829131652661064,0.8712871287128713,0.8007469412196718,101.0,29387.0,512.0,0.0,0.1060924369747899,1.0,0.1918328584995251,1.0,1.0,0.643862860250136,1.0,166,0.1060924369747899,1.0,0.1918328584995251,,,,,,,,,,,,1.0,,,,,,,,,,,,
126_UCR_Anomaly_ECG4_8000_17000_17100,126,ECG,raw,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,166,1,30000,101,8000,17000,17100,zscore,sigma,3.0,range,datasets\normalized\zscore,19.326776200032327,0.2643897111019244,0.179338218202988,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.9997784620764496,0.954624649230019,0.1650326797385621,1.0,0.2833099579242636,0.8712871287128713,0.8024043657108886,101.0,29388.0,511.0,0.0,0.1068783068783068,1.0,0.1931166347992352,1.0,1.0,0.6432893246187363,1.0,166,0.1068783068783068,1.0,0.1931166347992352,,,,,,,,,,,,2.0,,,,,,,,,,,,
126_UCR_Anomaly_ECG4_8000_17000_17100,126,ECG,raw,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,166,1,30000,101,8000,17000,17100,zscore,sigma,3.0,range,datasets\normalized\zscore,18.865613400004804,0.2701354279630412,0.1776969645855209,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.9998334326225023,0.9636584121716034,0.1636952998379254,1.0,0.2813370473537604,0.8811881188118812,0.8032263217196041,101.0,29383.0,516.0,0.0,0.1030612244897959,1.0,0.1868640148011101,1.0,1.0,0.6461373311723392,1.0,166,0.1030612244897959,1.0,0.1868640148011101,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
127_UCR_Anomaly_GP711MarkerLFM5z1_5000_6168_6212,127,GP711MarkerLFM5z,raw,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,218,1,12000,45,5000,6168,6212,zscore,sigma,3.0,range,datasets\normalized\zscore,7.611309200001415,0.2682488730996292,0.1615264877351803,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.998315906872996,0.4817176115548005,0.1505016722408027,1.0,0.2616279069767442,0.5555555555555556,0.7528283363051704,45.0,11701.0,254.0,0.0,0.1066350710900474,1.0,0.1927194860813704,1.0,1.0,0.7266192865105907,1.0,218,0.1066350710900474,1.0,0.1927194860813704,,,,,,,,,,,,1.0,,,,,,,,,,,,
127_UCR_Anomaly_GP711MarkerLFM5z1_5000_6168_6212,127,GP711MarkerLFM5z,raw,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,218,1,12000,45,5000,6168,6212,zscore,sigma,3.0,range,datasets\normalized\zscore,9.102885100001004,0.234162010293058,0.1581810628782755,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.998315906872996,0.4817176115548005,0.1485148514851485,1.0,0.2586206896551724,0.5555555555555556,0.7087051989278847,45.0,11697.0,258.0,0.0,0.1056338028169014,1.0,0.1910828025477706,1.0,1.0,0.7240638063806379,1.0,218,0.1056338028169014,1.0,0.1910828025477706,,,,,,,,,,,,2.0,,,,,,,,,,,,
127_UCR_Anomaly_GP711MarkerLFM5z1_5000_6168_6212,127,GP711MarkerLFM5z,raw,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,218,1,12000,45,5000,6168,6212,zscore,sigma,3.0,range,datasets\normalized\zscore,7.58571079999092,0.2688629117141791,0.1627754077583454,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.995341790975417,0.263102948827795,0.1510067114093959,1.0,0.2623906705539358,0.1555555555555555,0.7571891349892155,45.0,11702.0,253.0,0.0,0.1066350710900474,1.0,0.1927194860813704,1.0,1.0,0.7287757270693511,1.0,218,0.1066350710900474,1.0,0.1927194860813704,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
128_UCR_Anomaly_GP711MarkerLFM5z2_5000_7175_7388,128,GP711MarkerLFM5z,raw,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,218,1,12000,214,5000,7175,7388,zscore,sigma,3.0,range,datasets\normalized\zscore,7.530739499983611,0.1192377306806255,0.1225967083243262,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.9944802244386258,0.7130334602874475,0.6257668711656442,0.9532710280373832,0.7555555555555555,0.5887850467289719,0.4870278556536042,204.0,11664.0,122.0,10.0,0.4078341013824885,0.5813084112149534,0.4793594259564852,1.0,0.4766355140186916,0.99115899795501,0.9999805295950156,218,0.4078341013824885,0.5813084112149534,0.4793594259564852,,,,,,,,,,,,1.0,,,,,,,,,,,,
128_UCR_Anomaly_GP711MarkerLFM5z2_5000_7175_7388,128,GP711MarkerLFM5z,raw,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,218,1,12000,214,5000,7175,7388,zscore,sigma,3.0,range,datasets\normalized\zscore,9.313961200008634,0.1064977107024048,0.1240657767555979,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.994480224438626,0.7130334602874475,0.6234939759036144,0.9672897196261684,0.7582417582417582,0.5887850467289719,0.4786950409691985,207.0,11661.0,125.0,7.0,0.4107503460168357,0.5869158878504673,0.483279669760624,1.0,0.4836448598130841,0.9910886044176704,0.9999904595015576,218,0.4107503460168357,0.5869158878504673,0.483279669760624,,,,,,,,,,,,2.0,,,,,,,,,,,,
128_UCR_Anomaly_GP711MarkerLFM5z2_5000_7175_7388,128,GP711MarkerLFM5z,raw,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,218,1,12000,214,5000,7175,7388,zscore,sigma,3.0,range,datasets\normalized\zscore,7.359264999977313,0.1195993280495647,0.1233744831480726,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.9944711054300128,0.712525405290074,0.6279761904761905,0.985981308411215,0.7672727272727272,0.5887850467289719,0.4897227774937828,211.0,11661.0,125.0,3.0,0.4206805327494982,0.594392523364486,0.4926726443681942,1.0,0.4929906542056075,0.9911798115079364,0.9999982476635512,218,0.4206805327494982,0.594392523364486,0.4926726443681942,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
129_UCR_Anomaly_GP711MarkerLFM5z3_5000_5948_5993,129,GP711MarkerLFM5z,raw,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,218,1,12000,46,5000,5948,5993,zscore,sigma,3.0,range,datasets\normalized\zscore,7.905980999988969,0.3287825182045947,0.1757149889807365,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.993656843988914,0.2195350340364943,0.1957446808510638,1.0,0.3274021352313167,0.0,0.8559274851468042,46.0,11765.0,189.0,0.0,0.1144278606965174,1.0,0.2053571428571428,1.0,1.0,0.8601010638297872,1.0,218,0.1144278606965174,1.0,0.2053571428571428,,,,,,,,,,,,1.0,,,,,,,,,,,,
129_UCR_Anomaly_GP711MarkerLFM5z3_5000_5948_5993,129,GP711MarkerLFM5z,raw,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,218,1,12000,46,5000,5948,5993,zscore,sigma,3.0,range,datasets\normalized\zscore,9.500254299986407,0.2871212833865637,0.1698558453025971,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.993656843988914,0.2195350340364944,0.1900826446280991,1.0,0.3194444444444444,0.0,0.7966888192943553,46.0,11758.0,196.0,0.0,0.1116504854368932,1.0,0.2008733624454148,1.0,1.0,0.8562169421487603,1.0,218,0.1116504854368932,1.0,0.2008733624454148,,,,,,,,,,,,2.0,,,,,,,,,,,,
129_UCR_Anomaly_GP711MarkerLFM5z3_5000_5948_5993,129,GP711MarkerLFM5z,raw,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,218,1,12000,46,5000,5948,5993,zscore,sigma,3.0,range,datasets\normalized\zscore,7.886153800005559,0.329443488418843,0.17612725283679,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.9936168355507706,0.2182950014317424,0.1965811965811965,1.0,0.3285714285714285,0.0,0.8578252469292131,46.0,11766.0,188.0,0.0,0.1144278606965174,1.0,0.2053571428571428,1.0,1.0,0.863423076923077,1.0,218,0.1144278606965174,1.0,0.2053571428571428,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
