dataset_name,dataset_sequence,family,variant,algorithm,algorithm_base_display,algorithm_superfamily,algorithm_category,algorithm_display,algorithm_variant,algorithm_run_id,variant_index,variant_origin,variant_source,variant_focus,variant_family,ablation_parameter,ablation_label,ablation_role,window_size,window_stride,series_length,anomaly_count,train_end,anomaly_start,anomaly_end,normalization_method,threshold_method,threshold_value,evaluation_mode,prepared_dataset_dir,runtime_seconds,score_mean,score_std,params_json,error,param__n_estimators,param__max_samples,param__max_features,param__bootstrap,param__random_state,roc_auc,average_precision,precision,recall,f1,precision_at_k,score_threshold,tp,tn,fp,fn,range_precision,range_recall,range_f1,existence_reward,overlap_reward,affiliation_precision,affiliation_recall,tsb_uad_window,evaluation_precision,evaluation_recall,evaluation_f1,param__n_neighbors,param__algorithm,param__leaf_size,param__metric,param__p,param__alpha,param__init_length,param__batch_size,param__k,param__subsequence_multiplier,param__overlap,param__start_index_multiplier,param__x_lag_multiplier,param__n_bins,param__tol,param__kernel,param__nu,param__gamma,param__train_fraction,param__n_components,param__n_selected_components,param__whiten,param__weighted,param__standardization
048_UCR_Anomaly_DISTORTEDTkeepFifthMARS_3500_5988_6085,48,TkeepFifthMARS,distorted,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,98,1,11334,98,3500,5988,6085,zscore,sigma,3.0,range,datasets\normalized\zscore,6.097639399988111,0.1782094758053864,0.0772830075848695,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.926580288576805,0.4459532207264621,0.3717948717948718,0.5918367346938775,0.4566929133858268,0.5816326530612245,0.410058498559995,58.0,11138.0,98.0,40.0,0.1487179487179487,0.6734693877551021,0.2436354378818737,1.0,0.5918367346938775,0.7360675616366458,0.9985595085043016,98,0.1487179487179487,0.6734693877551021,0.2436354378818737,,,,,,,,,,,,2.0,,,,,,,,,,,,
048_UCR_Anomaly_DISTORTEDTkeepFifthMARS_3500_5988_6085,48,TkeepFifthMARS,distorted,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,98,1,11334,98,3500,5988,6085,zscore,sigma,3.0,range,datasets\normalized\zscore,5.414767999987816,0.1871085070957364,0.0795855259406947,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.900581494612797,0.4412654515368343,0.5631067961165048,0.5918367346938775,0.5771144278606966,0.5816326530612245,0.4258650849178207,58.0,11191.0,45.0,40.0,0.2478632478632478,0.6734693877551021,0.3623627413858387,1.0,0.5918367346938775,0.9640012609195462,0.9985595085043016,98,0.2478632478632478,0.6734693877551021,0.3623627413858387,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
049_UCR_Anomaly_DISTORTEDTkeepFirstMARS_3500_5365_5380,49,TkeepFirstMARS,distorted,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,98,1,11406,16,3500,5365,5380,zscore,sigma,3.0,range,datasets\normalized\zscore,7.2666700999834575,0.5916121141555055,0.1650431477574208,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.7903753292361722,0.0156940620045132,0.0,0.0,0.0,0.0,1.086741557427768,0.0,11390.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,,0.0,98,0.0,0.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
049_UCR_Anomaly_DISTORTEDTkeepFirstMARS_3500_5365_5380,49,TkeepFirstMARS,distorted,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,98,1,11406,16,3500,5365,5380,zscore,sigma,3.0,range,datasets\normalized\zscore,7.714244500006316,0.5761798129768739,0.1716641033011264,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.8061951273046531,0.0157893568742482,0.0,0.0,0.0,0.0,1.0911721228802531,0.0,11390.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,,0.0,98,0.0,0.0,0.0,,,,,,,,,,,,2.0,,,,,,,,,,,,
049_UCR_Anomaly_DISTORTEDTkeepFirstMARS_3500_5365_5380,49,TkeepFirstMARS,distorted,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,98,1,11406,16,3500,5365,5380,zscore,sigma,3.0,range,datasets\normalized\zscore,7.311485900019761,0.5933212077343295,0.1634325343918947,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.8459010096575944,0.0157068318840346,0.0,0.0,0.0,0.0,1.0836188109100138,0.0,11390.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,,0.0,98,0.0,0.0,0.0,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
050_UCR_Anomaly_DISTORTEDTkeepForthMARS_3500_5988_6085,50,TkeepForthMARS,distorted,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,98,1,11308,98,3500,5988,6085,zscore,sigma,3.0,range,datasets\normalized\zscore,6.965148899995256,0.5188025560246351,0.1552904887014143,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.3411740610606419,0.0117630419519393,0.0,0.0,0.0,0.0,0.984674022128878,0.0,11184.0,26.0,98.0,0.0,0.0,0.0,0.0,0.0,0.8179913471742265,0.8799080297134773,98,0.0,0.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
050_UCR_Anomaly_DISTORTEDTkeepForthMARS_3500_5988_6085,50,TkeepForthMARS,distorted,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,98,1,11308,98,3500,5988,6085,zscore,sigma,3.0,range,datasets\normalized\zscore,7.053564100002404,0.5133866778223041,0.1630814061979246,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.3520854193595368,0.0119570539202428,0.0,0.0,0.0,0.0,1.002630896416078,0.0,11210.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,,0.0,98,0.0,0.0,0.0,,,,,,,,,,,,2.0,,,,,,,,,,,,
050_UCR_Anomaly_DISTORTEDTkeepForthMARS_3500_5988_6085,50,TkeepForthMARS,distorted,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,98,1,11308,98,3500,5988,6085,zscore,sigma,3.0,range,datasets\normalized\zscore,6.757333299989114,0.5129649105402926,0.1545534201411275,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.2833967485299204,0.0111401707888837,0.0,0.0,0.0,0.0,0.9766251709636752,0.0,11184.0,26.0,98.0,0.0,0.0,0.0,0.0,0.0,0.7918900165981879,0.8804386275203395,98,0.0,0.0,0.0,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
051_UCR_Anomaly_DISTORTEDTkeepSecondMARS_3500_9330_9340,51,TkeepSecondMARS,distorted,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,98,1,11388,11,3500,9330,9340,zscore,sigma,3.0,range,datasets\normalized\zscore,6.584181600017473,0.1606930847493122,0.0618141964227199,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.9918575754912224,0.0586864833725356,0.0,0.0,0.0,0.0,0.3461356740174722,0.0,11342.0,35.0,11.0,0.0,0.0,0.0,0.0,0.0,0.9943800491745696,0.997453459782227,98,0.0,0.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
051_UCR_Anomaly_DISTORTEDTkeepSecondMARS_3500_9330_9340,51,TkeepSecondMARS,distorted,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,98,1,11388,11,3500,9330,9340,zscore,sigma,3.0,range,datasets\normalized\zscore,7.083416600013152,0.154452136777197,0.0627016884863945,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.991873556697324,0.0587900030412726,0.0,0.0,0.0,0.0,0.3425572022363806,0.0,11342.0,35.0,11.0,0.0,0.0,0.0,0.0,0.0,0.9943800491745696,0.997453459782227,98,0.0,0.0,0.0,,,,,,,,,,,,2.0,,,,,,,,,,,,
051_UCR_Anomaly_DISTORTEDTkeepSecondMARS_3500_9330_9340,51,TkeepSecondMARS,distorted,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,98,1,11388,11,3500,9330,9340,zscore,sigma,3.0,range,datasets\normalized\zscore,6.500874599994859,0.1580351455377497,0.0602685142655952,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.9950777885206996,0.0937685010634581,0.0,0.0,0.0,0.0,0.3388406883345355,0.0,11342.0,35.0,11.0,0.0,0.0,0.0,0.0,0.0,0.9943800491745696,0.997453459782227,98,0.0,0.0,0.0,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
052_UCR_Anomaly_DISTORTEDTkeepThirdMARS_3500_4711_4809,52,TkeepThirdMARS,distorted,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,98,1,11308,99,3500,4711,4809,zscore,sigma,3.0,range,datasets\normalized\zscore,6.298714200005634,0.2330575539746935,0.098441082172892,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.9956113909187332,0.4980280010792799,0.5180722891566265,0.8686868686868687,0.6490566037735849,0.5656565656565656,0.5283808004933697,86.0,11129.0,80.0,13.0,0.3500624219725343,0.5474747474747474,0.4270582714425814,1.0,0.4343434343434343,0.9834523804450204,0.9999245193355558,98,0.3500624219725343,0.5474747474747474,0.4270582714425814,,,,,,,,,,,,1.0,,,,,,,,,,,,
052_UCR_Anomaly_DISTORTEDTkeepThirdMARS_3500_4711_4809,52,TkeepThirdMARS,distorted,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,98,1,11308,99,3500,4711,4809,zscore,sigma,3.0,range,datasets\normalized\zscore,6.4496897000062745,0.229155512423093,0.1013139035679109,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.9956113909187332,0.49802800107928,0.5214723926380368,0.8585858585858586,0.648854961832061,0.5656565656565656,0.5330972231268258,85.0,11131.0,78.0,14.0,0.5219404798056484,0.5434343434343434,0.5324705930113658,1.0,0.4292929292929293,0.9941428078498094,0.9999124602944908,98,0.5219404798056484,0.5434343434343434,0.5324705930113658,,,,,,,,,,,,2.0,,,,,,,,,,,,
052_UCR_Anomaly_DISTORTEDTkeepThirdMARS_3500_4711_4809,52,TkeepThirdMARS,distorted,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,98,1,11308,99,3500,4711,4809,zscore,sigma,3.0,range,datasets\normalized\zscore,6.336426599998958,0.2337114015280767,0.0974117083250237,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.9957997316370052,0.5105880857685252,0.5149700598802395,0.8686868686868687,0.6466165413533834,0.5757575757575758,0.5259465265031479,86.0,11128.0,81.0,13.0,0.3477232406859846,0.5474747474747474,0.4253130500813402,1.0,0.4343434343434343,0.983461446403267,0.9999245193355558,98,0.3477232406859846,0.5474747474747474,0.4253130500813402,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
053_UCR_Anomaly_DISTORTEDWalkingAceleration1_1500_2764_2995,53,WalkingAceleration,distorted,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,115,1,6684,232,1500,2764,2995,zscore,sigma,3.0,range,datasets\normalized\zscore,6.335175100015476,0.529853153774714,0.1893337153088626,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.7822046625478334,0.0776560407338087,0.0,0.0,0.0,0.0,1.097854299701302,0.0,6452.0,0.0,232.0,0.0,0.0,0.0,0.0,0.0,,0.0,115,0.0,0.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
053_UCR_Anomaly_DISTORTEDWalkingAceleration1_1500_2764_2995,53,WalkingAceleration,distorted,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,115,1,6684,232,1500,2764,2995,zscore,sigma,3.0,range,datasets\normalized\zscore,10.829751499986742,0.516853494406004,0.2022290093833822,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.7828246253500653,0.0777482369269818,0.0,0.0,0.0,0.0,1.1235405225561506,0.0,6452.0,0.0,232.0,0.0,0.0,0.0,0.0,0.0,,0.0,115,0.0,0.0,0.0,,,,,,,,,,,,2.0,,,,,,,,,,,,
053_UCR_Anomaly_DISTORTEDWalkingAceleration1_1500_2764_2995,53,WalkingAceleration,distorted,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,115,1,6684,232,1500,2764,2995,zscore,sigma,3.0,range,datasets\normalized\zscore,4.89098450000165,0.5284077791071221,0.1897962960193818,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.7690959232101247,0.0739360285015946,0.0,0.0,0.0,0.0,1.0977966671652677,0.0,6452.0,0.0,232.0,0.0,0.0,0.0,0.0,0.0,,0.0,115,0.0,0.0,0.0,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
054_UCR_Anomaly_DISTORTEDWalkingAceleration5_2700_5920_5979,54,WalkingAceleration,distorted,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,115,1,6684,60,2700,5920,5979,zscore,sigma,3.0,range,datasets\normalized\zscore,5.101157900004182,0.4883879683743116,0.1922032687249147,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.990733192431562,0.3167550270755471,0.0,0.0,0.0,0.3833333333333333,1.0649977745490558,0.0,6624.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,,0.0,115,0.0,0.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
054_UCR_Anomaly_DISTORTEDWalkingAceleration5_2700_5920_5979,54,WalkingAceleration,distorted,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,115,1,6684,60,2700,5920,5979,zscore,sigma,3.0,range,datasets\normalized\zscore,5.564496000006329,0.4739189533007479,0.2039521406432625,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.990733192431562,0.316755027075547,0.0,0.0,0.0,0.3833333333333333,1.0857753752305357,0.0,6624.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,,0.0,115,0.0,0.0,0.0,,,,,,,,,,,,2.0,,,,,,,,,,,,
054_UCR_Anomaly_DISTORTEDWalkingAceleration5_2700_5920_5979,54,WalkingAceleration,distorted,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,115,1,6684,60,2700,5920,5979,zscore,sigma,3.0,range,datasets\normalized\zscore,5.1131746000028215,0.4920435894507516,0.194443454816536,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.9870621980676328,0.237299433392061,0.0,0.0,0.0,0.1666666666666666,1.07537395390036,0.0,6624.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,,0.0,115,0.0,0.0,0.0,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
055_UCR_Anomaly_DISTORTEDapneaecg2_10000_20950_21100,55,apneaecg,distorted,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,40,1,38501,151,10000,20950,21100,zscore,sigma,3.0,range,datasets\normalized\zscore,14.604334699979518,0.7545133598977124,0.2055428424642533,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.6351354291684295,0.0101116217461615,0.0,0.0,0.0,0.0,1.3711418872904724,0.0,38350.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,,0.0,40,0.0,0.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
055_UCR_Anomaly_DISTORTEDapneaecg2_10000_20950_21100,55,apneaecg,distorted,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,40,1,38501,151,10000,20950,21100,zscore,sigma,3.0,range,datasets\normalized\zscore,28.13744769996265,0.5085999381631876,0.3328016462259493,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.6056086757557181,0.006174941959102,0.0,0.0,0.0,0.0132450331125827,1.5070048768410356,0.0,38350.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,,0.0,40,0.0,0.0,0.0,,,,,,,,,,,,2.0,,,,,,,,,,,,
055_UCR_Anomaly_DISTORTEDapneaecg2_10000_20950_21100,55,apneaecg,distorted,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,40,1,38501,151,10000,20950,21100,zscore,sigma,3.0,range,datasets\normalized\zscore,14.56411079998361,0.7550550077971067,0.2043799797795531,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.6351292124644914,0.0101115744597155,0.0,0.0,0.0,0.0,1.3681949471357662,0.0,38350.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,,0.0,40,0.0,0.0,0.0,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
056_UCR_Anomaly_DISTORTEDapneaecg3_5000_11111_11211,56,apneaecg,distorted,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,40,1,38379,101,5000,11111,11211,zscore,sigma,3.0,range,datasets\normalized\zscore,17.36473000003025,0.7600115217153864,0.1883088251712589,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.5462246235073375,0.0041394574826913,0.0,0.0,0.0,0.0,1.324937997229163,0.0,38278.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,,0.0,40,0.0,0.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
056_UCR_Anomaly_DISTORTEDapneaecg3_5000_11111_11211,56,apneaecg,distorted,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,40,1,38379,101,5000,11111,11211,zscore,sigma,3.0,range,datasets\normalized\zscore,34.02503009996144,0.4668278417388201,0.3207879080377573,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.6442102306264902,0.0036179209140251,0.0,0.0,0.0,0.0,1.4291915658520922,0.0,38278.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,,0.0,40,0.0,0.0,0.0,,,,,,,,,,,,2.0,,,,,,,,,,,,
056_UCR_Anomaly_DISTORTEDapneaecg3_5000_11111_11211,56,apneaecg,distorted,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,40,1,38379,101,5000,11111,11211,zscore,sigma,3.0,range,datasets\normalized\zscore,15.10865070001455,0.7608311140988364,0.1855121521114011,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.5467419436441789,0.0041408928520455,0.0,0.0,0.0,0.0,1.3173675704330396,0.0,38278.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,,0.0,40,0.0,0.0,0.0,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
057_UCR_Anomaly_DISTORTEDapneaecg4_6000_16000_16100,57,apneaecg,distorted,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,40,1,38269,101,6000,16000,16100,zscore,sigma,3.0,range,datasets\normalized\zscore,15.545125000004193,0.7586872336330035,0.1652639687071482,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.6691949193871389,0.0067395505736913,0.0,0.0,0.0,0.0,1.2544791397544484,0.0,38168.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,,0.0,40,0.0,0.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
057_UCR_Anomaly_DISTORTEDapneaecg4_6000_16000_16100,57,apneaecg,distorted,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,40,1,38269,101,6000,16000,16100,zscore,sigma,3.0,range,datasets\normalized\zscore,46.24464449996594,0.3751519630781818,0.2519571140277441,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.768957096401319,0.0059417990603006,0.0,0.0,0.0,0.0,1.1310233051614142,0.0,38168.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,,0.0,40,0.0,0.0,0.0,,,,,,,,,,,,2.0,,,,,,,,,,,,
057_UCR_Anomaly_DISTORTEDapneaecg4_6000_16000_16100,57,apneaecg,distorted,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,40,1,38269,101,6000,16000,16100,zscore,sigma,3.0,range,datasets\normalized\zscore,14.82901479996508,0.7588843846020695,0.1644922079202695,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.6691933629539856,0.0067395451288467,0.0,0.0,0.0,0.0,1.2523610083628782,0.0,38168.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,,0.0,40,0.0,0.0,0.0,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
058_UCR_Anomaly_DISTORTEDapneaecg_10000_12240_12308,58,apneaecg,distorted,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,40,1,38501,69,10000,12240,12308,zscore,sigma,3.0,range,datasets\normalized\zscore,15.703884400019888,0.7390182314930688,0.2515430513878149,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.463822041414763,0.0023335408914322,0.0,0.0,0.0,0.0,1.4936473856565136,0.0,38432.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,,0.0,40,0.0,0.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
058_UCR_Anomaly_DISTORTEDapneaecg_10000_12240_12308,58,apneaecg,distorted,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,damp__tab_02,2,auto,auto_ablation,Measures the effect of waiting longer before the backward search begins.,ablation,start_index_multiplier,Start x2,score_driver,40,1,38501,69,10000,12240,12308,zscore,sigma,3.0,range,datasets\normalized\zscore,29.06919029995333,0.4833522735818399,0.3269794582874796,"{""start_index_multiplier"": 2.0, ""x_lag_multiplier"": null}",,,,,,,0.7617864868044746,0.0055152863357269,0.0,0.0,0.0,0.0,1.4642906484442788,0.0,38432.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,,0.0,40,0.0,0.0,0.0,,,,,,,,,,,,2.0,,,,,,,,,,,,
058_UCR_Anomaly_DISTORTEDapneaecg_10000_12240_12308,58,apneaecg,distorted,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,damp__tab_03,3,auto,auto_ablation,Measures a much deeper historical search horizon during backward matching.,ablation,x_lag_multiplier,x_lag x8,score_driver,40,1,38501,69,10000,12240,12308,zscore,sigma,3.0,range,datasets\normalized\zscore,15.515147899976,0.7412522897153123,0.247254037397529,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": 8.0}",,,,,,,0.4735437105552136,0.0023633869776152,0.0,0.0,0.0,0.0,1.4830144019078992,0.0,38432.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,,0.0,40,0.0,0.0,0.0,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,
065_UCR_Anomaly_DISTORTEDinsectEPG1_3000_7000_7030,65,insectEPG,distorted,damp,DAMP,Distance-based,Discord,DAMP | Baseline,Baseline,damp__tab_01,1,auto,auto_ablation,Reference streaming-discord configuration.,baseline,baseline,Baseline,baseline,26,1,10001,31,3000,7000,7030,zscore,sigma,3.0,range,datasets\normalized\zscore,5.4474648000032175,0.3855591027636715,0.1455308144571135,"{""start_index_multiplier"": 1.0, ""x_lag_multiplier"": null}",,,,,,,0.9580353965121168,0.1241761428846093,0.0,0.0,0.0,0.032258064516129,0.8221515461350123,0.0,9954.0,16.0,31.0,0.0,0.0,0.0,0.0,0.0,0.6099640035996401,0.6377362263773623,26,0.0,0.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
