regime_dimension,regime_value,algorithm_display,dataset_count,mean_roc_auc,mean_f1,mean_evaluation_f1,mean_range_f1,mean_runtime_seconds
length_bucket,medium,HBOS | Bins 20,84,0.6084743424233492,0.09274129057797335,0.10722560436945236,0.10722560436945236,0.37300274047447596
length_bucket,medium,PCA | Components 0.95,84,0.5803990533147078,0.09384980872753518,0.10719069913498339,0.10719069913498339,0.02499677857156794
length_bucket,medium,HBOS | Baseline,84,0.6130551287670019,0.08580667994862853,0.10202053016689264,0.10202053016689264,0.372750859525002
length_bucket,medium,HBOS | Tol 0.2,84,0.6130551287670019,0.08580667994862853,0.10202053016689264,0.10202053016689264,0.3705097726179658
length_bucket,medium,HBOS | Alpha 0.05,84,0.6111427735363617,0.0856297038574635,0.10115574908396129,0.10115574908396129,0.3705147690485492
length_bucket,medium,OCSVM | Kernel linear,84,0.3930422507143943,0.059204479905357266,0.0817213193336884,0.0817213193336884,0.02698540952198003
variant,distorted,SAND | Subseq x2,71,0.9269906509425196,0.3130988871045656,0.2532679248917972,0.2532679248917972,12.875082873237979
variant,distorted,SAND | Init 3000,71,0.9450528976389719,0.30771000270097704,0.2528301378466239,0.2528301378466239,24.670803994363382
variant,distorted,SAND | Alpha 0.7,71,0.9346923900054416,0.2924348439411709,0.24277204081313622,0.24277204081313622,22.84867467887373
variant,distorted,SAND | k = 3,71,0.9379467619810389,0.2968505983121418,0.24240798599898378,0.24240798599898378,19.46716506760338
variant,distorted,SAND | Overlap 64,71,0.9422680755959004,0.3014216650574044,0.2386350411464338,0.2386350411464338,44.05889026196936
variant,distorted,SAND | Baseline,71,0.9428446689430457,0.28924258580478757,0.23046779302278123,0.23046779302278123,23.288433884510287
variant,distorted,Matrix Profile | Subseq x1,71,0.91653390933609,0.3318221452928199,0.2114332744631256,0.2114332744631256,0.51123488450982
variant,distorted,Matrix Profile | Baseline,71,0.9400581598372165,0.31331327353451416,0.20746255402388056,0.20746255402388056,0.533684883098623
variant,distorted,OCSVM | Gamma 0.1,71,0.6939647620810174,0.25684152004068594,0.19747161091437845,0.19747161091437845,0.6641702183090236
variant,distorted,SAND | Batch 1000,71,0.9194470153116063,0.22588142282008336,0.1925572327673464,0.1925572327673464,20.791366416899876
variant,distorted,Matrix Profile | Subseq x4,71,0.9316134797599094,0.2290718233835143,0.16244397607338706,0.16244397607338706,0.5414169281680123
variant,distorted,OCSVM | Train frac 0.20,71,0.7175150426323135,0.24818854965480477,0.1575088917327086,0.1575088917327086,1.3897081168981689
variant,distorted,OCSVM | Baseline,71,0.7193267912882823,0.2397286010076709,0.14940637865939133,0.14940637865939133,0.7336359971832537
variant,distorted,DAMP | Start x2,71,0.8482862804633812,0.17243109317638516,0.1409852063780165,0.1409852063780165,16.929301205627755
variant,distorted,OCSVM | Nu 0.10,71,0.7225173136246773,0.22864398454551269,0.13903752376683845,0.13903752376683845,1.1806736549294494
variant,distorted,DAMP | Baseline,71,0.8232179283556212,0.15363147089366766,0.13438707664658328,0.13438707664658328,13.918930935210215
variant,distorted,DAMP | x_lag x8,71,0.8248673963878949,0.15045951371815827,0.13183147883560878,0.13183147883560878,13.697271011262709
variant,distorted,Local Outlier Factor | Baseline,71,0.7900477429379839,0.2265485292025971,0.11467599166721108,0.11467599166721108,1.4463612887349215
variant,distorted,Local Outlier Factor | Leaf size 60,71,0.7900477429379839,0.2265485292025971,0.11467599166721108,0.11467599166721108,1.461800459156659
variant,distorted,Local Outlier Factor | Search brute,71,0.7900477429379839,0.2265485292025971,0.11467599166721108,0.11467599166721108,1.4673261211264361
variant,distorted,Local Outlier Factor | Metric manhattan,71,0.7840122504653732,0.18707689240579028,0.10403151470726321,0.10403151470726321,17.763894952111386
variant,distorted,Local Outlier Factor | p = 1,71,0.7840122504653732,0.18707689240579028,0.10403151470726321,0.10403151470726321,17.774922152114197
