dataset_name,best_algorithm,best_algorithm_base_display,best_algorithm_superfamily,best_algorithm_category,best_algorithm_display,best_algorithm_variant,best_window_size,best_window_stride,best_threshold_method,best_threshold_value,best_evaluation_mode,best_evaluation_f1
039_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG3_5000_16390_16420,hbos,HBOS,Density-based,Distribution,HBOS | Baseline,Baseline,33,1,sigma,3.0,range,0.0992647058823529
040_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG4_6000_17390_17520,damp,DAMP,Distance-based,Discord,DAMP | Start x2,Start x2,34,1,sigma,3.0,range,0.2720403022670025
041_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG5_7000_17390_17520,sand,SAND,Distance-based,Clustering,SAND | Baseline,Baseline,33,1,sigma,3.0,range,0.135192921285484
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x4,Subseq x4,33,1,sigma,3.0,range,0.2328508817426809
043_UCR_Anomaly_DISTORTEDMesoplodonDensirostris_10000_19280_19440,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Gamma 0.1,Gamma 0.1,45,1,sigma,3.0,range,0.2681081081081081
044_UCR_Anomaly_DISTORTEDPowerDemand1_9000_18485_18821,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x4,Subseq x4,168,1,sigma,3.0,range,0.7883040935672515
045_UCR_Anomaly_DISTORTEDPowerDemand2_14000_23357_23717,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Gamma 0.1,Gamma 0.1,168,1,sigma,3.0,range,0.8933169834457388
046_UCR_Anomaly_DISTORTEDPowerDemand3_16000_23405_23477,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x1,Subseq x1,168,1,sigma,3.0,range,0.1971439332587652
047_UCR_Anomaly_DISTORTEDPowerDemand4_18000_24005_24077,sand,SAND,Distance-based,Clustering,SAND | Init 3000,Init 3000,168,1,sigma,3.0,range,0.3184357541899442
048_UCR_Anomaly_DISTORTEDTkeepFifthMARS_3500_5988_6085,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Baseline,Baseline,98,1,sigma,3.0,range,0.8634361233480177
049_UCR_Anomaly_DISTORTEDTkeepFirstMARS_3500_5365_5380,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x4,Subseq x4,98,1,sigma,3.0,range,0.2388059701492537
050_UCR_Anomaly_DISTORTEDTkeepForthMARS_3500_5988_6085,local_outlier_factor,Local Outlier Factor,Distance-based,Proximity,Local Outlier Factor | Metric manhattan,Metric manhattan,98,1,sigma,3.0,range,0.2671698113207547
051_UCR_Anomaly_DISTORTEDTkeepSecondMARS_3500_9330_9340,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Gamma 0.1,Gamma 0.1,98,1,sigma,3.0,range,0.358974358974359
052_UCR_Anomaly_DISTORTEDTkeepThirdMARS_3500_4711_4809,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x1,Subseq x1,98,1,sigma,3.0,range,0.6971830985915494
053_UCR_Anomaly_DISTORTEDWalkingAceleration1_1500_2764_2995,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Train frac 0.20,Train frac 0.20,115,1,sigma,3.0,range,0.3268892794376098
054_UCR_Anomaly_DISTORTEDWalkingAceleration5_2700_5920_5979,sand,SAND,Distance-based,Clustering,SAND | Subseq x2,Subseq x2,115,1,sigma,3.0,range,0.8461538461538461
055_UCR_Anomaly_DISTORTEDapneaecg2_10000_20950_21100,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Gamma 0.1,Gamma 0.1,40,1,sigma,3.0,range,0.4368530020703933
056_UCR_Anomaly_DISTORTEDapneaecg3_5000_11111_11211,sand,SAND,Distance-based,Clustering,SAND | Subseq x2,Subseq x2,40,1,sigma,3.0,range,0.3977635782747604
057_UCR_Anomaly_DISTORTEDapneaecg4_6000_16000_16100,matrix_profile,Matrix Profile,Distance-based,Discord,Matrix Profile | Subseq x4,Subseq x4,40,1,sigma,3.0,range,0.0899400888986211
058_UCR_Anomaly_DISTORTEDapneaecg_10000_12240_12308,sand,SAND,Distance-based,Clustering,SAND | Subseq x2,Subseq x2,40,1,sigma,3.0,range,0.4426494345718901
065_UCR_Anomaly_DISTORTEDinsectEPG1_3000_7000_7030,damp,DAMP,Distance-based,Discord,DAMP | x_lag x8,x_lag x8,26,1,sigma,3.0,range,0.1848739495798319
066_UCR_Anomaly_DISTORTEDinsectEPG2_3700_8000_8025,ocsvm,OCSVM,Density-based,Distribution,OCSVM | Kernel linear,Kernel linear,26,1,sigma,3.0,range,0.3518974864465253
